property_master_id,latitude,longitude,spatial_match_source,accessibility_score,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,restaurants_distance_km,transit_stations_distance_km,highways_distance_km,airports_distance_km,main_roads_distance_km,schools_3km,hospitals_5km,parks_3km,restaurants_1km,transit_stations_3km
PROP-A2BC7757CCE5,13.051559804092053,77.42375973591521,city_center_fallback,25.5,3.108,8.441,3.153,11.597,5.267,1.509,5.241,3.476,10.968,51.581,5.439,0,0,1,0,0
PROP-B7C9B2FD3AE4,13.211943441656686,77.35517761759321,city_center_fallback,1.4,15.17,13.391,13.781,29.388,19.208,13.76,10.36,11.187,16.818,55.848,14.098,0,0,0,0,0
PROP-53910BB2B719,13.000195460515389,77.77527013291875,city_center_fallback,35.1,1.435,3.761,4.126,8.051,6.033,3.25,4.232,3.995,3.984,25.631,5.811,1,2,0,0,0
PROP-3A2380B0356A,12.971820028925288,77.49825877716053,city_center_fallback,28.3,2.062,4.945,4.726,1.233,3.703,4.567,1.499,3.192,6.846,48.349,2.872,1,0,0,0,0
PROP-C254BA00DC36,12.939195249037185,77.73744153660373,city_center_fallback,27.2,3.25,4.963,6.934,2.721,2.844,3.323,0.815,4.875,3.419,33.508,0.642,0,1,0,1,0
PROP-78A1015958BC,12.893519276569283,77.49948076057048,city_center_fallback,24.5,5.608,5.278,6.906,8.366,5.058,2.38,1.375,2.268,1.136,53.538,2.308,0,0,1,0,1
PROP-41AFECC2E8E9,12.791814357660737,77.48293908407791,city_center_fallback,13.8,6.501,6.938,4.095,12.111,6.737,9.126,1.076,7.915,7.695,62.775,8.026,0,0,0,0,0
PROP-775199406D45,12.893042161845523,77.3995801863006,city_center_fallback,17.0,7.039,4.443,4.583,3.029,8.067,2.346,5.969,2.163,11.965,62.115,4.629,0,2,1,0,1
PROP-DE993DA312B1,13.152303641626995,77.8342077956795,city_center_fallback,5.7,5.206,17.18,16.384,18.748,14.467,14.558,2.269,11.235,15.771,7.648,9.308,0,0,0,0,0
PROP-64CA032C249C,13.217927564813051,77.38187986578485,city_center_fallback,2.2,14.017,11.818,11.343,28.042,18.137,12.702,8.08,8.226,14.211,52.962,11.065,0,0,0,0,0
PROP-EDE086559E7D,13.049486620076589,77.83412368577534,city_center_fallback,16.3,2.89,9.73,9.253,15.574,13.655,5.336,4.205,7.372,4.885,18.396,8.26,1,0,0,0,0
PROP-FA87404672E6,13.003757678104977,77.65370455509668,city_center_fallback,41.2,2.175,0.865,2.516,3.142,5.865,4.123,0.631,1.283,5.664,32.941,3.099,2,3,0,1,4
PROP-C82E8386B4C1,13.017118581319187,77.37307385002029,city_center_fallback,29.6,1.568,3.24,3.575,8.753,11.097,4.009,4.358,7.332,16.215,58.08,10.32,2,1,0,0,0
PROP-7FBE2EF38C9B,13.175679481944027,77.81719518565491,city_center_fallback,9.0,3.475,17.254,17.213,18.279,14.379,13.228,3.565,10.301,18.165,7.031,10.155,0,0,0,0,0
PROP-8874B9DB5717,12.815833619069853,77.5181325201549,city_center_fallback,24.0,4.129,3.474,5.955,13.864,2.238,7.003,1.826,3.269,8.664,58.246,4.928,0,2,0,0,0
PROP-827F6557D270,13.094960898250543,77.71262691495478,city_center_fallback,33.1,4.515,3.292,2.764,4.263,0.432,1.989,1.229,0.883,13.963,21.466,2.971,0,2,1,0,2
PROP-1F9B80A719CA,12.818227458198981,77.5987939223439,city_center_fallback,35.6,3.417,2.451,2.904,18.068,1.456,3.683,3.176,2.093,5.528,52.701,3.495,0,2,0,0,1
PROP-D2C2ED463174,12.971820028925288,77.49825877716053,city_center_fallback,28.3,2.062,4.945,4.726,1.233,3.703,4.567,1.499,3.192,6.846,48.349,2.872,1,0,0,0,0
PROP-3F4B477ADB24,13.017118581319187,77.37307385002029,city_center_fallback,29.6,1.568,3.24,3.575,8.753,11.097,4.009,4.358,7.332,16.215,58.08,10.32,2,1,0,0,0
PROP-30BD78551065,13.081516030546572,77.63720362895717,city_center_fallback,39.6,0.991,5.043,1.229,4.044,8.037,2.882,2.13,2.1,11.879,29.13,1.384,2,0,1,0,1
PROP-1DB058445F92,13.017118581319187,77.37307385002029,city_center_fallback,29.6,1.568,3.24,3.575,8.753,11.097,4.009,4.358,7.332,16.215,58.08,10.32,2,1,0,0,0
PROP-026A71048289,13.129627051554403,77.78989432838097,city_center_fallback,22.6,0.784,12.346,11.939,13.365,9.047,9.777,7.491,6.276,13.204,12.613,4.243,1,0,0,0,0
PROP-1097521459E0,12.961492916811272,77.43726094528475,city_center_fallback,34.6,1.008,4.044,6.448,3.799,1.816,5.314,1.773,5.83,10.348,54.564,3.509,2,1,0,0,0
PROP-DF60A9405CA5,13.144007731942585,77.74659676076202,city_center_fallback,9.6,5.681,8.971,9.253,9.98,6.648,5.029,2.608,1.909,16.149,15.398,5.811,0,0,0,0,1
PROP-EDA16578D837,13.12075122385161,77.81733686363727,city_center_fallback,13.8,2.436,13.244,12.454,15.947,11.458,11.061,6.162,9.347,12.067,11.597,5.793,1,0,0,0,0
PROP-300306230741,12.743439712045431,77.7744426295554,city_center_fallback,25.8,3.09,2.243,10.092,16.617,3.433,14.106,8.757,0.765,17.161,53.031,9.854,0,1,0,0,1
PROP-304A1042AD0F,12.872654750796473,77.57682893672494,city_center_fallback,46.7,3.087,0.264,1.714,13.648,6.852,4.485,1.835,1.742,1.606,49.307,3.107,0,7,0,0,1
PROP-84463C1CB1C0,12.996427938445608,77.41716322971757,city_center_fallback,23.1,4.244,4.118,4.39,5.796,6.255,2.047,1.215,8.691,11.942,54.642,5.398,0,1,1,0,0
PROP-DDD63719F0F1,12.996427938445608,77.41716322971757,city_center_fallback,23.1,4.244,4.118,4.39,5.796,6.255,2.047,1.215,8.691,11.942,54.642,5.398,0,1,1,0,0
PROP-6B6A61420914,12.948010779942233,77.47135144785841,city_center_fallback,29.1,1.595,5.467,7.07,2.826,2.586,8.04,1.343,1.986,6.522,52.244,1.812,1,0,0,0,2
PROP-2DAC96B3CFAC,12.996427938445608,77.41716322971757,city_center_fallback,23.1,4.244,4.118,4.39,5.796,6.255,2.047,1.215,8.691,11.942,54.642,5.398,0,1,1,0,0
PROP-05AA56EC4D8C,13.013344292232793,77.6745299494776,city_center_fallback,31.9,2.625,2.979,2.586,5.382,5.169,4.061,0.995,0.347,8.138,30.594,3.372,1,4,0,0,2
PROP-EC8684684380,12.951167596895777,77.75388582814793,city_center_fallback,29.4,1.783,4.169,6.757,2.536,4.524,4.912,1.489,5.382,5.63,31.554,2.862,1,1,0,0,0
PROP-C90C19E3EB9B,13.071095917084332,77.35338544344934,city_center_fallback,7.7,6.166,9.597,5.174,15.11,12.121,7.692,4.078,5.847,18.89,58.176,7.514,0,0,0,0,0
PROP-138DEDBF7F6C,13.106699723848248,77.5212153750343,city_center_fallback,29.4,3.047,1.833,4.658,10.126,4.897,9.006,0.728,2.22,8.077,39.617,3.51,0,4,0,2,1
PROP-8627EC85F2E3,12.73168711109776,77.6545133435936,city_center_fallback,14.3,3.145,8.171,11.745,20.375,7.404,6.181,2.026,2.446,16.595,58.231,5.434,0,0,0,0,1
PROP-22E24A465423,13.104514592178608,77.6761923307056,city_center_fallback,42.1,1.531,1.406,1.837,1.74,4.478,4.851,3.623,4.707,16.051,24.195,5.07,1,2,0,0,0
PROP-5139B7AB7AC6,13.152303641626995,77.8342077956795,city_center_fallback,5.7,5.206,17.18,16.384,18.748,14.467,14.558,2.269,11.235,15.771,7.648,9.308,0,0,0,0,0
PROP-F6F76866A8FD,13.187688197564905,77.7154516823825,city_center_fallback,5.0,7.644,11.098,11.579,11.862,10.597,5.412,4.81,3.373,22.0,17.046,8.362,0,0,0,0,0
PROP-B089FFF823FC,13.178610646865394,77.61287594966244,city_center_fallback,13.8,4.711,6.449,8.493,11.942,11.025,2.897,2.521,3.126,11.512,28.184,3.931,0,0,1,0,0
PROP-9F32BAD72B66,13.104514592178608,77.6761923307056,city_center_fallback,42.1,1.531,1.406,1.837,1.74,4.478,4.851,3.623,4.707,16.051,24.195,5.07,1,2,0,0,0
PROP-6D4356BDD3B1,12.777747193155184,77.79560526889286,city_center_fallback,16.3,3.876,6.635,5.676,13.573,5.016,12.299,6.823,3.728,12.968,48.861,5.887,0,0,0,0,0
PROP-5DEB68ED3FE3,13.052744446407416,77.40086817504564,city_center_fallback,30.3,1.686,7.465,2.202,11.953,7.444,2.239,5.334,2.899,13.418,53.872,5.499,2,0,1,0,1
PROP-E1B04EAF72FF,12.893519276569283,77.49948076057048,city_center_fallback,24.5,5.608,5.278,6.906,8.366,5.058,2.38,1.375,2.268,1.136,53.538,2.308,0,0,1,0,1
PROP-EFAECB9DC87C,12.893519276569283,77.49948076057048,city_center_fallback,24.5,5.608,5.278,6.906,8.366,5.058,2.38,1.375,2.268,1.136,53.538,2.308,0,0,1,0,1
PROP-371B6EC504E1,13.180763218604637,77.76228994904734,city_center_fallback,12.8,2.557,13.033,13.554,13.999,11.05,8.024,5.861,6.122,19.407,12.248,9.363,1,0,0,0,0
PROP-DFE353FF9498,12.994689,77.62023049999999,secondary_lookup,47.5,2.239,2.696,1.564,2.687,2.597,1.901,0.577,1.465,2.417,36.283,1.494,2,3,1,1,2
PROP-43D3695B69D5,12.907536484184398,77.62830211175876,city_center_fallback,42.0,1.03,2.011,4.736,8.061,7.112,1.688,1.766,2.174,6.061,42.778,3.626,3,4,2,0,3
PROP-3F9F2A95E6EA,13.017118581319187,77.37307385002029,city_center_fallback,29.6,1.568,3.24,3.575,8.753,11.097,4.009,4.358,7.332,16.215,58.08,10.32,2,1,0,0,0
PROP-466BEC3BB073,13.03750621721183,77.78677637264549,city_center_fallback,33.5,2.121,4.454,3.954,12.371,8.49,1.575,3.188,2.087,3.738,21.34,4.132,1,1,1,0,1
PROP-DB0F25EA142A,12.864905783755397,77.54943024386523,city_center_fallback,32.4,4.59,2.832,2.388,13.264,4.193,2.568,2.425,1.362,4.469,51.912,4.123,0,4,1,0,2
PROP-753E2D64EBBD,12.850485172985668,77.47419917828631,city_center_fallback,14.8,9.3,8.046,3.594,8.118,6.133,3.195,4.243,5.613,6.144,58.782,3.726,0,0,0,0,0
PROP-A1A1B7BF6F52,12.951167596895777,77.75388582814793,city_center_fallback,29.4,1.783,4.169,6.757,2.536,4.524,4.912,1.489,5.382,5.63,31.554,2.862,1,1,0,0,0
PROP-8EE7D58507F9,13.017118581319187,77.37307385002029,city_center_fallback,29.6,1.568,3.24,3.575,8.753,11.097,4.009,4.358,7.332,16.215,58.08,10.32,2,1,0,0,0
PROP-825A71539F5B,13.160786858263297,77.61250174081619,city_center_fallback,14.7,4.264,6.223,6.553,10.373,9.315,3.82,2.949,3.342,11.629,28.546,2.211,0,0,0,0,0
PROP-417814A90A36,12.994689,77.62023049999999,secondary_lookup,47.5,2.239,2.696,1.564,2.687,2.597,1.901,0.577,1.465,2.417,36.283,1.494,2,3,1,1,2
PROP-485906FC0CFF,12.943694,77.66531950000001,secondary_lookup,38.2,1.558,1.73,6.281,4.855,5.111,2.738,3.319,0.501,5.273,37.148,2.45,2,2,1,0,4
PROP-57F6A1B53A2B,12.81694610341444,77.78447462799811,city_center_fallback,14.4,5.988,7.526,3.391,9.099,6.842,8.613,3.958,6.2,9.016,44.807,1.681,0,0,0,0,0
PROP-A1FA0032D0F3,12.850485172985668,77.47419917828631,city_center_fallback,14.8,9.3,8.046,3.594,8.118,6.133,3.195,4.243,5.613,6.144,58.782,3.726,0,0,0,0,0
PROP-BC5673AB9291,13.1529947033429,77.62327195010114,city_center_fallback,12.2,5.247,7.484,5.541,8.968,9.376,3.78,4.194,3.867,12.938,27.593,2.758,0,0,0,0,0
PROP-D6354C3BA88B,13.102230742280437,77.55357850792845,city_center_fallback,33.8,1.409,3.716,5.692,9.587,1.603,6.565,0.988,2.224,8.844,36.443,3.38,2,2,0,1,2
PROP-C730D7DEE520,12.862609982739022,77.80389680240742,city_center_fallback,29.5,2.608,2.486,4.302,6.814,12.3,6.627,5.032,6.137,3.533,39.413,3.445,1,1,0,0,0
PROP-9172B887D6C6,13.017118581319187,77.37307385002029,city_center_fallback,29.6,1.568,3.24,3.575,8.753,11.097,4.009,4.358,7.332,16.215,58.08,10.32,2,1,0,0,0
PROP-29F1187A4C85,13.12190241593282,77.526621574157,city_center_fallback,32.5,3.845,0.541,4.752,11.711,5.234,9.781,2.167,1.12,6.597,38.588,4.611,0,3,0,0,2
PROP-E1DF078F7223,12.92443962053662,77.63490460790524,city_center_fallback,42.8,0.993,3.434,4.616,6.111,6.194,0.841,1.645,1.142,6.229,40.86,4.144,2,3,2,0,5
PROP-18BCEBD362CA,12.922354681579932,77.37931126725316,city_center_fallback,37.9,6.03,0.586,1.186,3.891,7.943,2.109,6.653,4.96,14.524,62.187,6.294,0,2,1,0,0
PROP-671CB4740F4C,13.169373810628288,77.44403623518635,city_center_fallback,15.2,6.709,3.845,6.421,19.78,10.587,5.902,3.1,6.497,6.835,46.464,5.38,0,1,0,0,0
PROP-07A6C8DFEB83,12.948946,77.58410599999999,secondary_lookup,43.2,2.369,3.118,1.697,6.863,0.867,3.733,3.177,3.111,4.079,42.603,1.973,3,4,0,0,0
PROP-05B0CBFEF2FC,12.885963614316935,77.73349548880923,city_center_fallback,22.7,3.463,6.798,5.98,1.656,7.139,3.709,1.172,2.4,2.195,39.091,4.619,0,0,0,0,1
PROP-B2553FB306D4,12.824832206609749,77.3876305568201,city_center_fallback,6.2,11.545,6.211,7.444,4.783,15.212,8.772,4.806,4.529,15.227,67.726,7.652,0,0,0,0,0
PROP-697826FB8CB1,12.723345542916986,77.39034001248714,city_center_fallback,8.2,18.0,5.148,10.311,15.886,10.827,20.052,6.377,15.716,9.844,75.19,17.412,0,0,0,0,0
PROP-339ECFF9C129,13.197117628944854,77.75185082470752,city_center_fallback,8.2,4.028,13.792,14.568,14.695,12.288,8.35,4.405,7.316,21.469,12.999,11.314,0,0,0,0,0
PROP-6A85C1DFF278,13.15104463364652,77.53095557748765,city_center_fallback,29.0,4.708,0.891,5.912,14.902,7.487,10.919,4.894,2.755,3.989,37.422,4.321,0,4,0,0,1
PROP-80E0D98F4571,13.127597102318134,77.51034957552527,city_center_fallback,28.7,5.436,1.334,2.977,12.649,7.023,8.092,3.29,2.986,5.611,40.142,5.813,0,4,0,0,0
PROP-F1B68A04FB76,12.970296,77.638803,secondary_lookup,43.1,1.888,1.978,2.396,0.995,3.261,4.047,0.809,2.372,3.118,36.73,4.354,2,4,0,2,2
PROP-23E3D1FF3595,12.966177597375319,77.53583911993931,city_center_fallback,52.5,0.888,1.326,3.315,5.227,3.583,1.066,1.806,1.885,5.244,45.379,3.698,5,2,1,0,2
PROP-F4F3A5B7BDB1,12.948946,77.58410599999999,secondary_lookup,43.2,2.369,3.118,1.697,6.863,0.867,3.733,3.177,3.111,4.079,42.603,1.973,3,4,0,0,0
PROP-4948295BA310,12.815833619069853,77.5181325201549,city_center_fallback,24.0,4.129,3.474,5.955,13.864,2.238,7.003,1.826,3.269,8.664,58.246,4.928,0,2,0,0,0
PROP-B32E875090F4,12.893519276569283,77.49948076057048,city_center_fallback,24.5,5.608,5.278,6.906,8.366,5.058,2.38,1.375,2.268,1.136,53.538,2.308,0,0,1,0,1
PROP-CE3CC3FCD100,13.184087945099908,77.56621044991685,city_center_fallback,25.4,2.632,2.5,9.141,15.724,10.269,7.903,3.356,1.973,6.496,33.14,5.498,1,1,0,0,1
PROP-AF658B045BF6,12.958174430732221,77.40745470376969,city_center_fallback,31.3,2.273,2.588,3.72,1.427,4.469,3.805,1.642,6.365,12.963,57.547,5.35,1,4,0,0,0
PROP-D898B35E591C,13.203649494853297,77.55756467761556,city_center_fallback,17.3,4.065,4.378,7.745,17.905,12.459,9.125,4.239,3.849,6.22,33.95,7.742,0,1,0,0,0
PROP-CA769F6374E5,13.04695890083963,77.72199735497335,city_center_fallback,32.1,1.466,4.011,3.749,7.017,5.099,3.449,1.246,4.584,10.257,24.356,2.14,1,1,0,0,0
PROP-D7E616E98581,13.152357160928654,77.79864223520336,city_center_fallback,11.1,3.078,14.22,14.05,15.249,11.193,10.726,5.673,7.48,15.601,10.197,6.915,0,0,0,0,0
PROP-2545D532FD55,13.161225274664815,77.43423913082607,city_center_fallback,16.7,5.963,3.378,6.582,19.604,10.008,4.945,1.806,6.464,8.046,47.617,4.866,0,1,0,0,0
PROP-22969ED05159,13.081516030546572,77.63720362895717,city_center_fallback,39.6,0.991,5.043,1.229,4.044,8.037,2.882,2.13,2.1,11.879,29.13,1.384,2,0,1,0,1
PROP-6412B52E3148,13.181918719344795,77.40502589339462,city_center_fallback,6.6,9.297,7.154,8.836,23.342,13.418,7.999,4.339,7.719,11.001,50.558,8.527,0,0,0,0,0
PROP-3ECEE77778EE,12.970296,77.638803,secondary_lookup,43.1,1.888,1.978,2.396,0.995,3.261,4.047,0.809,2.372,3.118,36.73,4.354,2,4,0,2,2
PROP-95E9C779A01A,13.180763218604637,77.76228994904734,city_center_fallback,12.8,2.557,13.033,13.554,13.999,11.05,8.024,5.861,6.122,19.407,12.248,9.363,1,0,0,0,0
PROP-FFEC30F2ADA3,13.07596589837449,77.61095795614537,city_center_fallback,52.0,1.148,4.352,1.184,6.953,5.406,0.292,1.191,0.888,9.973,31.918,1.65,2,1,2,0,1
PROP-592E49168369,13.026105606523853,77.57516625412423,city_center_fallback,41.1,4.179,1.082,1.597,4.072,6.052,2.496,1.636,1.932,3.66,38.072,5.016,0,2,1,0,1
PROP-18A696004844,12.730874113539182,77.69582917332345,city_center_fallback,8.2,6.549,7.991,15.55,18.644,7.094,8.959,3.788,4.898,18.982,56.661,9.758,0,0,0,0,0
PROP-EC0963432BCE,12.802987092754183,77.62329388488244,city_center_fallback,31.2,6.237,2.404,5.191,16.666,3.3,0.866,1.492,1.078,7.981,52.714,6.144,0,2,2,0,1
PROP-9744590F1E52,12.850485172985668,77.47419917828631,city_center_fallback,14.8,9.3,8.046,3.594,8.118,6.133,3.195,4.243,5.613,6.144,58.782,3.726,0,0,0,0,0
PROP-2F19C007C7F3,12.948010779942233,77.47135144785841,city_center_fallback,29.1,1.595,5.467,7.07,2.826,2.586,8.04,1.343,1.986,6.522,52.244,1.812,1,0,0,0,2
PROP-F6F914757C16,12.870497731763539,77.55596783578163,city_center_fallback,38.7,4.311,2.01,1.461,13.118,5.109,2.566,1.512,0.665,3.77,50.976,4.004,0,5,1,0,2
PROP-F227640628E9,13.152303641626995,77.8342077956795,city_center_fallback,5.7,5.206,17.18,16.384,18.748,14.467,14.558,2.269,11.235,15.771,7.648,9.308,0,0,0,0,0
PROP-6776C0975A2B,13.180763218604637,77.76228994904734,city_center_fallback,12.8,2.557,13.033,13.554,13.999,11.05,8.024,5.861,6.122,19.407,12.248,9.363,1,0,0,0,0
PROP-98A8B2BB53AB,13.065668262094741,77.77193381535483,city_center_fallback,20.6,3.385,5.453,4.644,10.949,6.784,5.09,3.34,3.404,7.199,19.399,1.411,0,0,0,0,0
PROP-063887EF4EBB,13.180763218604637,77.76228994904734,city_center_fallback,12.8,2.557,13.033,13.554,13.999,11.05,8.024,5.861,6.122,19.407,12.248,9.363,1,0,0,0,0
PROP-5EA803A39B06,12.961492916811272,77.43726094528475,city_center_fallback,34.6,1.008,4.044,6.448,3.799,1.816,5.314,1.773,5.83,10.348,54.564,3.509,2,1,0,0,0
PROP-AC16C8AF3BAC,13.15104463364652,77.53095557748765,city_center_fallback,29.0,4.708,0.891,5.912,14.902,7.487,10.919,4.894,2.755,3.989,37.422,4.321,0,4,0,0,1
PROP-CC06B13CD106,13.163401801134947,77.51549012783907,city_center_fallback,27.3,4.489,2.022,5.472,16.445,9.527,10.005,6.881,4.886,1.882,38.859,5.65,0,4,0,0,0
PROP-491D885B82F7,12.815833619069853,77.5181325201549,city_center_fallback,24.0,4.129,3.474,5.955,13.864,2.238,7.003,1.826,3.269,8.664,58.246,4.928,0,2,0,0,0
PROP-67080D8B716F,12.917063574140872,77.52029159972814,city_center_fallback,29.2,4.556,3.502,6.164,6.667,3.054,4.039,4.693,1.513,1.12,50.118,2.461,0,3,0,0,2
PROP-1A574C7FB910,12.762562087109364,77.8016501582553,city_center_fallback,15.2,4.422,5.555,7.119,15.384,5.458,13.985,8.465,2.877,14.572,50.425,7.64,0,0,0,0,1
PROP-337BC26D5D64,13.081516030546572,77.63720362895717,city_center_fallback,39.6,0.991,5.043,1.229,4.044,8.037,2.882,2.13,2.1,11.879,29.13,1.384,2,0,1,0,1
PROP-7FC83FB071E5,12.777747193155184,77.79560526889286,city_center_fallback,16.3,3.876,6.635,5.676,13.573,5.016,12.299,6.823,3.728,12.968,48.861,5.887,0,0,0,0,0
PROP-A5914486DAF1,12.996427938445608,77.41716322971757,city_center_fallback,23.1,4.244,4.118,4.39,5.796,6.255,2.047,1.215,8.691,11.942,54.642,5.398,0,1,1,0,0
PROP-C4771A55FE86,12.751004759422585,77.57748727030874,city_center_fallback,18.3,5.538,5.677,5.222,23.006,6.386,1.922,4.694,5.433,10.92,60.232,3.309,0,0,1,0,0
PROP-577F6378425E,13.12190241593282,77.526621574157,city_center_fallback,32.5,3.845,0.541,4.752,11.711,5.234,9.781,2.167,1.12,6.597,38.588,4.611,0,3,0,0,2
PROP-6F933B8A3FC5,12.765318351716465,77.68949346798608,city_center_fallback,17.5,2.686,6.479,13.01,15.311,6.711,6.168,0.92,1.214,15.607,53.317,6.558,1,0,0,1,1
PROP-E6724D2A60ED,13.104514592178608,77.6761923307056,city_center_fallback,42.1,1.531,1.406,1.837,1.74,4.478,4.851,3.623,4.707,16.051,24.195,5.07,1,2,0,0,0
PROP-3C32D0A221E9,13.052330904744133,77.58800070010071,city_center_fallback,45.5,2.928,0.738,1.726,6.615,5.111,1.719,2.079,3.347,6.714,35.367,3.743,1,2,1,0,0
PROP-6397DEBD05A3,13.136487109832133,77.44221748688318,city_center_fallback,34.4,3.092,0.923,4.566,16.882,7.128,2.275,2.284,4.143,8.351,47.166,2.067,0,1,1,0,0
PROP-2B7405395DDA,12.961492916811272,77.43726094528475,city_center_fallback,34.6,1.008,4.044,6.448,3.799,1.816,5.314,1.773,5.83,10.348,54.564,3.509,2,1,0,0,0
PROP-EA742AF80E7B,13.094105482310141,77.60933839418479,city_center_fallback,32.1,3.068,5.916,1.896,6.997,4.944,1.331,3.197,1.794,11.804,31.178,2.78,0,0,2,0,2
PROP-2B8E154AC143,12.917063574140872,77.52029159972814,city_center_fallback,29.2,4.556,3.502,6.164,6.667,3.054,4.039,4.693,1.513,1.12,50.118,2.461,0,3,0,0,2
PROP-DE2AEB41BFD8,12.761291564919336,77.44758578062606,city_center_fallback,14.6,10.721,5.787,3.544,12.675,6.807,13.363,1.818,12.481,5.629,67.866,12.441,0,0,0,0,0
PROP-5462E0A213AD,12.820205817726684,77.73818130757587,city_center_fallback,10.2,6.313,9.45,8.299,7.904,6.35,4.721,1.094,1.313,9.485,45.774,3.839,0,0,0,0,1
PROP-BCC365F2F97E,12.958174430732221,77.40745470376969,city_center_fallback,31.3,2.273,2.588,3.72,1.427,4.469,3.805,1.642,6.365,12.963,57.547,5.35,1,4,0,0,0
PROP-D6AE7FCA87DB,12.740432085297728,77.8092227323606,city_center_fallback,12.6,6.042,4.716,9.459,17.973,6.824,16.406,10.872,3.31,16.986,52.749,10.204,0,1,0,0,0
PROP-26C52C663B86,12.820205817726684,77.73818130757587,city_center_fallback,10.2,6.313,9.45,8.299,7.904,6.35,4.721,1.094,1.313,9.485,45.774,3.839,0,0,0,0,1
PROP-6F36F3D95790,12.730874113539182,77.69582917332345,city_center_fallback,8.2,6.549,7.991,15.55,18.644,7.094,8.959,3.788,4.898,18.982,56.661,9.758,0,0,0,0,0
PROP-71F21EA6AB4F,13.064678774360276,77.38065884277945,city_center_fallback,18.5,3.587,8.441,2.453,13.554,9.245,4.785,6.013,3.211,15.851,55.541,5.487,0,0,0,0,0
PROP-9D398A4B5039,12.724013258479328,77.63566070017458,city_center_fallback,21.4,1.531,8.512,10.849,22.173,6.556,4.332,2.65,1.554,16.665,59.855,4.151,1,0,0,0,2
PROP-FDC367C92088,12.896588207927753,77.83644734782561,city_center_fallback,24.3,2.753,4.597,5.385,9.009,14.558,7.898,4.343,5.572,2.583,35.158,7.358,1,1,0,0,0
PROP-EB26BD8A703E,13.203649494853297,77.55756467761556,city_center_fallback,17.3,4.065,4.378,7.745,17.905,12.459,9.125,4.239,3.849,6.22,33.95,7.742,0,1,0,0,0
PROP-1CC28C7E79D8,13.071348443735271,77.36704075082706,city_center_fallback,11.4,5.085,9.289,3.697,14.639,10.642,6.423,5.142,4.381,17.469,56.745,6.194,0,0,0,0,0
PROP-A2F691E09926,12.881996889886794,77.67098866676606,city_center_fallback,31.0,5.808,4.668,0.453,8.402,8.486,4.981,2.455,1.05,6.319,42.519,2.826,0,1,0,0,2
PROP-037D07D23B1F,12.939665123984955,77.40746228775271,city_center_fallback,35.8,2.424,1.632,2.475,0.647,4.45,4.961,3.555,4.783,12.245,58.581,4.29,1,3,0,0,0
PROP-98A8DEC685FD,12.927078380878044,77.55073240581588,city_center_fallback,41.9,1.741,1.019,3.953,8.206,3.54,4.921,4.015,3.181,4.361,46.909,3.092,3,4,0,0,0
PROP-918C8D3141B3,12.81694610341444,77.78447462799811,city_center_fallback,14.4,5.988,7.526,3.391,9.099,6.842,8.613,3.958,6.2,9.016,44.807,1.681,0,0,0,0,0
PROP-1FC054B5A2B9,13.12190241593282,77.526621574157,city_center_fallback,32.5,3.845,0.541,4.752,11.711,5.234,9.781,2.167,1.12,6.597,38.588,4.611,0,3,0,0,2
PROP-B338633F756E,13.10248723158429,77.64051892806043,city_center_fallback,28.7,2.754,4.625,1.646,3.895,8.211,3.948,4.36,3.482,14.046,27.726,3.405,1,1,0,0,0
PROP-97B3BF9DCA10,13.094105482310141,77.60933839418479,city_center_fallback,32.1,3.068,5.916,1.896,6.997,4.944,1.331,3.197,1.794,11.804,31.178,2.78,0,0,2,0,2
PROP-09ACCDC24E7E,13.161225274664815,77.43423913082607,city_center_fallback,16.7,5.963,3.378,6.582,19.604,10.008,4.945,1.806,6.464,8.046,47.617,4.866,0,1,0,0,0
PROP-E571DE6B9D12,12.724013258479328,77.63566070017458,city_center_fallback,21.4,1.531,8.512,10.849,22.173,6.556,4.332,2.65,1.554,16.665,59.855,4.151,1,0,0,0,2
PROP-C892285CF309,12.91575106016337,77.45353955692009,city_center_fallback,28.1,2.594,3.251,5.921,6.084,3.707,6.285,1.061,2.613,6.604,55.885,1.573,1,1,0,0,1
PROP-AF537D1D7432,13.102230742280437,77.55357850792845,city_center_fallback,33.8,1.409,3.716,5.692,9.587,1.603,6.565,0.988,2.224,8.844,36.443,3.38,2,2,0,1,2
PROP-1F428B5DD71D,12.996601539408788,77.39747490909589,city_center_fallback,36.3,3.076,2.086,4.07,5.776,7.61,0.603,1.851,6.975,13.985,56.56,7.531,0,1,1,0,0
PROP-F7B007E83648,13.014413273387722,77.64296306930282,city_center_fallback,36.6,2.213,2.351,2.729,3.932,5.804,3.002,1.684,1.913,5.61,32.985,2.074,1,3,0,0,4
PROP-9D67C53B5FCD,13.014925481794942,77.76098913661203,city_center_fallback,46.6,1.24,1.541,1.888,9.526,4.854,3.536,2.251,2.382,5.297,24.846,3.562,2,1,0,0,1
PROP-90DCDFE1E7FC,13.211943441656686,77.35517761759321,city_center_fallback,1.4,15.17,13.391,13.781,29.388,19.208,13.76,10.36,11.187,16.818,55.848,14.098,0,0,0,0,0
PROP-88AFF6C04B96,13.12569035417635,77.48446907528341,city_center_fallback,38.2,4.432,3.801,0.168,13.413,5.866,5.293,3.112,1.026,6.281,42.92,3.304,0,4,0,0,1
