property_master_id,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change
PROP-08F5E3F3D15A,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-245ABE57AE8A,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-665972341B7E,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-9C0155D64C0C,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-5704FDEED684,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-96CF291E7412,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-D25A073EA88B,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-EF19FABA0778,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-1BE93AC46758,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-1974611C2F00,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-9CB459E0B13B,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-5B7F6CBD43E6,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-88D0A39498E0,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-DD69F9AD0974,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-D7C2B2F41C4C,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-EB58BBF4BADD,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-F80017EE1338,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-95EDED91622D,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-2F9C6036ED6F,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-AD43DBD8D179,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-B09BC38C8A1A,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-3AC1B4355BA1,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-53797FACF5D3,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-B4E977993819,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-7C473C0B4667,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-6153FB7F2B67,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-AF0DA76E6979,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-D3B2E526FBCC,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-C41953D67F61,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-B52E57319444,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-6729781563C9,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-5A2831796106,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-E6DEADBB2E2F,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-3B7DA3FE390A,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-B5639A3424CC,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-3F0EF15CCD58,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-4A1C6A40BA4B,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-F65670DBC16E,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-3F97213CF130,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-C4155B940ABC,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-1878BF35FCC8,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-54716B41066D,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-04E252D78D20,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-CDAA9A7059A8,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-EF4E844C18DA,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-1C386B040FBC,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-7107B1673EE8,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A6C46D949DBA,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-4FFD848EB31E,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-E188D1A759E5,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-AFA0194356E0,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-603DF0DC0148,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-5867B64800D6,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C3D6F59A3EDE,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-518FD6A2B7C8,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-95BB764550DF,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-7AA41CA4CC6F,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-1BC89038386F,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-F495C97732AB,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-D9FA6E84A016,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-95FEE5E7490F,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-0CAA9D0369DB,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-4F0410F8C139,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-C9929F648956,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-FA9768F6F528,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-0A29101C4238,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-74C29AC0C2CE,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-4EA611915B20,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-0321CB56F8A3,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-D15088A3CC47,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-AA12E85F4006,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-3D1E10AFAEEE,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-EB21F7C47A2D,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-B4DC2995CB05,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-B8888E831EFC,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-D489B728AB28,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-202FE8E3A4F6,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A332B7CBBBB0,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-73EC79C346C9,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-F206E84CFE29,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-C180459A59E3,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-F9875B1BB6C1,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-9A33348B63FA,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-C6C23F22FE64,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-A76DA2EA915F,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-CB61FE5C5384,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-CCC45291E099,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-B93768363638,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-A618E318015F,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-1F3F3DC677A9,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-2B0B7389EAFA,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-2FB6EB68543F,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-C4F2B340363A,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-1293D8487BD8,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-A365EF65D88C,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-087904787CEE,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-7EE9CAF04D31,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-871B58ABD784,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-A31103301FD1,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-E1A9A1689D92,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-40F895446EB4,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-006317BD3B69,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-A5B0578B920B,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-8E23C41F9667,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-2A2F5CFB8D2B,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-290D7930681A,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-CABF269E0EB5,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-716C5382ED82,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-E76B4238E2FB,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-BA06BA1E0E0D,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-AEBC42256807,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-FDF1CA1F689D,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-35CDB12883C5,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-142A20F5360E,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-9CA160B4C892,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-72CD4E07270A,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-32721C22990F,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-F307883F4178,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-5D571FE394AD,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-9B9258430208,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-B89FCC71E170,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-C57A169FF3C6,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-2EC5E597AA3E,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-12D973E88313,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-37F563C98D62,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-8F73A3A60282,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-A11B478CE34A,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-FCE181DB5E88,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-96868D158019,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-61365C96F529,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-DDA407E1085B,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-22227BA25B01,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-DBF34718975E,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-A1B91AEBBF4B,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-3E33E696118B,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-9739BA86AD77,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-7936896A151B,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-798DF8D0BD87,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-4F57EDE89F03,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-631CA1854242,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-7099F36CE814,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-CDE664E10965,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-7421156566D1,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-0C143383815F,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-735DB9E45934,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-BCBEB0CC2DC4,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-E53EFA2D983E,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-793925559498,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-B3E6DD8B3785,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-3360DF0EAD7E,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-6674BA9CEC21,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-24CF32DEB4AE,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-503C8CF03D18,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-07B8746D23A2,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-CC4690D3CF35,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-950F9D6C7EBC,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-2EC21115DCD3,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-058ED1AAA8BC,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-919B1B355578,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-9200A389EA96,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-39B3D0271137,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-7D917C87DE9B,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-BE94375CCB95,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-1DB7DD0427A7,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-A26149CE0B17,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-49BD33F579CB,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-0D0D2526274C,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-51E9A0713C15,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A8782B94B1FB,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-BAAF6116ED3C,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-64006734E074,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-68AD2E811648,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-48A2CAFA4D8E,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-10979CB9A20E,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-C67FB674FB2F,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-34BBA7C8236D,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-49F75168D35F,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-2EE8C4AD74AC,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C68DA66F8F89,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-E85D08D00791,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-E528079CC2AD,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-0476BE175E80,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-4F8C420913BF,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-B8F29184E8C3,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-EC3B8FC7E64D,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-B9B0ABA93413,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-542B9E0A0FCB,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-5B671A553DCF,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-35743D5914AF,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-52C124200594,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-3B458B19A7E9,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-781FF2B0467C,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-05CF94F16F1A,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-DE185189C095,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-810090572038,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-61D5B7A22CF3,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-800FDCD772A0,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-BF423B2D928A,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-1E4BB4EE7D45,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-F068D1EE3384,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-22E2B8C95B3A,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-A0E39D1BBB80,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-4008DD617BF1,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-7905092B1300,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-A210B98C0F60,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-ED53B800D737,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-FBC1B0DB962E,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-B9387A1FE63B,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-CBA807F802E2,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C9756B6B35C2,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-3E3B6C21254F,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-0F406B873B88,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-7A47E09D4B3D,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-680082C85A42,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-4B8A2BBE2AE1,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-91CB26D1DF18,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-2D43F1D425FE,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-0BA3456F4A3F,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-F619C3C82FE6,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-3BC3A08A786B,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-73A82C040C1D,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-5FFC56AF0D81,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-7FB5A33F1D42,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-0DF2689E8504,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-4DD4BA38038F,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-4A608895F12D,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-069A19144A8E,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-B4A8AE3A80B2,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-D7D0F89B13AE,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-A7A97599B6F9,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-C76A6B896015,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-00F04811CAE5,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-82B11312217F,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-3CDDDE71ABFA,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-48C2457FD8D3,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-56875D73C571,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-C360B586390A,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A9AF10260692,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-502861ECED7E,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-003F6016AD15,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-01433059BC75,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-FB33D5373927,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-5AB3B76F53DE,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-84A4E88EFF9B,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-F63B0ABC2C11,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-2C9B6F818BDC,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-D93C404AA7A5,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-46EA9CEE922E,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-E64408990A61,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-53D6E570E82C,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-1841E40E729D,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-F0F5B81D604A,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-4AB8AD707CF8,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-E6CAC276A1DE,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-7B24B38C5636,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-C1EE1E4543B3,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-5248E691D853,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-8BB5F3862AFA,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-5F2807615F56,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-7F7AAB994968,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-5ECF0A77D56B,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-8B13E8328010,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-F0DFEFFBCCB2,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-FB797273D500,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-B2AC02E6FFF5,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-0860ED725D78,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-0FE93A71BC57,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-3C9BEED99DF2,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-1257BE4E3CE6,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-EF868122AC40,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A47DA716A2F2,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-E919A969ED24,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-2DDF494243AD,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-C18A52DC1A5F,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-E32664AA4A63,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-AC1ED728A46D,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-9093B0AC4F6A,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-CE7750EC13F4,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-DA1F38FEFF04,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-65268A54CB32,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-706F67B2ED93,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-6B710EF3E33D,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-BA5EB97E3748,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-F9F1BF8646EF,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-DBFFC5DEC768,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-E86E6EB2AD72,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-44FDBB208F5F,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-52A4E5C1930E,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-5890278D9809,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-FF8E215E77D0,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-A7AACAE46A0D,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-0EA377BF6A54,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-697927058751,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-4765057EF2F9,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-C1335E511393,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-AA8604D84968,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-85ED57411480,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-31008C689D06,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-B94636A9A773,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-9FF8E134FF77,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-7DAE05C35B49,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-92D7ADA161BC,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-455408954327,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-98388DA9E4B3,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-384E1963AFB1,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-0C7348FE202B,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-BA8A2883586F,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-A11A6981D3A5,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-1EDFBB744D36,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-6D1FAB6D3730,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-CAC9B120EB49,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-2A0C4AC155D9,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-0CAFCDA77290,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-4A2923164198,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-99CA77FC3797,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-2733004DFB4F,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-080724F43710,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-C6322C8B8045,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-0C2066E9E049,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-08917B3C19DB,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-017B72AECABE,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-5A776B4F1FE1,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-839D1A608D10,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-CEF6F57C94F4,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-D1FF360C06B2,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-ADA685FC5E27,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-B8611EC4724C,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-4F697A9257D1,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-36C0B6D54F43,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-F988B92E3135,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-FA04E82CE07B,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
