property_master_id,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,matched_station_name,matched_station_distance_km
PROP-71619B55A783,73,40,65,73,45.7,CPCB_BLR_BTM,26.523
PROP-F188FC4066BA,61,32,53,61,63.0,CPCB_BLR_Hebbal,19.66
PROP-B179D788D0EB,33,17,28,33,52.0,CPCB_BLR_BTM,19.933
PROP-3CB2DACE4698,33,18,29,33,53.0,CPCB_BLR_BTM,25.255
PROP-5025E3576295,93,50,82,93,91.7,CPCB_BLR_Hebbal,11.86
PROP-42FCC04645B4,68,37,61,68,70.7,CPCB_BLR_BTM,16.104
PROP-280698F9A0CC,73,40,65,73,45.7,CPCB_BLR_BTM,24.539
PROP-576ED713159D,67,38,62,67,43.0,CPCB_BLR_Hebbal,19.929
PROP-28B32E4A68E1,106,58,96,106,105.7,CPCB_BLR_BTM,25.255
PROP-9DC269111975,59,33,54,59,71.3,CPCB_BLR_BTM,29.605
PROP-407A85BA0A62,67,38,62,67,43.0,CPCB_BLR_Hebbal,11.86
PROP-63962C10AAE2,70,38,62,70,75.0,CPCB_BLR_BTM,18.743
PROP-503E47F851EE,114,60,98,114,112.7,CPCB_BLR_BTM,20.002
PROP-7483DA559F93,31,17,28,31,49.0,CPCB_BLR_Hebbal,9.363
PROP-2816D44FEB72,33,17,28,33,52.0,CPCB_BLR_BTM,25.255
PROP-C09FBBDBD0D0,108,57,93,108,100.3,CPCB_BLR_BTM,21.831
PROP-A5E59E30BEE4,108,57,93,108,100.3,CPCB_BLR_BTM,22.466
PROP-26B91F90301C,72,41,67,72,43.7,CPCB_BLR_Hebbal,4.935
PROP-968CA2C3D630,90,49,81,90,97.0,CPCB_BLR_Hebbal,18.234
PROP-FAB432D71476,69,38,63,69,42.3,CPCB_BLR_Hebbal,3.745
PROP-0C49B2268FE5,107,55,91,107,108.7,CPCB_BLR_BTM,8.788
PROP-62C455191707,86,48,79,86,96.0,CPCB_BLR_Hebbal,21.33
PROP-2A7024014AE1,75,42,69,75,43.7,CPCB_BLR_Hebbal,22.897
PROP-79342A715AF9,33,17,29,33,50.0,CPCB_BLR_Hebbal,22.97
PROP-D2BE10C0D3EC,33,17,28,33,52.0,CPCB_BLR_BTM,10.614
PROP-5C6AD1D6B392,77,40,65,77,48.0,CPCB_BLR_BTM,24.948
PROP-BF6737D3E369,29,16,26,29,51.3,CPCB_BLR_BTM,9.725
PROP-860C13A7B292,107,55,91,107,108.7,CPCB_BLR_BTM,26.609
PROP-E47EB842485D,33,18,29,33,53.0,CPCB_BLR_BTM,0.951
PROP-F17DE4A459F7,31,17,28,31,49.0,CPCB_BLR_Hebbal,12.482
PROP-327A215971A1,70,38,62,70,75.0,CPCB_BLR_BTM,19.426
PROP-64E30F7BF08B,107,55,91,107,108.7,CPCB_BLR_BTM,7.838
PROP-AA7B0CC323C7,58,31,51,58,60.3,CPCB_BLR_Hebbal,21.574
PROP-3226B113EE60,64,34,55,64,67.3,CPCB_BLR_BTM,25.33
PROP-885EC1E50789,64,34,56,64,67.3,CPCB_BLR_Hebbal,19.83
PROP-923179EFA3FA,86,48,79,86,96.0,CPCB_BLR_Hebbal,24.314
PROP-A0A4C6D15B69,32,16,27,32,52.7,CPCB_BLR_BTM,1.961
PROP-48239E9554E9,32,16,27,32,52.7,CPCB_BLR_BTM,25.016
PROP-2275D32103F7,32,16,27,32,52.7,CPCB_BLR_BTM,5.48
PROP-ECA6A5CAE50E,72,41,67,72,43.7,CPCB_BLR_Hebbal,16.887
PROP-D18EFFAB8E47,73,40,65,73,45.7,CPCB_BLR_BTM,20.031
PROP-1052873B086D,108,57,93,108,100.3,CPCB_BLR_BTM,6.791
PROP-E03ABBE6E4B2,35,19,31,35,59.0,CPCB_BLR_BTM,19.933
PROP-DDDF35ED284C,69,38,63,69,42.3,CPCB_BLR_Hebbal,16.887
PROP-D145557DD901,58,33,54,58,68.3,CPCB_BLR_BTM,20.26
PROP-617F72D4ECAD,90,49,81,90,97.0,CPCB_BLR_Hebbal,5.508
PROP-04BA9A07FA9B,61,32,53,61,63.0,CPCB_BLR_Hebbal,11.86
PROP-9F41424DB965,32,17,29,32,50.0,CPCB_BLR_Hebbal,19.109
PROP-3C3EF71E2F5D,29,16,26,29,51.3,CPCB_BLR_BTM,2.31
PROP-9D74DFA1B1DA,60,34,56,60,63.0,CPCB_BLR_Hebbal,5.508
PROP-BE1D27B60190,59,33,54,59,71.3,CPCB_BLR_BTM,26.107
PROP-D2FEABDC2F40,31,17,28,31,49.0,CPCB_BLR_Hebbal,29.616
PROP-A0F3511BC46F,108,57,93,108,100.3,CPCB_BLR_BTM,6.791
PROP-C220C20B5024,61,32,53,61,63.0,CPCB_BLR_Hebbal,19.66
PROP-BC60C305F504,35,19,31,35,59.0,CPCB_BLR_BTM,32.717
PROP-237239F4B635,61,32,53,61,63.0,CPCB_BLR_Hebbal,18.218
PROP-7AF330C90784,75,42,69,75,47.3,CPCB_BLR_BTM,6.896
PROP-50509048024E,86,48,79,86,96.0,CPCB_BLR_Hebbal,22.929
PROP-076F69BAFC49,58,31,51,58,60.3,CPCB_BLR_Hebbal,22.304
PROP-F03C994A4997,106,58,96,106,105.7,CPCB_BLR_BTM,16.215
PROP-60FB726C3D49,29,16,26,29,51.3,CPCB_BLR_BTM,16.375
PROP-8D66B4533306,99,56,91,99,98.0,CPCB_BLR_Hebbal,11.86
PROP-F3C9D73A6084,108,57,93,108,100.3,CPCB_BLR_BTM,22.121
PROP-3ED0980040CD,74,41,67,74,44.3,CPCB_BLR_Hebbal,7.493
PROP-CBD2E9F9DA57,90,49,81,90,97.0,CPCB_BLR_Hebbal,5.994
PROP-384D426B6CDF,114,60,98,114,112.7,CPCB_BLR_BTM,20.002
PROP-4636FB1CCEB1,32,16,27,32,52.7,CPCB_BLR_BTM,15.897
PROP-5D4692562610,29,16,26,29,51.3,CPCB_BLR_BTM,15.848
PROP-F63AD71DC992,77,44,72,77,47.3,CPCB_BLR_BTM,24.539
PROP-7B666AE8CE34,86,48,79,86,96.0,CPCB_BLR_Hebbal,27.217
PROP-2CA492C72962,64,34,56,64,67.3,CPCB_BLR_Hebbal,11.301
PROP-FD821F92CE1D,74,41,67,74,44.3,CPCB_BLR_Hebbal,5.113
PROP-872993F18DD7,75,42,69,75,47.3,CPCB_BLR_BTM,18.828
PROP-0AE62F100962,61,32,53,61,63.0,CPCB_BLR_Hebbal,18.218
PROP-BD6861075C2E,73,40,65,73,45.7,CPCB_BLR_BTM,6.791
PROP-5DC9CF618BC0,77,44,72,77,47.3,CPCB_BLR_BTM,6.791
PROP-5D81A54B19E4,93,50,82,93,91.7,CPCB_BLR_Hebbal,5.508
PROP-BB26A943FCFF,68,37,61,68,70.7,CPCB_BLR_BTM,18.455
PROP-92B9BCB92FD1,60,34,56,60,63.0,CPCB_BLR_Hebbal,23.544
PROP-BAFA09222680,33,17,29,33,50.0,CPCB_BLR_Hebbal,11.325
PROP-D575957A299B,107,55,91,107,108.7,CPCB_BLR_BTM,6.896
PROP-795F2B417990,64,34,55,64,67.3,CPCB_BLR_BTM,6.223
PROP-FC61A3F9B3FE,58,31,51,58,60.3,CPCB_BLR_Hebbal,25.084
PROP-829D51DDD9AE,32,16,27,32,52.7,CPCB_BLR_BTM,6.896
PROP-3745FC8C2AA5,64,34,55,64,67.3,CPCB_BLR_BTM,9.739
PROP-2D99415F5BD2,73,40,65,73,45.7,CPCB_BLR_BTM,22.489
PROP-70216B417590,29,16,26,29,51.3,CPCB_BLR_BTM,32.717
PROP-E17C44745397,67,38,62,67,43.0,CPCB_BLR_Hebbal,7.493
PROP-3C6B5D8E665A,73,40,65,73,45.7,CPCB_BLR_BTM,26.107
PROP-52C82292BA6D,60,34,56,60,63.0,CPCB_BLR_Hebbal,14.423
PROP-BCBDED325AE7,61,32,53,61,63.0,CPCB_BLR_Hebbal,14.143
PROP-50F8EEDE8E36,61,32,53,61,63.0,CPCB_BLR_Hebbal,14.143
PROP-91B6C9EC4DF6,106,58,96,106,105.7,CPCB_BLR_BTM,31.959
PROP-585EBE40BDA9,58,33,54,58,68.3,CPCB_BLR_BTM,13.19
PROP-AA1DD105AF68,107,55,91,107,108.7,CPCB_BLR_BTM,25.016
PROP-ACE042C2B2C8,59,33,54,59,71.3,CPCB_BLR_BTM,12.215
PROP-11443D156335,27,15,25,27,48.3,CPCB_BLR_Hebbal,14.143
PROP-4D1653AB930C,59,33,54,59,71.3,CPCB_BLR_BTM,12.215
PROP-505A99553DB2,33,18,29,33,53.0,CPCB_BLR_BTM,32.045
PROP-B3D66271F189,59,33,54,59,71.3,CPCB_BLR_BTM,16.104
PROP-BAE993C96E14,108,57,93,108,100.3,CPCB_BLR_BTM,16.104
PROP-AA87264EFA5F,73,39,64,73,46.0,CPCB_BLR_BTM,20.26
PROP-4470E8247205,59,33,54,59,71.3,CPCB_BLR_BTM,16.104
PROP-E90EAF10FFDA,58,31,51,58,60.3,CPCB_BLR_Hebbal,22.465
PROP-F7A91A41F5F1,29,16,26,29,51.3,CPCB_BLR_BTM,17.441
PROP-8CFBB8B78C84,77,40,65,77,48.0,CPCB_BLR_BTM,9.739
PROP-06E22B7E2FE4,33,17,29,33,50.0,CPCB_BLR_Hebbal,7.493
PROP-23D153C63A78,114,60,98,114,112.7,CPCB_BLR_BTM,26.299
PROP-A71E15110D21,72,41,67,72,43.7,CPCB_BLR_Hebbal,17.67
PROP-4005C1F3DE73,35,19,31,35,59.0,CPCB_BLR_BTM,21.338
PROP-63CEB1524FCC,75,42,69,75,47.3,CPCB_BLR_BTM,21.831
PROP-CDEC2C504020,75,42,69,75,47.3,CPCB_BLR_BTM,7.135
PROP-6BD93C4AFF0E,33,18,29,33,53.0,CPCB_BLR_BTM,4.703
PROP-08DC4E344AAB,86,48,79,86,96.0,CPCB_BLR_Hebbal,8.121
PROP-E0330B711376,70,38,62,70,75.0,CPCB_BLR_BTM,14.817
PROP-63DE3419523F,68,37,61,68,70.7,CPCB_BLR_BTM,16.104
PROP-1C443FE93BFF,33,18,29,33,53.0,CPCB_BLR_BTM,15.897
PROP-E841445690F7,61,32,53,61,63.0,CPCB_BLR_Hebbal,15.616
PROP-7797F62C3C8F,86,48,79,86,96.0,CPCB_BLR_Hebbal,27.217
PROP-D8C2C31E4DEE,86,48,79,86,96.0,CPCB_BLR_Hebbal,14.901
PROP-D188B7920CA9,90,49,81,90,97.0,CPCB_BLR_Hebbal,11.325
PROP-31F04B77DBEF,35,19,31,35,59.0,CPCB_BLR_BTM,14.817
PROP-465E71B8F129,29,16,26,29,51.3,CPCB_BLR_BTM,12.215
PROP-879B046D6BDB,75,42,69,75,43.7,CPCB_BLR_Hebbal,16.887
PROP-A0EA08225DFF,60,34,56,60,63.0,CPCB_BLR_Hebbal,7.678
PROP-EF1D581601E1,99,56,91,99,98.0,CPCB_BLR_Hebbal,19.91
PROP-06076BEB6DD3,27,15,25,27,48.3,CPCB_BLR_Hebbal,7.678
PROP-2ABD8AB23A00,61,32,53,61,63.0,CPCB_BLR_Hebbal,6.033
PROP-398D47FDFDBD,67,38,62,67,43.0,CPCB_BLR_Hebbal,17.326
PROP-02AA863FECCF,75,42,69,75,43.7,CPCB_BLR_Hebbal,28.694
PROP-C17CCC6D8E5F,29,15,25,29,50.7,CPCB_BLR_Hebbal,11.91
PROP-6D082C457A30,75,42,69,75,43.7,CPCB_BLR_Hebbal,11.91
PROP-2BE8B454F117,106,58,96,106,105.7,CPCB_BLR_BTM,14.817
PROP-6C2A322CC5C3,58,33,54,58,68.3,CPCB_BLR_BTM,16.201
PROP-7307DB4462A5,70,38,62,70,75.0,CPCB_BLR_BTM,19.459
PROP-8175B23BB6C5,75,42,69,75,43.7,CPCB_BLR_Hebbal,7.493
PROP-17EDF1A6EF45,58,31,51,58,60.3,CPCB_BLR_Hebbal,19.109
PROP-F846570C0EB0,90,49,81,90,97.0,CPCB_BLR_Hebbal,28.462
PROP-6F4D7A30D39F,32,17,29,32,50.0,CPCB_BLR_Hebbal,14.901
PROP-BF1DBCF07F2B,35,19,31,35,59.0,CPCB_BLR_BTM,29.092
PROP-538AC79A4DA1,93,50,82,93,91.7,CPCB_BLR_Hebbal,17.344
PROP-1F2DB800A526,58,33,54,58,68.3,CPCB_BLR_BTM,7.561
PROP-214A5735A717,106,58,96,106,105.7,CPCB_BLR_BTM,12.215
PROP-9BC94253216A,61,32,53,61,63.0,CPCB_BLR_Hebbal,19.093
PROP-E389FDDBF12C,90,49,81,90,97.0,CPCB_BLR_Hebbal,13.202
PROP-B483966D62DA,108,57,93,108,100.3,CPCB_BLR_BTM,12.395
PROP-80C3F2A9BEBF,73,39,64,73,46.0,CPCB_BLR_BTM,11.815
PROP-CD77A0E36207,64,34,56,64,67.3,CPCB_BLR_Hebbal,23.987
PROP-D493AF2C705E,72,41,67,72,43.7,CPCB_BLR_Hebbal,18.6
PROP-57F0708D759E,33,17,28,33,52.0,CPCB_BLR_BTM,6.791
PROP-F5F3C0648ECD,114,60,98,114,112.7,CPCB_BLR_BTM,20.26
PROP-53EA1E073943,75,42,69,75,43.7,CPCB_BLR_Hebbal,11.86
PROP-72C92A30B4CD,60,34,56,60,63.0,CPCB_BLR_Hebbal,22.419
PROP-AAACB73BA1A1,93,50,82,93,91.7,CPCB_BLR_Hebbal,22.211
PROP-33F4AC06EA44,33,17,28,33,52.0,CPCB_BLR_BTM,29.574
PROP-A4962675C658,61,32,53,61,63.0,CPCB_BLR_Hebbal,16.887
PROP-77B70737CCEE,86,48,79,86,96.0,CPCB_BLR_Hebbal,16.887
PROP-FD0FD9E8ADEA,60,34,56,60,63.0,CPCB_BLR_Hebbal,22.092
PROP-5709B713C4AE,27,15,25,27,48.3,CPCB_BLR_Hebbal,30.734
PROP-DCD80137386C,67,38,62,67,43.0,CPCB_BLR_Hebbal,15.667
PROP-F7536B1F23E1,32,17,29,32,50.0,CPCB_BLR_Hebbal,18.234
PROP-B8421FE6772E,107,55,91,107,108.7,CPCB_BLR_BTM,21.599
PROP-C45641AA789B,64,34,55,64,67.3,CPCB_BLR_BTM,7.667
PROP-9F1C62C0B21A,29,16,26,29,51.3,CPCB_BLR_BTM,15.897
PROP-5F3153BD5853,61,32,53,61,63.0,CPCB_BLR_Hebbal,3.89
PROP-C7B354DAE7D3,29,16,26,29,51.3,CPCB_BLR_BTM,25.016
PROP-C4659361083A,64,34,56,64,67.3,CPCB_BLR_Hebbal,1.664
PROP-75912FA63043,27,15,25,27,48.3,CPCB_BLR_Hebbal,19.91
PROP-58CFD920F3C4,27,15,25,27,48.3,CPCB_BLR_Hebbal,27.51
PROP-7220408E9361,68,37,61,68,70.7,CPCB_BLR_BTM,21.805
PROP-C5B6591960BE,32,16,27,32,52.7,CPCB_BLR_BTM,25.016
PROP-638B664BD17D,33,18,29,33,53.0,CPCB_BLR_BTM,6.223
PROP-67D2312018CF,75,42,69,75,47.3,CPCB_BLR_BTM,16.375
PROP-D28DA693B336,75,42,69,75,47.3,CPCB_BLR_BTM,22.121
PROP-5D72D298B695,61,32,53,61,63.0,CPCB_BLR_Hebbal,13.202
PROP-A85525D6133D,64,34,55,64,67.3,CPCB_BLR_BTM,2.31
PROP-4A86F269A0E3,90,49,81,90,97.0,CPCB_BLR_Hebbal,11.86
PROP-01AD7F83AFFB,108,57,93,108,100.3,CPCB_BLR_BTM,26.107
PROP-843638BA1FCD,27,15,25,27,48.3,CPCB_BLR_Hebbal,23.002
PROP-6F46D1C72810,114,60,98,114,112.7,CPCB_BLR_BTM,2.896
PROP-0A3A4948FB7A,99,56,91,99,98.0,CPCB_BLR_Hebbal,22.803
PROP-B4244CEC07A1,60,34,56,60,63.0,CPCB_BLR_Hebbal,3.745
PROP-98F2AC69F016,72,41,67,72,43.7,CPCB_BLR_Hebbal,5.113
PROP-1C92193D699B,64,34,56,64,67.3,CPCB_BLR_Hebbal,26.534
PROP-2CEADC40C816,29,15,25,29,50.7,CPCB_BLR_Hebbal,17.002
PROP-51CD6F42C917,69,38,63,69,42.3,CPCB_BLR_Hebbal,19.66
PROP-B358AA3DD844,70,38,62,70,75.0,CPCB_BLR_BTM,14.98
PROP-0E9DA33E3DF4,61,32,53,61,63.0,CPCB_BLR_Hebbal,21.528
PROP-25BA1D886C3A,32,17,29,32,50.0,CPCB_BLR_Hebbal,21.528
PROP-82FCFD32A3CF,33,18,29,33,53.0,CPCB_BLR_BTM,16.958
PROP-79E1275CDD26,67,38,62,67,43.0,CPCB_BLR_Hebbal,27.217
PROP-D9D5A4C9C076,33,17,29,33,50.0,CPCB_BLR_Hebbal,24.32
PROP-5514AFF20F84,29,15,25,29,50.7,CPCB_BLR_Hebbal,5.508
PROP-C9ECF17B949C,31,17,28,31,49.0,CPCB_BLR_Hebbal,25.084
PROP-77F0B7A6F763,74,41,67,74,44.3,CPCB_BLR_Hebbal,18.218
PROP-E7C2E49BFCA9,32,16,27,32,52.7,CPCB_BLR_BTM,24.539
PROP-BE658B48D25F,70,38,62,70,75.0,CPCB_BLR_BTM,29.574
PROP-0530BE24490C,86,48,79,86,96.0,CPCB_BLR_Hebbal,19.093
PROP-6B995F9BA84B,33,18,29,33,53.0,CPCB_BLR_BTM,21.022
PROP-FA69DE21B708,68,37,61,68,70.7,CPCB_BLR_BTM,6.896
PROP-6F3E16BB04C8,33,17,28,33,52.0,CPCB_BLR_BTM,16.104
PROP-D635C17FCB73,32,17,29,32,50.0,CPCB_BLR_Hebbal,25.084
PROP-5972DB140E70,73,40,65,73,45.7,CPCB_BLR_BTM,22.121
PROP-BA4B74C65640,32,17,29,32,50.0,CPCB_BLR_Hebbal,5.508
PROP-9A3F36CCFAEE,61,32,53,61,63.0,CPCB_BLR_Hebbal,16.887
PROP-9EB49BACBA68,27,15,25,27,48.3,CPCB_BLR_Hebbal,22.092
PROP-4E0E957A1F9B,73,40,65,73,45.7,CPCB_BLR_BTM,6.896
PROP-B6D0D4410215,73,39,64,73,46.0,CPCB_BLR_BTM,19.426
PROP-6E062BD129DF,108,57,93,108,100.3,CPCB_BLR_BTM,16.958
PROP-E423291FED8E,72,41,67,72,43.7,CPCB_BLR_Hebbal,11.301
PROP-99E40CE8658A,67,38,62,67,43.0,CPCB_BLR_Hebbal,19.66
PROP-AEACB3BC83DF,99,56,91,99,98.0,CPCB_BLR_Hebbal,10.833
PROP-3F1DEB5F1127,114,60,98,114,112.7,CPCB_BLR_BTM,6.896
PROP-92CAED17B68C,29,15,25,29,50.7,CPCB_BLR_Hebbal,16.887
PROP-069B08308E58,86,48,79,86,96.0,CPCB_BLR_Hebbal,8.121
PROP-5815C2243250,58,31,51,58,60.3,CPCB_BLR_Hebbal,11.301
PROP-1FC5DB53B2F6,33,17,29,33,50.0,CPCB_BLR_Hebbal,16.887
PROP-1F98AB95F69A,58,31,51,58,60.3,CPCB_BLR_Hebbal,21.528
PROP-F04C6219040D,35,19,31,35,59.0,CPCB_BLR_BTM,26.107
PROP-3110F589BA2D,64,34,55,64,67.3,CPCB_BLR_BTM,26.107
PROP-F20F61B28770,29,15,25,29,50.7,CPCB_BLR_Hebbal,29.616
PROP-A3473590907D,75,42,69,75,43.7,CPCB_BLR_Hebbal,20.103
PROP-56BD47573E92,68,37,61,68,70.7,CPCB_BLR_BTM,16.888
PROP-51F5EABB2F61,32,17,29,32,50.0,CPCB_BLR_Hebbal,19.093
PROP-80747E7CD65D,70,38,62,70,75.0,CPCB_BLR_BTM,2.15
PROP-17A782AFB533,99,56,91,99,98.0,CPCB_BLR_Hebbal,3.89
PROP-89ABBD394EC5,107,55,91,107,108.7,CPCB_BLR_BTM,24.539
PROP-B9B2AAC7A639,64,34,56,64,67.3,CPCB_BLR_Hebbal,5.508
PROP-6F83A6D3852B,64,34,56,64,67.3,CPCB_BLR_Hebbal,22.138
PROP-1B05BDBB085B,29,16,26,29,51.3,CPCB_BLR_BTM,16.646
PROP-1B522F7E5485,32,16,27,32,52.7,CPCB_BLR_BTM,20.922
PROP-74376609C775,31,17,28,31,49.0,CPCB_BLR_Hebbal,21.175
PROP-B9945CF42A39,33,17,28,33,52.0,CPCB_BLR_BTM,6.791
PROP-80CF2D62D63E,29,15,25,29,50.7,CPCB_BLR_Hebbal,7.493
PROP-34E9B4D262A5,33,17,29,33,50.0,CPCB_BLR_Hebbal,28.462
PROP-1A191E863B26,29,16,26,29,51.3,CPCB_BLR_BTM,6.791
PROP-B183A6ECA433,114,60,98,114,112.7,CPCB_BLR_BTM,6.896
PROP-BF421BA4E522,29,15,25,29,50.7,CPCB_BLR_Hebbal,25.084
PROP-29BBEE08AD6A,60,34,56,60,63.0,CPCB_BLR_Hebbal,17.794
PROP-4936D3D76392,33,17,28,33,52.0,CPCB_BLR_BTM,6.223
PROP-2958A28B1BF2,90,49,81,90,97.0,CPCB_BLR_Hebbal,3.745
PROP-FA206BD13CF8,73,40,65,73,45.7,CPCB_BLR_BTM,19.426
PROP-AB7855922473,107,55,91,107,108.7,CPCB_BLR_BTM,24.908
PROP-F7BD9D22747D,32,16,27,32,52.7,CPCB_BLR_BTM,11.535
PROP-77F1D54F3A83,73,39,64,73,46.0,CPCB_BLR_BTM,19.325
PROP-F1ED358B82A9,61,32,53,61,63.0,CPCB_BLR_Hebbal,29.616
PROP-0251A5574962,77,40,65,77,48.0,CPCB_BLR_BTM,19.426
PROP-01FEF977AF2F,69,38,63,69,42.3,CPCB_BLR_Hebbal,24.468
PROP-B7F81F0112BF,69,38,63,69,42.3,CPCB_BLR_Hebbal,28.325
PROP-A31D4F91FDA1,114,60,98,114,112.7,CPCB_BLR_BTM,6.502
PROP-38DF7ACDB881,33,18,29,33,53.0,CPCB_BLR_BTM,5.824
PROP-D652136E415C,73,40,65,73,45.7,CPCB_BLR_BTM,12.215
PROP-063912162F60,27,15,25,27,48.3,CPCB_BLR_Hebbal,3.89
PROP-5A12E1DEB7BB,75,42,69,75,47.3,CPCB_BLR_BTM,21.022
PROP-B2A436AFA30B,74,41,67,74,44.3,CPCB_BLR_Hebbal,22.211
PROP-FA9BF2EA2AD3,64,34,56,64,67.3,CPCB_BLR_Hebbal,11.524
PROP-A0F31EFEC8DF,70,38,62,70,75.0,CPCB_BLR_BTM,25.016
PROP-BE2A58E55014,64,34,56,64,67.3,CPCB_BLR_Hebbal,19.705
PROP-21A4CEA38FC7,64,34,56,64,67.3,CPCB_BLR_Hebbal,21.528
PROP-84680D4605EF,32,17,29,32,50.0,CPCB_BLR_Hebbal,21.528
PROP-77307A7460E6,93,50,82,93,91.7,CPCB_BLR_Hebbal,19.109
PROP-4406879C04B8,86,48,79,86,96.0,CPCB_BLR_Hebbal,2.497
PROP-F1C6F8EAEF70,60,34,56,60,63.0,CPCB_BLR_Hebbal,20.765
PROP-7E43CED63487,33,18,29,33,53.0,CPCB_BLR_BTM,11.754
PROP-D4F3E216F4A6,59,33,54,59,71.3,CPCB_BLR_BTM,11.535
PROP-1CD4344A6E0F,108,57,93,108,100.3,CPCB_BLR_BTM,19.459
PROP-5D44A9CB0264,108,57,93,108,100.3,CPCB_BLR_BTM,29.04
PROP-37382CBB3A23,61,32,53,61,63.0,CPCB_BLR_Hebbal,30.734
PROP-CCC9097E109D,108,57,93,108,100.3,CPCB_BLR_BTM,6.896
PROP-A36F0478D992,59,33,54,59,71.3,CPCB_BLR_BTM,12.395
PROP-31774D75A02E,68,37,61,68,70.7,CPCB_BLR_BTM,18.175
PROP-B68F6CB38ABE,73,39,64,73,46.0,CPCB_BLR_BTM,6.896
PROP-15F778346255,68,37,61,68,70.7,CPCB_BLR_BTM,29.38
PROP-7DB68EE331F7,73,39,64,73,46.0,CPCB_BLR_BTM,16.104
PROP-097A4556D6A1,90,49,81,90,97.0,CPCB_BLR_Hebbal,3.89
PROP-860918630288,93,50,82,93,91.7,CPCB_BLR_Hebbal,26.753
PROP-DB72C049BBB7,99,56,91,99,98.0,CPCB_BLR_Hebbal,9.247
PROP-C3677CA22876,29,15,25,29,50.7,CPCB_BLR_Hebbal,5.508
PROP-DD52D94B45F6,59,33,54,59,71.3,CPCB_BLR_BTM,10.829
PROP-0DFBCB6E1771,33,17,29,33,50.0,CPCB_BLR_Hebbal,6.185
PROP-64908790C2DC,64,34,55,64,67.3,CPCB_BLR_BTM,6.896
PROP-2CDC8E50EB9F,107,55,91,107,108.7,CPCB_BLR_BTM,21.022
PROP-A7A3FD332C22,106,58,96,106,105.7,CPCB_BLR_BTM,13.103
PROP-24BEBE7D0051,70,38,62,70,75.0,CPCB_BLR_BTM,12.215
PROP-362C055DF818,32,16,27,32,52.7,CPCB_BLR_BTM,12.395
PROP-8977D20A5151,77,44,72,77,47.3,CPCB_BLR_BTM,21.338
PROP-C44315AEA91A,59,33,54,59,71.3,CPCB_BLR_BTM,25.21
PROP-B72F24FF7102,99,56,91,99,98.0,CPCB_BLR_Hebbal,19.109
PROP-D5A2500283AE,59,33,54,59,71.3,CPCB_BLR_BTM,24.539
PROP-CB8B145AA1A0,107,55,91,107,108.7,CPCB_BLR_BTM,6.896
PROP-DEB25D8A0824,107,55,91,107,108.7,CPCB_BLR_BTM,29.574
PROP-36F4C2E2F8C2,59,33,54,59,71.3,CPCB_BLR_BTM,26.111
PROP-96BC79D9D190,32,17,29,32,50.0,CPCB_BLR_Hebbal,16.887
PROP-23765AECBE7F,29,15,25,29,50.7,CPCB_BLR_Hebbal,15.067
PROP-1F1AEB8FCFA9,32,17,29,32,50.0,CPCB_BLR_Hebbal,22.182
PROP-DA31F830F91F,75,42,69,75,43.7,CPCB_BLR_Hebbal,20.765
PROP-5FAE88B44F6A,58,31,51,58,60.3,CPCB_BLR_Hebbal,5.508
PROP-AC4F9449866A,93,50,82,93,91.7,CPCB_BLR_Hebbal,15.803
PROP-719C462D87B0,33,17,29,33,50.0,CPCB_BLR_Hebbal,26.035
PROP-09B1D971CB51,32,17,29,32,50.0,CPCB_BLR_Hebbal,25.545
PROP-6226851F74F4,106,58,96,106,105.7,CPCB_BLR_BTM,15.897
PROP-911EB5971519,77,40,65,77,48.0,CPCB_BLR_BTM,17.031
PROP-5A1AF60180B6,64,34,55,64,67.3,CPCB_BLR_BTM,22.937
PROP-698BDDD9687B,58,31,51,58,60.3,CPCB_BLR_Hebbal,8.121
PROP-4533C32A538C,75,42,69,75,43.7,CPCB_BLR_Hebbal,18.159
PROP-109EF9290525,106,58,96,106,105.7,CPCB_BLR_BTM,10.46
PROP-110D323C240A,31,17,28,31,49.0,CPCB_BLR_Hebbal,17.794
PROP-B1E5ADAFB65D,33,17,29,33,50.0,CPCB_BLR_Hebbal,4.842
PROP-84C4C490F45D,72,41,67,72,43.7,CPCB_BLR_Hebbal,18.6
PROP-CB53845BE6CA,69,38,63,69,42.3,CPCB_BLR_Hebbal,22.874
PROP-84093EF02E9F,70,38,62,70,75.0,CPCB_BLR_BTM,6.896
PROP-70992F35B99D,29,15,25,29,50.7,CPCB_BLR_Hebbal,16.709
PROP-44B3AD62F10C,64,34,55,64,67.3,CPCB_BLR_BTM,14.504
PROP-4DFD2089D443,29,16,26,29,51.3,CPCB_BLR_BTM,26.523
PROP-D3C78F2A1B70,68,37,61,68,70.7,CPCB_BLR_BTM,16.215
PROP-0AB340C7F0EC,58,33,54,58,68.3,CPCB_BLR_BTM,1.477
PROP-15F7FFAEAF3F,73,39,64,73,46.0,CPCB_BLR_BTM,16.215
PROP-91715EBD8BA0,60,34,56,60,63.0,CPCB_BLR_Hebbal,8.121
PROP-5B80DB340927,64,34,55,64,67.3,CPCB_BLR_BTM,2.737
PROP-E88674DE1DEE,32,16,27,32,52.7,CPCB_BLR_BTM,14.98
PROP-7C7E9D936B0F,77,40,65,77,48.0,CPCB_BLR_BTM,2.15
PROP-526250366E2E,59,33,54,59,71.3,CPCB_BLR_BTM,1.961
