property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_yield_pct,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p
PROP-CE671C8F2745,10000000,Bengaluru,Doddakannelli,Apartment,4,4,1,2200,2.0,,,,,12.938235741014404,77.52336197557167,2.842,2.652,5.651,5.084,2.191,4.453,1.681,33.4,57285.71,45000.0,36.36,5.4,7.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,75,42,69,75,47.3,550.0,1.0,,,6.311734809152915,,3.620600613360642,1.8562979903656263
PROP-BCBAF295B00C,12000000,Bengaluru,Malleswaram,Apartment,3,3,1,1600,0.0,4.0,,,,12.830944848634983,77.67575657305792,4.855,4.122,6.14,10.266,9.373,5.282,5.704,16.4,56584.17,35000.0,30.0,3.5,1777.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,1,Completed,100.0,25.0,40.0,14,0.929,3,70,38,62,70,75.0,533.333,1.0,,0.0,6.281019240110931,,3.4339872044851463,1.5040773967762742
PROP-1A6DD4E251E5,14700000,Bengaluru,Kadubeesanahalli,Apartment,3,3,0,1369,11.0,16.0,,,,13.16475746629263,77.79978799176118,2.475,15.012,14.983,16.038,12.158,11.09,8.076,12.7,57400.0,25000.0,33.64,2.0408,5.0,126.45,3.26,8.44,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Ongoing,75.0,48.0,36.0,26,0.538,0,74,41,67,74,44.3,456.333,1.0,0.95,0.688,6.125411790754481,0.6678293725756554,3.5450090836942345,1.112120638692902
PROP-89D93F1C6E33,12000000,Bengaluru,Hampapura,Independent House,5,5,1,4200,,,,,,12.939138892483465,77.73480630385878,3.098,4.846,7.153,2.982,2.575,3.047,4.604,28.7,56584.17,35000.0,30.0,3.5,1777.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,70,38,62,70,75.0,840.0,1.0,,,6.734591659972948,,3.4339872044851463,1.5040773967762742
PROP-1DAD0C6EF765,18000000,Bengaluru,Sampigehalli,Independent House,6,3,1,1500,,,1.0,,,12.850184433507708,77.47614213325727,9.349,7.833,3.801,8.331,5.922,3.1,5.819,14.9,34500.0,34500.0,57.8,2.3,2.0,106.95,1.83,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,106,58,96,106,105.7,250.0,0.5,,,5.5254529391317835,,4.074141854904581,1.1939224684724346
PROP-E77EA7B10035,6000000,Bengaluru,Kaval Bairasandra,Apartment,3,3,1,1250,1.0,4.0,,,,12.723345542916986,77.39034001248714,18.0,5.148,10.311,15.886,10.827,20.052,15.716,8.2,56584.17,35000.0,30.0,7.0,1777.0,128.96,1.94,8.78,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,1,Completed,100.0,27.0,55.0,6,0.833,0,107,55,91,107,108.7,416.667,1.0,,0.25,6.034684464312237,,3.4339872044851463,2.0794415416798357
PROP-6F2ECE75D556,5500000,Bengaluru,Magadi,Independent House,1,3,0,1450,,,,,,13.108786159211922,77.38487030983538,6.756,7.716,3.456,18.318,9.411,5.657,4.158,11.4,56584.17,35000.0,30.0,7.6364,1777.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,64,34,56,64,67.3,1450.0,3.0,,,7.280008252884188,,3.4339872044851463,2.1559858293196217
PROP-44BEF81DB4A9,3000000,Bengaluru,Venkatapura,Independent House,2,2,0,600,,,,,,12.79756746911252,77.48970370000333,5.858,6.142,4.843,12.253,5.764,8.437,6.944,14.7,56584.17,35000.0,30.0,14.0,1777.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,68,37,61,68,70.7,300.0,1.0,,,5.707110264748875,,3.4339872044851463,2.70805020110221
PROP-0C86F60921AB,5000000,Bengaluru,Magadi,Independent House,1,3,0,1450,,,,,,13.108786159211922,77.38487030983538,6.756,7.716,3.456,18.318,9.411,5.657,4.158,11.4,56584.17,35000.0,30.0,8.4,1777.0,126.45,3.26,8.44,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,74,41,67,74,44.3,1450.0,3.0,,,7.280008252884188,,3.4339872044851463,2.2407096892759584
PROP-1EADA684CAAA,8500000,Bengaluru,Kithaganur Colony,Independent House,3,3,1,1500,,,,,,13.014925481794942,77.76098913661203,1.24,1.541,1.888,9.526,4.854,3.536,2.382,46.6,56584.17,35000.0,30.0,4.9412,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,500.0,1.0,,,6.2166061010848646,,3.4339872044851463,1.7819111331732407
PROP-C4AEA973B2D5,22000000,Bengaluru,Bommanahalli,Independent House,3,1,1,7000,2.0,,,,,12.761291564919336,77.44758578062606,10.721,5.787,3.544,12.675,6.807,13.363,12.481,14.6,45900.0,35000.0,34.29,1.9091,5.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,2333.333,0.333,,,7.755481476191453,,3.5635996376871786,1.0678437549964732
PROP-A1A0AD2FD01B,10700000,Bengaluru,Vidyaranyapura,Independent House,4,4,1,2400,,,,,,13.152303641626997,77.8342077956795,5.206,17.18,16.384,18.748,14.467,14.558,11.235,5.7,20750.0,18500.0,19.12,2.0748,4.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,600.0,1.0,,,6.398594934535208,,3.0017143452315387,1.12323985849284
PROP-EF77BC885362,5500000,Bengaluru,Harlur,Apartment,2,3,1,1000,,,,,,13.180763218604636,77.76228994904734,2.557,13.033,13.554,13.999,11.05,8.024,6.122,12.8,28000.0,28000.0,34.48,6.1091,2.0,113.91,1.24,8.37,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,67,38,62,67,43.0,500.0,1.5,,,6.2166061010848646,,3.5689691574413787,1.9613756535244558
PROP-6B6B7816E643,5800000,Bengaluru,Hsr Layout,Apartment,2,3,0,1073,,,,,,12.970296,77.638803,1.888,1.978,2.396,0.995,3.261,4.047,2.372,43.1,57300.0,50000.0,38.24,10.3448,15.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,73,39,64,73,46.0,536.5,1.5,,,6.2869287600018176,,3.6696966346971625,2.428759489164999
PROP-65AD313F3805,13500000,Bengaluru,Kadugondanahalli,Independent House,7,3,1,1350,,,,,,13.144007731942583,77.74659676076202,5.681,8.971,9.253,9.98,6.648,5.029,1.909,9.6,70000.0,70000.0,31.55,6.2222,2.0,113.91,1.24,8.37,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,67,38,62,67,43.0,192.857,0.429,,,5.267120773859609,,3.482777368654578,1.9771596156316071
PROP-3A511FF02179,10500000,Bengaluru,Bangalore City Municipal Corporation Layout,Apartment,3,3,0,1507,11.0,14.0,,,,13.161225274664815,77.43423913082607,5.963,3.378,6.582,19.604,10.008,4.945,6.464,16.7,56584.17,35000.0,30.0,4.0,1777.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,1,Ongoing,45.5,44.0,20.0,7,0.714,0,64,34,56,64,67.3,502.333,1.0,,0.786,6.2212519788889855,,3.4339872044851463,1.6094379124341003
PROP-8BAF2BEE0263,16000000,Bengaluru,Mallapur,Independent House,2,6,1,3600,,,,,,12.934495019303316,77.5869038868147,1.769,1.624,0.888,7.548,1.77,3.822,2.835,51.8,56584.17,35000.0,30.0,2.625,1777.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,70,38,62,70,75.0,1800.0,3.0,,,7.496097345175956,,3.4339872044851463,1.2878542883066382
PROP-6CB376B42E54,3200000,Bengaluru,Chikbanavara,Apartment,2,3,0,975,1.0,3.0,,,,12.795681259746637,77.37117108650853,13.481,3.89,10.891,8.444,15.624,12.027,8.151,8.9,56584.17,35000.0,30.0,13.125,1777.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,73,39,64,73,46.0,487.5,1.5,,0.333,6.191339471482838,,3.4339872044851463,2.6479462770325046
PROP-140370EDF182,32500000,Bengaluru,Indira Nagar,Apartment,3,4,1,2159,0.0,,,,,12.874455295612696,77.7994331934198,1.954,1.083,3.11,5.859,12.397,5.329,4.931,39.8,129500.0,107500.0,46.47,3.9692,10.0,126.45,3.26,8.44,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,77,40,65,77,48.0,719.667,1.333,,,6.5801771720656275,,3.8600979325632268,1.6032588613573848
PROP-426D2AAA7CEB,5000000,Bengaluru,Singasandra,Apartment,2,3,0,1275,3.0,,,,,13.06566826209474,77.77193381535483,3.385,5.453,4.644,10.949,6.784,5.09,3.404,20.6,49500.0,51500.0,24.06,12.36,4.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,75,42,69,75,43.7,637.5,1.5,,,6.459121675472594,,3.221272949467922,2.5922651681085
PROP-0191E9B0FD19,7500000,Bengaluru,Chansandra,Apartment,2,3,1,1264,0.0,4.0,,,,13.213354293004825,77.67138609008397,7.723,9.883,12.837,13.824,14.278,4.832,5.488,5.1,56584.17,35000.0,30.0,5.6,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,1,Completed,100.0,32.0,33.0,13,0.692,0,99,56,91,99,98.0,632.0,1.5,,0.0,6.450470422144176,,3.4339872044851463,1.8870696490323797
PROP-40CD9AD9F0D9,3600000,Bengaluru,Bannerughatta,Apartment,2,2,0,700,0.0,5.0,,,,13.122969098701248,77.63660560314531,3.725,5.936,2.514,5.513,8.619,5.337,2.862,20.1,56584.17,35000.0,30.0,11.6667,1777.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,86,48,79,86,96.0,350.0,1.0,,0.0,5.860786223465865,,3.4339872044851463,2.5389765026337607
PROP-D21AB9FF38AE,4400000,Bengaluru,Bannerughatta,Apartment,2,3,1,880,0.0,5.0,,,,13.122969098701248,77.63660560314531,3.725,5.936,2.514,5.513,8.619,5.337,2.862,20.1,56584.17,35000.0,30.0,9.5455,1777.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,86,48,79,86,96.0,440.0,1.5,,0.0,6.089044875446846,,3.4339872044851463,2.355699228643532
PROP-BD90C11DB865,4000000,Bengaluru,Nelamangala,Apartment,1,2,1,796,,,,,,12.812762073972056,77.53040086941397,3.112,2.169,4.591,15.221,2.321,7.928,2.743,30.5,7500.0,7500.0,10.77,2.25,2.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Completed,100.0,26.0,35.0,13,0.923,2,32,16,27,32,52.7,796.0,2.0,,,6.680854678790215,,2.4655539212721855,1.1786549963416462
PROP-B5554F1BD902,26000000,Bengaluru,Chamrajpet,Independent House,7,1,1,7000,,,,,,12.771619391588422,77.47188721605244,7.882,8.354,2.017,12.994,6.478,11.526,10.289,17.6,4500.0,4500.0,30.0,0.2077,1.0,113.91,1.24,8.37,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,77,44,72,77,47.3,1000.0,0.143,,,6.90875477931522,,3.4339872044851463,0.1887177242991925
PROP-84E101BF62B3,9500000,Bengaluru,Yelachanayakanapura,Independent House,4,4,1,3089,,,,,,13.087509788676646,77.7467360200357,6.191,6.814,5.923,7.909,3.413,3.393,3.317,15.6,56584.17,35000.0,30.0,4.4211,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,772.25,1.0,,,6.650602411565179,,3.4339872044851463,1.690298746889098
PROP-9E773DE4BE09,7500000,Bengaluru,Tippenahalli,Independent House,2,3,0,1500,,,,,,12.864577727545877,77.61104324761652,3.215,1.819,2.511,13.112,6.758,5.251,4.989,36.4,56584.17,35000.0,30.0,5.6,1777.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,75,42,69,75,47.3,750.0,1.5,,,6.621405651764134,,3.4339872044851463,1.8870696490323797
PROP-A973377AC66F,11000000,Bengaluru,Gb Palya,Independent House,7,3,1,3200,,,,,,13.1243542921012,77.45470047579342,1.876,1.304,3.06,14.987,5.45,2.147,2.425,41.0,56584.17,35000.0,30.0,3.8182,1777.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,457.143,0.429,,,6.1271813624556914,,3.4339872044851463,1.572400414331537
PROP-542C4186E7F7,6000000,Bengaluru,Hampapura,Independent House,2,3,0,1200,,,,,,12.939138892483465,77.73480630385878,3.098,4.846,7.153,2.982,2.575,3.047,4.604,28.7,56584.17,35000.0,30.0,7.0,1777.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,32,16,27,32,52.7,600.0,1.5,,,6.398594934535208,,3.4339872044851463,2.0794415416798357
PROP-F433A55E67A1,5000000,Bengaluru,Chandapura,Apartment,3,3,0,1087,3.0,7.0,,,,12.951167596895775,77.75388582814793,1.783,4.169,6.757,2.536,4.524,4.912,5.382,29.4,19125.0,20500.0,21.25,4.92,8.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,114,60,98,114,112.7,362.333,1.0,,0.429,5.895319769123466,,3.1023420086122493,1.7783364488959144
PROP-DC8AA9597B11,10500000,Bengaluru,Kannamangala,Independent House,4,4,1,2400,,,,,,13.042551861473124,77.535823920655,4.431,5.232,4.386,2.831,6.253,5.604,3.732,23.1,77666.67,70000.0,31.4,8.0,3.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,86,48,79,86,96.0,600.0,1.0,1.0,,6.398594934535208,0.6931471805599453,3.4781584227982836,2.1972245773362196
PROP-CDE294D1EBDA,7500000,Bengaluru,Shivaji Nagar,Apartment,2,3,0,1050,4.0,,,,,12.873315119665554,77.58302914018351,2.974,0.94,2.273,13.262,7.521,5.111,2.408,42.3,56584.17,35000.0,30.0,5.6,1777.0,128.96,1.94,8.78,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,1,Ongoing,58.6,29.0,17.0,16,0.812,2,107,55,91,107,108.7,525.0,1.5,,,6.26530121273771,,3.4339872044851463,1.8870696490323797
PROP-59F7E56866C9,800000,Bengaluru,Neelasandra,Independent House,1,2,1,525,,,,,,13.081869389607094,77.83117491343882,2.38,11.124,10.455,17.071,12.57,7.666,8.61,15.6,8000.0,8000.0,13.33,12.0,1.0,128.96,1.94,8.78,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,90,49,81,90,97.0,525.0,2.0,,,6.26530121273771,,2.6623552418400807,2.5649493574615367
PROP-E6D1A76723E7,3800000,Bengaluru,Nelamangala,Villa,2,3,1,850,,,,,,12.812762073972056,77.53040086941397,3.112,2.169,4.591,15.221,2.321,7.928,2.743,30.5,7500.0,7500.0,10.77,2.3684,2.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,35,19,31,35,59.0,425.0,1.5,,,6.054439346269371,,2.4655539212721855,1.2144378541737
PROP-B143485A5DFA,100000000,Bengaluru,Jakkur,Independent House,5,4,1,7000,,,,,,13.014413273387722,77.64296306930282,2.213,2.351,2.729,3.932,5.804,3.002,1.913,36.6,43708.33,32000.0,37.23,0.384,12.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,1400.0,0.8,,,7.244941546337007,,3.6436205477083212,0.3249778571954778
PROP-84221EEE5998,13000000,Bengaluru,Jayanagar,Apartment,3,3,1,1900,,,1.0,Semi-Furnished,East,13.169373810628288,77.44403623518635,6.709,3.845,6.421,19.78,10.587,5.902,6.497,15.2,148500.0,148500.0,41.3,13.7077,2.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,633.333,1.0,,,6.452574053141827,,3.744787086052232,2.6883711661681797
PROP-23A5729B17A3,3500000,Bengaluru,Electronic City,Apartment,2,4,0,800,,,,,,12.943694,77.66531950000001,1.558,1.73,6.281,4.855,5.111,2.738,0.501,38.2,36560.0,30000.0,23.64,10.2857,25.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,75,42,69,75,47.3,400.0,2.0,,,5.993961427306569,,3.204371138665319,2.423536437588122
PROP-219CD0EAF5FA,3900000,Bengaluru,Venkatapura,Apartment,2,2,0,750,1.0,4.0,,,,12.79756746911252,77.48970370000333,5.858,6.142,4.843,12.253,5.764,8.437,6.944,14.7,56584.17,35000.0,30.0,10.7692,1777.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,1,Ongoing,44.7,47.0,21.0,19,0.579,0,35,19,31,35,59.0,375.0,1.0,,0.25,5.929589143389895,,3.4339872044851463,2.465485949548396
PROP-7F2DB77FA662,2300000,Bengaluru,Hoskote,Apartment,1,2,1,509,1.0,4.0,,,,12.979950998386974,77.78865213272661,2.404,2.074,6.795,6.415,7.748,4.951,6.567,30.7,46666.67,35000.0,16.67,18.2609,3.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,509.0,2.0,,0.25,6.234410725718371,,2.871868286331605,2.9580771342501775
PROP-B6F2AC50EC4B,2700000,Bengaluru,Byagadadhenahalli,Apartment,2,2,1,620,3.0,7.0,,,,13.152357160928654,77.79864223520336,3.078,14.22,14.05,15.249,11.193,10.726,7.48,11.1,56584.17,35000.0,30.0,15.5556,1777.0,128.96,1.94,8.78,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,1,Completed,100.0,47.0,69.0,19,0.789,2,90,49,81,90,97.0,310.0,1.0,,0.429,5.739792912179234,,3.4339872044851463,2.8067244131693947
PROP-527F88B6C143,5500000,Bengaluru,Gollarapalya,Independent House,1,3,1,1000,,,,,,12.74219952395801,77.67807770943442,5.406,7.794,13.259,18.164,8.329,6.725,3.575,9.4,56584.17,35000.0,30.0,7.6364,1777.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,75,42,69,75,47.3,1000.0,3.0,,,6.90875477931522,,3.4339872044851463,2.1559858293196217
PROP-069190E5B763,32500000,Bengaluru,Mathikere,Independent House,2,4,1,2600,,,,,,12.791049785572923,77.81995339021039,6.857,9.275,3.858,13.546,7.999,13.403,6.476,10.5,25000.0,25000.0,29.41,0.9231,1.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,75,42,69,75,47.3,1300.0,2.0,,,7.170888478512505,,3.4147715016892732,0.6539384673346647
PROP-0F4222AC21A2,8000000,Bengaluru,Banashankari,Apartment,3,3,1,1250,5.0,5.0,,,,12.9670415,77.6311245,2.597,2.76,2.728,1.619,2.526,3.52,2.678,39.3,58690.91,66300.0,27.88,9.945,11.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,33,18,29,33,53.0,416.667,1.0,,1.0,6.034684464312237,,3.3631493140246254,2.392882730974826
PROP-CE29313C1CC2,6800000,Bengaluru,Bedarahalli,Apartment,2,3,1,1075,,,1.0,,East,13.128755749936165,77.3974015490361,5.823,5.816,3.498,19.697,9.366,4.432,5.72,14.8,56584.17,35000.0,30.0,6.1765,1777.0,106.95,1.83,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,1,Ongoing,72.2,36.0,26.0,12,0.583,0,93,50,82,93,91.7,537.5,1.5,,,6.288787496596443,,3.4339872044851463,1.970811799029298
PROP-1B62644E2513,3500000,Bengaluru,Bommasandra,Apartment,2,2,1,756,1.0,,,,,13.000195460515387,77.77527013291875,1.435,3.761,4.126,8.051,6.033,3.25,3.995,35.1,36083.33,37500.0,18.61,12.8571,6.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,33,17,28,33,52.0,378.0,1.0,,,5.937536205082426,,2.976039640208255,2.6287977366597817
PROP-B68A85ED81D1,65000000,Bengaluru,Laggere,Independent House,2,3,1,15000,,,,,,12.819998673498212,77.34765763644882,10.09,7.605,11.495,7.707,17.93,9.947,7.287,4.5,5500.0,5500.0,18.33,0.1015,1.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,58,33,54,58,68.3,7500.0,1.5,,,8.922791623969637,,2.9616582932202395,0.09667288726026076
PROP-CFFF3032E4E0,8500000,Bengaluru,Mattanahalli,Apartment,3,3,1,1458,2.0,4.0,,,,13.197117628944854,77.75185082470752,4.028,13.792,14.568,14.695,12.288,8.35,7.316,8.2,56584.17,35000.0,30.0,4.9412,1777.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Ongoing,66.7,51.0,34.0,19,0.842,5,29,15,25,29,50.7,486.0,1.0,,0.5,6.18826412308259,,3.4339872044851463,1.7819111331732407
PROP-5587E60F1ACF,18000000,Bengaluru,Bilekahalli,Independent House,2,5,1,4500,,,,,,12.948010779942232,77.47135144785841,1.595,5.467,7.07,2.826,2.586,8.04,1.986,29.1,76000.0,39000.0,37.46,2.6,4.0,106.95,1.83,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,106,58,96,106,105.7,2250.0,2.5,0.267,,7.719129840906732,0.23665190133900202,3.6496187401606335,1.2809338454620642
PROP-B8FD5F36E41C,9500000,Bengaluru,Nayandahalli,Independent House,2,2,0,750,,,,,,13.078511657914731,77.75007694627143,5.128,6.274,5.502,8.351,4.038,3.572,3.82,17.2,6000.0,6000.0,7.5,0.7579,1.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,69,38,63,69,42.3,375.0,1.0,,,5.929589143389895,,2.1400661634962708,0.5641199148237083
PROP-389AD560221A,11000000,Bengaluru,Shivaji Nagar,Independent House,9,2,1,640,,,,,,12.873315119665554,77.58302914018351,2.974,0.94,2.273,13.262,7.521,5.111,2.408,42.3,56584.17,35000.0,30.0,3.8182,1777.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,70,38,62,70,75.0,71.111,0.222,,,4.278206598534634,,3.4339872044851463,1.572400414331537
PROP-B10686C004C9,40000000,Bengaluru,Electronic City Phase Ii,Villa,3,3,1,1120,,,,,,12.893519276569284,77.49948076057048,5.608,5.278,6.906,8.366,5.058,2.38,2.268,24.5,56584.17,35000.0,30.0,1.05,1777.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,58,33,54,58,68.3,373.333,1.0,,,5.925145775597987,,3.4339872044851463,0.7178397931503169
PROP-8A0AB7499D59,17000000,Bengaluru,Hurulichikanahalli,Independent House,4,4,1,2180,,,,,,12.942870375595325,77.44474990421233,2.113,2.716,6.48,4.172,0.7,7.327,4.291,33.9,56584.17,35000.0,30.0,2.4706,1777.0,126.45,3.26,8.44,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,77,40,65,77,48.0,545.0,1.0,,,6.302618975744905,,3.4339872044851463,1.2443274896742664
