property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,historical_locality_median_ppsf,historical_rental_yield_pct,derived_historical_rental_yield_log1p
PROP-71F5538F5E20,6150000,Chennai,Iyyapa Nagar,Independent House,3,3,1,1577,,,,,,12.92622312587068,80.42764228376718,5.309,6.432,15.482,18.292,7.93,8.932,5.219,14.1,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,32,17,28,32,52.7,525.667,1.0,,,6.266568470264095,,,5454.55,,
PROP-9C3EEB35B420,25000000,Delhi,Adarsh Nagar,Independent House,4,3,1,950,,,,,,28.58368599816808,77.05800191695967,2.729,0.574,5.961,7.201,8.87,2.372,5.474,41.5,8166.67,8500.0,25.71,3.0,136.95,2.67,12.11,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,98,56,91,98,166.0,237.5,0.75,,,5.474369310328396,,3.2850380271218693,17617.845,0.6094299334148505,0.475880037671418
PROP-A95287F0ADA7,9000000,Chennai,West Tambaram,Independent House,4,4,0,800,,,,,,13.025600079388196,80.15941840390212,2.324,5.761,5.336,11.542,6.073,6.915,3.292,24.2,,,,,129.27,3.14,10.98,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,97,51,84,97,94.7,200.0,1.0,,,5.303304908059076,,,5166.67,,
PROP-7738C2D066E5,16000000,Delhi,Shalimar Bagh,Independent House,3,3,1,1700,,,,,,28.55450268749169,77.25884835388581,0.298,2.306,3.612,4.351,4.819,3.935,2.628,47.3,22318.18,22000.0,28.75,11.0,129.03,2.84,9.57,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,391,219,358,391,377.0,566.667,1.0,,,6.341534979193467,,3.392829131991639,13935.76,1.114357004189645,0.7487507493441153
PROP-EC190C515144,19000000,Bengaluru,Hongasandra,Independent House,7,1,1,3500,,,,,,13.178610646865394,77.61287594966244,4.711,6.449,8.493,11.942,11.025,2.897,3.126,13.8,7833.33,8000.0,14.55,3.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,69,38,63,69,42.3,500.0,0.143,0.943,,6.2166061010848646,0.6642331703953029,2.744060638625243,4888.89,0.5610388335301353,0.4453515185653935
PROP-B2A436AFA30B,7300000,Bengaluru,Chansandra,Apartment,2,3,0,1272,1.0,13.0,,,,13.213354293004825,77.67138609008397,7.723,9.883,12.837,13.824,14.278,4.832,5.488,5.1,56584.17,35000.0,30.0,1777.0,126.45,3.26,8.44,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Completed,100.0,42.0,64.0,12,0.667,0,74,41,67,74,44.3,636.0,1.5,,0.077,6.456769655572163,,3.4339872044851463,5869.795,5.625216540701728,1.8908830567270705
PROP-CE29313C1CC2,6800000,Bengaluru,Bedarahalli,Apartment,2,3,1,1075,,,1.0,,East,13.128755749936165,77.3974015490361,5.823,5.816,3.498,19.697,9.366,4.432,5.72,14.8,56584.17,35000.0,30.0,1777.0,106.95,1.83,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,1,Ongoing,72.2,36.0,26.0,12,0.583,0,93,50,82,93,91.7,537.5,1.5,,,6.288787496596443,,3.4339872044851463,5875.96,6.649086692533725,2.034586254114399
PROP-80741C9FB4E0,700000,Kolkata,Arapanch,Apartment,1,1,0,350,3.0,3.0,,,,22.672836988166303,88.17103700822429,0.896,9.285,4.653,15.613,5.138,1.7,2.626,32.0,,,,,119.33,1.58,7.45,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,88.5,26.0,23.0,10,0.6,0,99,51,84,99,97.3,350.0,1.0,,1.0,5.860786223465865,,,4265.6900000000005,,
PROP-27BF8EE1221C,12500000,Bengaluru,Nagasandra,Apartment,3,3,1,1470,2.0,15.0,,,,13.12529363489416,77.71677272678517,5.096,5.168,5.726,6.162,3.661,2.527,1.226,19.2,38500.0,38500.0,37.85,2.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,30.0,60.0,18.0,24,0.292,0,72,41,67,72,43.7,490.0,1.0,,0.133,6.19644412779452,,3.659708076813657,5909.09,5.318682136940109,1.84351066377884
PROP-AA441C9659B2,6500000,Delhi,Subzi Mandi,Independent House,2,3,0,1125,,3.0,,,,28.787688861751057,77.2138012502533,4.241,6.104,1.525,15.011,3.144,6.13,1.963,26.7,41733.14,22000.0,27.78,1758.0,133.18,3.0,10.55,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,254,132,217,254,260.0,562.5,1.5,,,6.334167333479831,,3.359680701459222,10357.14,2.265747751470644,1.1834887568657788
PROP-A22CD6853327,3800000,Bengaluru,Electronic City Phase Ii,Independent House,2,2,1,755,,,,,,12.893519276569284,77.49948076057048,5.608,5.278,6.906,8.366,5.058,2.38,2.268,24.5,56584.17,35000.0,30.0,1777.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,33,18,29,33,53.0,377.5,1.0,,,5.936216072877503,,3.4339872044851463,5384.62,10.331116972571447,2.4275526555797624
PROP-44BEF81DB4A9,3000000,Bengaluru,Venkatapura,Independent House,2,2,0,600,,,,,,12.79756746911252,77.48970370000333,5.858,6.142,4.843,12.253,5.764,8.437,6.944,14.7,56584.17,35000.0,30.0,1777.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,68,37,61,68,70.7,300.0,1.0,,,5.707110264748875,,3.4339872044851463,5762.59,12.14731570352914,2.576217608777421
PROP-F3C9D73A6084,7800000,Bengaluru,Sahakara Nagar,Apartment,3,3,1,1410,2.0,,,,North,12.939665123984955,77.40746228775271,2.424,1.632,2.475,0.647,4.45,4.961,4.783,35.8,45357.14,40000.0,26.92,7.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,1,Ongoing,63.4,41.0,26.0,59,0.22,0,108,57,93,108,100.3,470.0,1.0,,,6.154858094016418,,3.329343277894172,4794.12,7.100897180606526,2.091974818582464
PROP-CD7F112A1F19,5000000,Kolkata,New Alipore,Apartment,2,2,0,750,2.0,3.0,,,,22.720544967334067,88.31632701773273,4.797,5.085,5.915,14.141,1.794,1.47,2.525,27.2,,,,,143.31,2.78,12.74,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,114,62,101,114,75.0,375.0,1.0,,0.667,5.929589143389895,,,8818.03,,
PROP-19965264C4BE,2200000,Kolkata,Baghajatin,Apartment,2,2,0,730,1.0,3.0,,,,22.41868220310146,88.5468081181465,7.694,8.145,12.965,14.24,6.194,16.24,5.019,8.6,,,,,119.33,1.58,7.45,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,106,58,95,106,105.7,365.0,1.0,,0.333,5.902633333401366,,,4265.6900000000005,,
PROP-F57D7E251EC9,3500000,Bengaluru,Bommasandra,Apartment,2,2,1,800,,,,,,13.000195460515387,77.77527013291875,1.435,3.761,4.126,8.051,6.033,3.25,3.995,35.1,36083.33,37500.0,18.61,6.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,1,Ongoing,95.1,41.0,39.0,20,0.65,2,70,38,62,70,75.0,400.0,1.0,,,5.993961427306569,,2.976039640208255,4423.08,12.717382457473072,2.618663821113339
PROP-C71399928E72,6000000,Mumbai,Mira Road East,Apartment,1,2,0,600,4.0,7.0,,,,19.197998553696173,72.76651439546016,4.522,6.459,1.88,17.115,6.499,7.656,0.273,24.5,102803.9,60000.0,83.05,1696.0,100.9,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,38.0,50.0,19.0,8,0.5,0,90,48,79,90,96.3,600.0,2.0,,0.571,6.398594934535208,,4.431411859854625,6033.485000000001,19.889002790261348,3.039222838204141
PROP-6401AE87242B,16100000,Hyderabad,Gajularamaram,Independent House,3,3,1,1700,,,,,South,17.323163122330755,78.55544191025716,3.296,2.258,1.738,4.882,3.323,3.663,3.265,36.1,,,,,137.38,3.37,12.07,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,78,41,67,78,81.7,566.667,1.0,,,6.341534979193467,,,5391.26,,
PROP-A6B882B8A335,95000000,Bengaluru,Btm Layout,Independent House,5,2,1,15000,,,,,,13.063171368595263,77.75069529729447,3.558,4.571,3.795,8.819,4.999,3.977,3.597,23.6,81416.67,25500.0,27.5,6.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,3000.0,0.4,,,8.006700845440367,,3.349904087274605,7016.58,0.2907399331298154,0.2552156455063126
PROP-DCA99BED79B6,22500000,Pune,Shaniwar Peth,Apartment,4,4,1,3000,4.0,4.0,,,East,18.631896517086886,73.85238148920432,0.898,3.702,2.986,6.339,6.824,4.283,2.979,38.5,32222.55,23000.0,28.39,1762.0,115.22,1.6,6.61,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,50.8,59.0,30.0,15,0.733,0,88,46,76,88,88.7,750.0,1.0,,1.0,6.621405651764134,,3.380654480430826,5649.615,1.6284295478541455,0.9663865377430146
PROP-0BBA441CEA2F,14000000,Mumbai,Nagpada,Apartment,1,2,0,570,16.0,22.0,,,,19.24984787452976,72.86661515496813,4.73,1.837,3.97,15.436,11.688,8.638,1.339,22.8,50000.0,50000.0,99.49,2.0,136.43,2.35,12.35,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,44,23,39,44,75.7,570.0,2.0,,0.727,6.3473892096560105,,4.610058220060867,16666.67,6.31578821052657,1.9900347813024009
PROP-F973F03BF731,1200000,Pune,Shivane,Apartment,2,1,0,350,,,,,,18.406227813144675,73.81364346597759,4.816,5.295,3.899,5.952,3.437,7.86,1.538,25.4,12000.0,9750.0,16.1,4.0,121.68,2.23,5.83,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,36,19,32,36,65.3,175.0,0.5,,,5.170483995038151,,2.8390784635086144,4504.5,7.421150278293136,2.1307464315474687
PROP-D7BA3EA5A4B1,7000000,Delhi,Anand Parbat,Independent House,4,3,1,3000,,,,,,28.60398082781172,77.22814372414261,1.149,5.729,3.55,9.0,5.637,2.006,2.303,35.5,50000.0,50000.0,41.67,1.0,117.8,1.67,2.22,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,372,198,324,372,385.7,750.0,0.75,,,6.621405651764134,,3.7534960971999087,8157.41,2.451758585139156,1.2388838359955483
PROP-5BEAA167BC26,14000000,Delhi,Manglapuri,Apartment,4,4,1,2287,4.0,4.0,,,,28.55431072357948,76.99614058256057,4.309,3.319,1.832,14.237,11.314,4.704,7.751,27.7,41733.14,22000.0,27.78,1758.0,133.18,3.0,10.55,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,190,99,162,190,203.0,571.75,1.0,,1.0,6.350449321333605,,3.359680701459222,6235.08,1.851380700398021,1.0478033332495096
PROP-21626AB95D4C,2100000,Mumbai,Nalasopara West,Apartment,2,1,0,370,1.0,5.0,,,,19.145745819744192,72.91653325373174,0.905,3.31,2.65,3.592,2.09,2.968,1.598,42.4,6750.0,6750.0,11.39,2.0,116.6,2.13,3.06,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,159,89,145,159,149.7,185.0,0.5,,0.2,5.225746673713202,,2.516889695641051,6215.91,3.521912622913121,1.508935051005033
PROP-4406879C04B8,10000000,Bengaluru,Kaggadasapura,Independent House,5,4,1,2300,,,1.0,,,13.016207997279212,77.57180884144196,3.751,1.09,1.741,3.589,4.92,3.474,1.053,41.9,26062.5,22500.0,24.12,8.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,86,48,79,86,96.0,460.0,0.8,,,6.133398042996649,,3.223664341599998,4450.99,2.63742008739238,1.291274663154535
PROP-BC05B08055EF,1950000,Pune,Vadgaon,Apartment,1,2,0,579,0.0,4.0,,,,18.541437668485138,73.87784942671189,2.208,1.985,2.174,5.933,2.36,0.812,1.792,50.1,50000.0,50000.0,29.9,1.0,108.13,1.98,7.5,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,84,48,78,84,85.3,579.0,2.0,,0.0,6.363028103540465,,3.4307561839036995,5600.0,18.50481125092524,2.970661165953338
PROP-10979CB9A20E,15600000,Bengaluru,Vidyaranyapura,Independent House,8,2,1,3900,,,,,,13.152303641626997,77.8342077956795,5.206,17.18,16.384,18.748,14.467,14.558,11.235,5.7,20750.0,18500.0,19.12,4.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,487.5,0.25,,,6.191339471482838,,3.0017143452315387,6033.485000000001,0.9434526964611152,0.6644661316576772
PROP-F7BC116B976E,4000000,Pune,Nigdi,Apartment,1,2,1,665,1.0,3.0,,,,18.588563551408665,73.80987779547101,0.522,2.537,0.588,1.996,0.734,2.674,2.436,60.1,18333.33,15000.0,27.27,3.0,124.88,2.64,9.13,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,91,50,82,91,57.7,665.0,2.0,,0.333,6.501289670540389,,3.341801171705499,7018.52,3.8566064031921727,1.5803399230595836
PROP-86F124E2FFBE,10000000,Mumbai,Girgaon,Apartment,1,2,0,500,3.0,3.0,,,,19.302272352863472,72.94884853656221,2.117,9.356,8.91,16.899,17.927,4.311,6.871,16.1,84000.0,85000.0,106.67,5.0,103.78,1.13,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,119,62,102,119,72.0,500.0,2.0,0.85,1.0,6.2166061010848646,0.6151856390902334,4.679070993827626,16964.29,12.025260119934284,2.5668905582603068
PROP-4442232F537D,7500000,Pune,Mamurdi,Apartment,3,3,0,1241,8.0,,,,,18.480297706843483,74.04519350808296,3.843,1.5,4.868,5.369,11.242,5.776,4.682,24.4,32222.55,23000.0,28.39,1762.0,115.22,1.6,6.61,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,59.4,32.0,19.0,10,0.5,0,76,42,69,76,88.0,413.667,1.0,,,6.0274757884892125,,3.380654480430826,4690.27,4.741758774715239,1.7477655701433303
PROP-D7B7F8CB47B9,17500000,Mumbai,Ghatkopar East,Apartment,2,3,0,1012,7.0,16.0,,,,19.07799963047977,72.85360373581791,1.61,1.659,3.943,6.762,6.263,3.069,1.077,40.0,49562.5,40500.0,79.14,16.0,116.6,2.13,3.06,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,1,Ongoing,29.5,44.0,13.0,11,0.636,1,159,89,145,159,149.7,506.0,1.5,,0.438,6.228511003591184,,4.383775105207999,23050.0,2.083458369415174,1.1260518142767633
PROP-311EA53670F4,4500000,Bengaluru,Electronic City,Apartment,2,3,1,1200,2.0,5.0,,,,12.943694,77.66531950000001,1.558,1.73,6.281,4.855,5.111,2.738,0.501,38.2,36560.0,30000.0,23.64,25.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,58,33,54,58,68.3,600.0,1.5,,0.4,6.398594934535208,,3.204371138665319,4400.0,6.8181818181818175,2.056452023455137
PROP-1F9A947187E4,4000000,Pune,Lohegaon,Apartment,1,2,0,433,7.0,,,,,18.41752874161669,73.66075126335821,9.612,6.731,8.683,7.005,5.23,10.565,5.553,11.4,16742.86,16500.0,18.18,35.0,114.12,-0.47,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,66.7,30.0,20.0,7,0.714,0,95,50,82,95,56.7,433.0,2.0,0.917,,6.073044534100405,0.6507614640635074,2.953868069455292,4464.29,10.242946286863944,2.419740935282577
PROP-6EC06EA6494A,3200000,Kolkata,Ganguly Bagan,Apartment,2,3,0,817,3.0,4.0,,,,22.56737539464003,88.26463877545622,1.269,2.297,0.229,0.757,2.926,1.792,0.51,60.4,,,,,105.4,2.08,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,114,65,107,114,69.7,408.5,1.5,,0.75,6.014936903293124,,,4000.0,,
PROP-4B104614C8CE,6500000,Bengaluru,Gunjur Palya,Apartment,2,3,0,1109,1.0,4.0,,,East,12.824244476180642,77.50991165124343,5.419,4.358,7.137,12.682,2.217,5.803,3.561,20.3,56584.17,35000.0,30.0,1777.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Ongoing,16.7,60.0,10.0,9,0.667,0,32,16,27,32,52.7,554.5,1.5,,0.25,6.319868609079685,,3.4339872044851463,6131.65,6.176470724480972,1.970807719662094
PROP-C50ED408D753,4000000,Bengaluru,Kpc Layout,Villa,3,3,1,2000,,,,,,13.136487109832132,77.44221748688318,3.092,0.923,4.566,16.882,7.128,2.275,4.143,34.4,56584.17,35000.0,30.0,1777.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,27,15,25,27,48.3,666.667,1.0,,,6.503789546248707,,3.4339872044851463,6990.74,3.0039738282356376,1.3872873250269258
PROP-CEC5D1DF0021,4500000,Delhi,Kondli,Apartment,1,2,1,450,0.0,4.0,,,,28.80837154890786,77.16373446212687,3.589,6.017,4.785,10.024,5.467,0.943,3.277,25.9,2900.0,2900.0,24.17,1.0,120.51,2.09,2.34,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,1,Ongoing,79.5,44.0,35.0,12,0.583,0,218,117,192,218,256.0,450.0,2.0,,0.0,6.111467339502679,,3.2256528091472245,8139.53,0.950095808152723,0.667878503754711
PROP-42F0DF0F380A,20000000,Pune,Bhosari,Independent House,5,3,0,1500,,3.0,,,West,18.628139797819028,73.88062477148745,1.622,1.463,4.929,8.915,6.755,2.004,2.198,39.1,17666.67,17500.0,18.33,3.0,115.22,1.6,6.61,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,88,46,76,88,88.7,300.0,0.6,0.923,,5.707110264748875,0.6538864666066427,2.9616582932202395,5600.0,2.5,1.252762968495368
PROP-8D360869E6C3,1800000,Kolkata,Ashok Nagar,Apartment,2,2,1,540,2.0,,,,,22.74085497547584,88.2122407147157,3.58,9.772,5.043,19.491,8.842,6.172,6.071,13.7,,,,,108.19,2.47,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,152,80,131,152,150.0,270.0,1.0,,,5.602118820879701,,,3916.77,,
PROP-22969ED05159,8100000,Bengaluru,Kartik Nagar,Apartment,3,3,0,1350,1.0,4.0,,,,13.081516030546572,77.63720362895717,0.991,5.043,1.229,4.044,8.037,2.882,2.1,39.6,56584.17,35000.0,30.0,1777.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,31,17,28,31,49.0,450.0,1.0,,0.25,6.111467339502679,,3.4339872044851463,5833.33,5.3333363809541225,1.8458271717014976
PROP-29AD9339357A,9000000,Bengaluru,Kasturi Nagar,Independent House,2,2,1,750,,,,,,12.92034986703178,77.71628969140433,0.82,5.447,6.162,4.767,2.969,2.995,2.176,41.1,74000.0,62500.0,29.26,4.0,106.95,1.83,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,106,58,96,106,105.7,375.0,1.0,,,5.929589143389895,,3.40982670836021,5875.96,17.018495701127986,2.89139876929093
PROP-B1B675E8142D,1600000,Delhi,Sector 4 Rohini,Apartment,1,2,1,400,0.0,4.0,,,,28.76803668279761,77.18645970251877,2.444,3.799,4.471,12.886,4.931,5.943,1.499,25.9,18000.0,18000.0,20.0,1.0,115.27,1.88,8.27,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,424,221,362,424,434.3,400.0,2.0,,0.0,5.993961427306569,,3.044522437723423,9256.66,5.833637618752336,1.9218571260583532
PROP-346C569C13C8,11200000,Bengaluru,Horamavu,Independent House,2,3,1,1600,,,,,,12.971820028925288,77.49825877716053,2.062,4.945,4.726,1.233,3.703,4.567,3.192,28.3,60583.33,35500.0,23.62,12.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,72,41,67,72,43.7,800.0,1.5,,,6.68586094706836,,3.2035591207563074,4865.48,5.47222473425027,1.8675199032340204
PROP-E2546FA81F77,5200000,Bengaluru,Hurulichikanahalli,Independent House,2,3,1,1000,,,,,,12.942870375595325,77.44474990421233,2.113,2.716,6.48,4.172,0.7,7.327,4.291,33.9,56584.17,35000.0,30.0,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,500.0,1.5,,,6.2166061010848646,,3.4339872044851463,6033.485000000001,6.961150976591471,2.0745735844526147
PROP-27D281122E90,5500000,Delhi,Gokalpur,Independent House,4,3,0,1500,,5.0,,,,28.817562087849424,76.92889655328509,12.286,10.014,6.293,12.948,14.304,14.879,8.782,4.7,41733.14,22000.0,27.78,1758.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,103,58,95,103,173.0,375.0,0.75,,,5.929589143389895,,3.359680701459222,11368.455,1.548143525219566,0.9353650647026296
PROP-AAF61270EA07,4000000,Kolkata,Barasat,Apartment,2,3,0,1082,3.0,,,,,22.45947743027738,88.41110031726251,2.594,2.304,1.238,5.496,5.962,3.832,1.211,38.9,,,,,126.46,2.2,8.22,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Completed,100.0,45.0,79.0,12,0.75,0,117,61,101,117,71.7,541.0,1.5,,,6.295266001439646,,,2890.93,,
PROP-85C9417C071B,5500000,Kolkata,New Town,Apartment,3,3,1,1430,3.0,4.0,,,,22.557528,88.4044645,0.687,2.869,2.721,7.09,0.455,2.49,1.997,51.5,,,,,117.31,1.62,8.02,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,1,Ongoing,12.5,56.0,7.0,9,0.222,0,166,88,144,166,159.7,476.667,1.0,0.839,0.75,6.168913836996524,0.609221945622184,,5386.57,,
PROP-3A9596436B83,2800000,Bengaluru,Banaswadi,Independent House,1,1,0,300,,,,,,12.791814357660735,77.48293908407791,6.501,6.938,4.095,12.111,6.737,9.126,7.915,13.8,29500.0,35000.0,27.5,3.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,33,17,28,33,52.0,300.0,1.0,,,5.707110264748875,,3.349904087274605,5833.33,24.00001371429355,3.2188763734397923
PROP-11F6896D35AA,9500000,Bengaluru,Hoskote,Independent House,3,3,0,1230,,,,,,12.979950998386974,77.78865213272661,2.404,2.074,6.795,6.415,7.748,4.951,6.567,30.7,46666.67,35000.0,16.67,3.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,59,33,54,59,71.3,410.0,1.0,,,6.018593214496234,,2.871868286331605,3694.075,9.243543096286524,2.326647565261995
PROP-C1CA172DB56F,30000000,Delhi,Laxmi Nagar,Independent House,3,5,1,2000,2.0,3.0,,,,28.26482886568811,77.55074724659168,30.952,28.774,21.518,37.341,21.579,13.361,4.879,0.2,18325.0,15000.0,21.71,20.0,108.21,1.6,7.81,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,256,137,225,256,252.3,666.667,1.667,,0.667,6.503789546248707,,3.122805356117467,5388.889999999999,1.6701027484324231,0.9821169542306836
PROP-C02EF49D4B6C,5200000,Pune,Hadapsar,Apartment,2,2,0,700,1.0,4.0,,,,18.38689666136795,73.75193017434535,2.644,1.512,4.281,5.773,6.954,6.752,0.424,32.3,25679.16,20500.0,27.76,104.0,111.17,1.53,6.6,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,91,48,78,91,55.0,350.0,1.0,,0.25,5.860786223465865,,3.358985532852846,5391.3,6.518438436528692,2.017358461681593
