property_master_id,derived_age_years,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_locality_price_premium,derived_accessibility_score,derived_amenity_score,derived_hpi_growth,derived_local_price_growth,derived_rent_per_sqft,derived_rental_yield,derived_school_access,derived_hospital_access,derived_metro_access,derived_transit_density,derived_age_years_log1p,derived_area_per_bhk_log1p,derived_locality_price_premium_log1p,derived_amenity_score_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,derived_school_access_log1p,derived_hospital_access_log1p,derived_metro_access_log1p,derived_city_locality,derived_market_regime,listing_date,city,locality,price_inr,price_per_sqft,target_locality_median_ppsf
PROP-9E517D13E8D4,9.5,600.0,2.0,0.833,0.5,1.0,15.3,0.0,2.26,1.95,0.0,0.0,0.104,0.235,0.374,0.0,2.3514,6.3986,0.6931,0.0,0.0,0.0,0.0989,0.2111,0.3177,Chennai_Chengalpattu,Stable,2021-05-15,Chennai,Chengalpattu,2200000,3666.67,4435.3
PROP-A66C599DCA2F,9.5,1600.0,1.67,0.833,0.5,1.0,15.7,2.0,0.0,1.51,0.0,0.0,0.308,0.157,0.066,1.0,2.3514,7.3784,0.6931,1.0986,0.0,0.0,0.2685,0.1458,0.0639,Chennai_Korattur,Declining,2018-11-15,Chennai,Korattur,60000000,12500.0,6060.61
PROP-F393F18E0572,9.5,666.67,0.67,0.833,0.5,1.0,38.2,3.0,4.21,-0.76,0.0,0.0,0.376,0.604,0.371,1.0,2.3514,6.5038,0.6931,1.3863,0.0,0.0,0.3192,0.4725,0.3155,Chennai_Ayapakkam,Stable,2020-08-15,Chennai,Ayapakkam,15000000,7500.0,7500.0
PROP-E1F2B682DAF2,9.5,450.0,1.5,0.833,0.5,1.0,18.6,0.0,6.81,1.92,0.0,0.0,0.359,0.104,0.139,0.0,2.3514,6.1115,0.6931,0.0,0.0,0.0,0.3067,0.0989,0.1302,Chennai_Thiruvellavoyal,Growth,2019-05-15,Chennai,Thiruvellavoyal,6000000,6666.67,6666.67
PROP-15EAE8F93BC8,9.5,539.5,1.5,0.833,0.5,1.0,12.7,0.0,7.64,2.01,0.0,0.0,0.256,0.073,0.082,0.0,2.3514,6.2925,0.6931,0.0,0.0,0.0,0.2279,0.0705,0.0788,Chennai_Arumbakkam,Growth,2020-02-15,Chennai,Arumbakkam,7500000,6950.88,7698.415
PROP-9DA23E88251B,9.5,533.0,2.0,0.833,0.75,1.0,8.5,0.0,12.72,2.5,0.0,0.0,0.158,0.103,0.201,0.0,2.3514,6.2804,0.6931,0.0,0.0,0.0,0.1467,0.098,0.1832,Chennai_Paranur,Growth,2022-08-15,Chennai,Paranur,30000000,56285.18,50000.0
PROP-70D3EB756EBC,9.5,500.0,1.5,0.833,0.5,1.0,8.5,0.0,1.77,-0.7,0.0,0.0,0.158,0.103,0.201,0.0,2.3514,6.2166,0.6931,0.0,0.0,0.0,0.1467,0.098,0.1832,Chennai_Paranur,Stable,2020-11-15,Chennai,Paranur,50000000,50000.0,50000.0
PROP-D95A6E893877,9.5,1000.0,0.5,0.833,0.5,1.0,23.9,0.0,9.52,3.06,0.0,0.0,0.357,0.178,0.327,0.0,2.3514,6.9088,0.6931,0.0,0.0,0.0,0.3053,0.1638,0.2829,Chennai_Alagasanagar,Growth,2021-11-15,Chennai,Alagasanagar,10500000,5250.0,5250.0
PROP-B669060907E2,9.5,4000.0,2.0,0.833,0.5,1.0,23.9,0.0,6.81,1.92,0.0,0.0,0.357,0.178,0.327,0.0,2.3514,8.2943,0.6931,0.0,0.0,0.0,0.3053,0.1638,0.2829,Chennai_Alagasanagar,Growth,2019-05-15,Chennai,Alagasanagar,20000000,5000.0,5250.0
PROP-AFF8408C9368,9.5,700.0,2.0,0.833,0.5,1.0,23.9,0.0,1.55,1.79,0.0,0.0,0.357,0.178,0.327,0.0,2.3514,6.5525,0.6931,0.0,0.0,0.0,0.3053,0.1638,0.2829,Chennai_Alagasanagar,Stable,2021-02-15,Chennai,Alagasanagar,5000000,7142.86,5250.0
PROP-7E722327B138,9.5,345.0,1.0,0.657,0.5,1.0,3.7,0.0,6.95,1.68,0.0,0.0,0.089,0.08,0.075,0.0,2.3514,5.8464,0.6931,0.0,0.0,0.0,0.0853,0.077,0.0723,Chennai_Avadi,Growth,2019-11-15,Chennai,Avadi,3000000,4347.83,4959.014999999999
PROP-69C56DAAB05A,9.5,461.0,1.5,0.833,0.5,1.0,30.3,3.0,13.31,3.59,0.0,0.0,0.261,0.699,0.196,0.0,2.3514,6.1356,0.6931,1.3863,0.0,0.0,0.2319,0.53,0.179,Chennai_Thirumullaivoyal,Growth,2022-11-15,Chennai,Thirumullaivoyal,4200000,4555.31,4776.12
PROP-109383D097A9,9.5,526.0,1.5,0.833,0.5,1.0,54.1,5.0,12.63,3.46,0.0,0.0,0.597,0.614,0.355,1.0,2.3514,6.2672,0.6931,1.7918,0.0,0.0,0.4681,0.4787,0.3038,Chennai_Ambattur Industrial Estate,Growth,2022-05-15,Chennai,Ambattur Industrial Estate,8400000,7984.79,7937.26
PROP-806C00BFC8C1,9.5,286.67,1.0,0.833,0.5,1.0,49.1,6.0,0.0,1.85,0.0,0.0,0.882,0.394,0.426,0.0,2.3514,5.6618,0.6931,1.9459,0.0,0.0,0.6323,0.3322,0.3549,Chennai_Vyasarpadi,Declining,2018-08-15,Chennai,Vyasarpadi,9500000,11046.51,6847.5599999999995
PROP-75A3326C1DB8,9.5,693.33,1.33,0.833,0.5,1.0,10.8,0.0,5.53,2.41,0.0,0.0,0.113,0.084,0.085,0.0,2.3514,6.5429,0.6931,0.0,0.0,0.0,0.1071,0.0807,0.0816,Chennai_Mannivakkam,Growth,2021-08-15,Chennai,Mannivakkam,4000000,1923.08,3139.19
PROP-DC796BE0DC12,9.5,500.0,1.0,0.667,0.5,1.0,20.4,0.0,0.0,1.36,0.0,0.0,0.301,0.164,0.141,0.0,2.3514,6.2166,0.6931,0.0,0.0,0.0,0.2631,0.1519,0.1319,Chennai_Adambakkam,Declining,2019-02-15,Chennai,Adambakkam,33900000,11300.0,8917.025
PROP-C19975D7A03E,9.5,375.0,0.75,0.833,0.5,1.0,15.8,2.0,4.21,-0.76,0.0,0.0,0.155,0.166,0.361,1.0,2.3514,5.9296,0.6931,1.0986,0.0,0.0,0.1441,0.1536,0.3082,Chennai_Nemilicheri,Stable,2020-08-15,Chennai,Nemilicheri,12000000,8000.0,4333.33
PROP-71D614BD0028,9.5,476.0,2.0,0.833,0.5,1.0,15.7,2.0,5.53,2.41,0.0,0.0,0.308,0.157,0.066,1.0,2.3514,6.1675,0.6931,1.0986,0.0,0.0,0.2685,0.1458,0.0639,Chennai_Korattur,Growth,2021-08-15,Chennai,Korattur,4284000,9000.0,6060.61
PROP-8A1A1AA013AF,9.5,330.0,1.0,0.833,0.01,1.0,15.7,2.0,6.95,1.68,0.0,0.0,0.308,0.157,0.066,1.0,2.3514,5.8021,0.6931,1.0986,0.0,0.0,0.2685,0.1458,0.0639,Chennai_Korattur,Growth,2019-11-15,Chennai,Korattur,4000000,6060.61,6060.61
PROP-817D39D65B4A,9.5,572.25,1.0,0.833,0.938,1.0,39.5,7.0,1.55,1.79,0.0,0.0,0.338,0.305,0.494,2.0,2.3514,6.3513,0.6931,2.0794,0.0,0.0,0.2912,0.2662,0.4015,Chennai_Oragadam Sriperambattur,Stable,2021-02-15,Chennai,Oragadam Sriperambattur,10000000,4368.72,3944.95
PROP-D71D19C21C43,9.5,460.0,1.0,0.833,1.0,1.0,11.5,2.0,9.52,3.06,0.0,0.0,0.217,0.12,0.177,1.0,2.3514,6.1334,0.6931,1.0986,0.0,0.0,0.1964,0.1133,0.163,Chennai_Kolathur,Growth,2021-11-15,Chennai,Kolathur,8200000,5942.03,6272.379999999999
PROP-53540A0F8A78,9.5,650.0,2.0,0.833,0.5,1.0,52.4,3.0,12.63,3.46,0.0,0.0,0.439,0.582,1.339,0.0,2.3514,6.4785,0.6931,1.3863,0.0,0.0,0.3639,0.4587,0.8497,Chennai_Kadambathur,Growth,2022-05-15,Chennai,Kadambathur,1950000,3000.0,3501.64
PROP-C89681F3827D,9.5,400.0,2.0,0.375,0.5,1.0,15.3,0.0,6.92,1.24,0.0,0.0,0.104,0.235,0.374,0.0,2.3514,5.994,0.6931,0.0,0.0,0.0,0.0989,0.2111,0.3177,Chennai_Chengalpattu,Growth,2020-05-15,Chennai,Chengalpattu,2578000,6445.0,4435.3
PROP-5DCC404718D5,9.5,575.0,1.5,0.833,0.5,1.0,36.9,7.0,6.78,1.82,0.0,0.0,0.389,0.417,0.203,2.0,2.3514,6.3561,0.6931,2.0794,0.0,0.0,0.3286,0.3485,0.1848,Chennai_Mogappair,Growth,2019-08-15,Chennai,Mogappair,16000000,13913.04,7072.219999999999
PROP-F431A8E911DA,9.5,375.0,0.62,0.7,0.5,1.0,28.5,1.0,12.63,3.46,0.0,0.0,0.447,0.253,0.269,0.0,2.3514,5.9296,0.6931,0.6931,0.0,0.0,0.3695,0.2255,0.2382,Chennai_Choolaimedu,Growth,2022-05-15,Chennai,Choolaimedu,19000000,6333.33,6906.525
PROP-2719511ED9DF,9.5,400.0,2.0,0.833,0.5,1.0,29.3,0.0,7.64,2.01,0.0,0.0,0.321,0.264,0.42,0.0,2.3514,5.994,0.6931,0.0,0.0,0.0,0.2784,0.2343,0.3507,Chennai_Chromepet,Growth,2020-02-15,Chennai,Chromepet,3900000,9750.0,5607.48
PROP-A61C865CD43C,9.5,500.0,2.0,0.833,0.5,1.0,49.1,6.0,0.0,0.0,0.0,0.0,0.882,0.394,0.426,0.0,2.3514,6.2166,0.6931,1.9459,0.0,0.0,0.6323,0.3322,0.3549,Chennai_Vyasarpadi,Declining,2018-05-15,Chennai,Vyasarpadi,2600000,5200.0,6847.5599999999995
PROP-C3C134E5BF4F,9.5,450.0,1.0,0.833,0.5,1.0,40.5,0.0,6.95,1.68,0.0,0.0,0.335,0.745,0.455,0.0,2.3514,6.1115,0.6931,0.0,0.0,0.0,0.2889,0.5568,0.375,Chennai_Oragadam Ambattur,Growth,2019-11-15,Chennai,Oragadam Ambattur,8000000,5925.93,5000.0
PROP-2B96092FB0DB,9.5,432.5,1.5,0.833,0.667,1.0,15.7,2.0,0.0,1.51,0.0,0.0,0.308,0.157,0.066,1.0,2.3514,6.0719,0.6931,1.0986,0.0,0.0,0.2685,0.1458,0.0639,Chennai_Korattur,Declining,2018-11-15,Chennai,Korattur,7000000,8092.49,6060.61
PROP-DFC240790013,9.5,333.33,1.0,0.833,0.5,1.0,49.1,6.0,6.95,1.68,0.0,0.0,0.882,0.394,0.426,0.0,2.3514,5.8121,0.6931,1.9459,0.0,0.0,0.6323,0.3322,0.3549,Chennai_Vyasarpadi,Growth,2019-11-15,Chennai,Vyasarpadi,3500000,3500.0,6847.5599999999995
PROP-E014001CBEE6,9.5,500.0,1.5,0.833,0.5,1.0,23.7,0.0,7.64,2.01,0.0,0.0,0.273,0.278,0.248,0.0,2.3514,6.2166,0.6931,0.0,0.0,0.0,0.2414,0.2453,0.2215,Chennai_Guduvancheri,Growth,2020-02-15,Chennai,Guduvancheri,6000000,6000.0,4816.665
PROP-A09A1B62B939,9.5,400.0,2.5,0.833,0.5,1.0,15.3,0.0,6.95,1.68,0.0,0.0,0.104,0.235,0.374,0.0,2.3514,5.994,0.6931,0.0,0.0,0.0,0.0989,0.2111,0.3177,Chennai_Chengalpattu,Growth,2019-11-15,Chennai,Chengalpattu,3380000,4225.0,4435.3
PROP-21A9190A1D29,9.5,720.0,2.0,0.833,0.5,1.0,6.2,3.0,4.21,-0.76,0.0,0.0,0.127,0.075,0.078,0.0,2.3514,6.5806,0.6931,1.3863,0.0,0.0,0.1196,0.0723,0.0751,Chennai_Perungudi,Stable,2020-08-15,Chennai,Perungudi,3800000,5277.78,6515.84
PROP-F335302FD4F1,9.5,896.0,3.0,0.833,0.5,1.0,39.5,0.0,1.55,1.79,0.0,0.0,0.61,0.339,0.458,0.0,2.3514,6.7991,0.6931,0.0,0.0,0.0,0.4762,0.2919,0.3771,Chennai_Poonamallee,Stable,2021-02-15,Chennai,Poonamallee,3000000,3348.21,5489.48
PROP-E65FC9D8022F,9.5,130.0,0.33,0.964,0.5,1.0,34.0,2.0,12.72,2.5,0.0,0.0,0.262,0.226,1.199,1.0,2.3514,4.8752,0.6931,1.0986,0.0,0.0,0.2327,0.2038,0.788,Chennai_Triplicane,Growth,2022-08-15,Chennai,Triplicane,11000000,28205.13,9487.18
PROP-27EF198ACAD9,9.5,421.67,1.0,0.833,1.0,1.0,7.0,0.0,1.77,-0.7,0.0,0.0,0.101,0.059,0.106,0.0,2.3514,6.0466,0.6931,0.0,0.0,0.0,0.0962,0.0573,0.1007,Chennai_Mylapore,Stable,2020-11-15,Chennai,Mylapore,12000000,9486.17,9693.085
PROP-984E70BA3523,9.5,300.0,0.6,0.368,0.5,1.0,30.5,4.0,0.0,1.36,0.0,0.0,0.277,0.45,0.53,2.0,2.3514,5.7071,0.6931,1.6094,0.0,0.0,0.2445,0.3716,0.4253,Chennai_Chetpet,Declining,2019-02-15,Chennai,Chetpet,9000000,6000.0,7547.62
PROP-D048F218A041,9.5,300.0,1.0,0.25,0.5,1.0,23.7,0.0,1.55,1.79,0.0,0.0,0.273,0.278,0.248,0.0,2.3514,5.7071,0.6931,0.0,0.0,0.0,0.2414,0.2453,0.2215,Chennai_Guduvancheri,Stable,2021-02-15,Chennai,Guduvancheri,4000000,6666.67,4816.665
PROP-A48D8629C66F,9.5,403.33,1.0,0.833,0.5,1.0,30.3,3.0,0.0,1.85,0.0,0.0,0.261,0.699,0.196,0.0,2.3514,6.0022,0.6931,1.3863,0.0,0.0,0.2319,0.53,0.179,Chennai_Thirumullaivoyal,Declining,2018-08-15,Chennai,Thirumullaivoyal,5556000,4591.74,4776.12
PROP-844854BE7B8E,9.5,317.5,1.0,0.833,0.0,1.0,17.9,0.0,4.21,-0.76,0.0,0.0,0.275,0.073,0.089,0.0,2.3514,5.7636,0.6931,0.0,0.0,0.0,0.2429,0.0705,0.0853,Chennai_Kodambakkam,Stable,2020-08-15,Chennai,Kodambakkam,4000000,6299.21,10461.54
PROP-569CD3EFFF60,9.5,405.0,1.5,0.833,0.5,1.0,30.3,3.0,0.0,0.0,0.0,0.0,0.261,0.699,0.196,0.0,2.3514,6.0064,0.6931,1.3863,0.0,0.0,0.2319,0.53,0.179,Chennai_Thirumullaivoyal,Declining,2018-05-15,Chennai,Thirumullaivoyal,3778000,4664.2,4776.12
PROP-23E2F778E278,9.5,400.0,0.5,0.833,0.5,1.0,52.4,3.0,6.95,1.68,0.0,0.0,0.439,0.582,1.339,0.0,2.3514,5.994,0.6931,1.3863,0.0,0.0,0.3639,0.4587,0.8497,Chennai_Kadambathur,Growth,2019-11-15,Chennai,Kadambathur,3000000,3750.0,3501.64
PROP-5F61400A3C10,9.5,425.0,1.5,0.833,0.5,1.0,41.6,7.0,6.92,1.24,0.0,0.0,0.412,0.498,0.252,3.0,2.3514,6.0544,0.6931,2.0794,0.0,0.0,0.345,0.4041,0.2247,Chennai_Velachery,Growth,2020-05-15,Chennai,Velachery,4500000,5294.12,8125.0
PROP-80951BBE3279,9.5,500.0,0.33,0.833,0.5,1.0,39.5,7.0,6.78,1.82,0.0,0.0,0.338,0.305,0.494,2.0,2.3514,6.2166,0.6931,2.0794,0.0,0.0,0.2912,0.2662,0.4015,Chennai_Oragadam Sriperambattur,Growth,2019-08-15,Chennai,Oragadam Sriperambattur,7500000,2500.0,3944.95
PROP-2F345CB5B07B,9.5,533.33,1.0,0.833,0.5,1.0,11.5,2.0,6.92,1.24,0.0,0.0,0.217,0.12,0.177,1.0,2.3514,6.281,0.6931,1.0986,0.0,0.0,0.1964,0.1133,0.163,Chennai_Kolathur,Growth,2020-05-15,Chennai,Kolathur,9500000,5937.5,6272.379999999999
PROP-4C59E251EFA5,9.5,1476.33,1.67,0.833,0.5,1.0,52.4,3.0,6.92,1.24,0.0,0.0,0.439,0.582,1.339,0.0,2.3514,7.298,0.6931,1.3863,0.0,0.0,0.3639,0.4587,0.8497,Chennai_Kadambathur,Growth,2020-05-15,Chennai,Kadambathur,15500000,3499.66,3501.64
PROP-20E0B72E1186,9.5,1474.67,1.67,0.833,0.5,1.0,52.4,3.0,0.0,1.85,0.0,0.0,0.439,0.582,1.339,0.0,2.3514,7.2969,0.6931,1.3863,0.0,0.0,0.3639,0.4587,0.8497,Chennai_Kadambathur,Declining,2018-08-15,Chennai,Kadambathur,15500000,3503.62,3501.64
PROP-EDDDCDD1404B,9.5,550.0,1.5,0.833,0.571,1.0,33.0,5.0,6.95,1.68,0.0,0.0,0.473,0.168,0.38,0.0,2.3514,6.3117,0.6931,1.7918,0.0,0.0,0.3873,0.1553,0.3221,Chennai_Padur,Growth,2019-11-15,Chennai,Padur,6000000,5454.55,5352.36
PROP-EA907891F858,9.5,379.5,1.0,1.0,1.0,1.0,37.5,5.0,0.0,1.36,0.0,0.0,0.493,0.303,0.212,1.0,2.3514,5.9415,0.6931,1.7918,0.0,0.0,0.4008,0.2647,0.1923,Chennai_Mevalurkuppam,Declining,2019-02-15,Chennai,Mevalurkuppam,2600000,3425.56,3434.09
PROP-EF3C4A4D064C,9.5,680.0,1.0,0.833,0.5,1.0,12.2,0.0,12.63,3.46,0.0,0.0,0.128,0.164,0.143,0.0,2.3514,6.5236,0.6931,0.0,0.0,0.0,0.1204,0.1519,0.1337,Chennai_Pozhichalur,Growth,2022-05-15,Chennai,Pozhichalur,22500000,6617.65,4230.315
PROP-0E2D8AF27993,9.5,280.0,0.6,0.833,0.5,1.0,30.5,4.0,13.31,3.59,0.0,0.0,0.277,0.45,0.53,2.0,2.3514,5.6384,0.6931,1.6094,0.0,0.0,0.2445,0.3716,0.4253,Chennai_Chetpet,Growth,2022-11-15,Chennai,Chetpet,9000000,6428.57,7547.62
PROP-848670EB70BC,9.5,425.0,1.5,0.833,1.0,1.0,23.7,0.0,0.0,1.51,0.0,0.0,0.273,0.278,0.248,0.0,2.3514,6.0544,0.6931,0.0,0.0,0.0,0.2414,0.2453,0.2215,Chennai_Guduvancheri,Declining,2018-11-15,Chennai,Guduvancheri,4800000,5647.06,4816.665
PROP-C7FBCC808B6E,9.5,300.0,1.0,0.833,0.667,1.0,22.6,3.0,2.26,1.95,0.0,0.0,0.211,0.242,0.142,0.0,2.3514,5.7071,0.6931,1.3863,0.0,0.0,0.1914,0.2167,0.1328,Chennai_Mangadu,Stable,2021-05-15,Chennai,Mangadu,4900000,8166.67,6083.33
PROP-CAD881D27239,9.5,564.0,1.0,0.833,0.067,1.0,40.5,0.0,12.72,2.5,0.0,0.0,0.335,0.745,0.455,0.0,2.3514,6.3368,0.6931,0.0,0.0,0.0,0.2889,0.5568,0.375,Chennai_Oragadam Ambattur,Growth,2022-08-15,Chennai,Oragadam Ambattur,11000000,4875.89,5000.0
PROP-9D482551E341,9.5,375.0,1.0,0.833,0.667,1.0,37.9,3.0,6.81,1.92,0.0,0.0,0.581,0.232,0.288,1.0,2.3514,5.9296,0.6931,1.3863,0.0,0.0,0.4581,0.2086,0.2531,Chennai_Kattankulathur,Growth,2019-05-15,Chennai,Kattankulathur,5000000,4444.44,4545.3099999999995
PROP-4B207A61CA90,9.5,450.0,1.5,0.833,0.5,1.0,13.9,0.0,6.95,1.68,0.0,0.0,0.174,0.204,0.132,0.0,2.3514,6.1115,0.6931,0.0,0.0,0.0,0.1604,0.1856,0.124,Chennai_Maraimalai Nagar,Growth,2019-11-15,Chennai,Maraimalai Nagar,3000000,3333.33,4470.59
PROP-CA7EC6EBE623,9.5,500.0,1.0,0.833,0.5,1.0,13.9,0.0,0.0,0.0,0.0,0.0,0.174,0.204,0.132,0.0,2.3514,6.2166,0.6931,0.0,0.0,0.0,0.1604,0.1856,0.124,Chennai_Maraimalai Nagar,Declining,2018-05-15,Chennai,Maraimalai Nagar,4000000,2666.67,4470.59
PROP-C7FDFAC1070F,9.5,600.0,2.0,0.833,0.5,1.0,30.6,0.0,0.0,0.0,0.0,0.0,0.488,0.272,0.321,0.0,2.3514,6.3986,0.6931,0.0,0.0,0.0,0.3974,0.2406,0.2784,Chennai_Thiruvallur,Declining,2018-05-15,Chennai,Thiruvallur,1100000,1833.33,4444.44
PROP-CC4DACB736AD,9.5,90.33,0.33,0.833,0.5,1.0,11.5,2.0,13.31,3.59,0.0,0.0,0.217,0.12,0.177,1.0,2.3514,4.5145,0.6931,1.0986,0.0,0.0,0.1964,0.1133,0.163,Chennai_Kolathur,Growth,2022-11-15,Chennai,Kolathur,8100000,14944.65,6272.379999999999
PROP-FF94467CF8E2,9.5,733.33,1.33,0.833,0.5,1.0,28.5,4.0,1.55,1.79,0.0,0.0,0.27,0.192,0.398,2.0,2.3514,6.599,0.6931,1.6094,0.0,0.0,0.239,0.1756,0.335,Chennai_Puzhal,Stable,2021-02-15,Chennai,Puzhal,14000000,6363.64,5826.285
PROP-DE41D072EC6B,9.5,400.0,1.0,0.833,0.5,1.0,19.1,1.0,6.95,1.68,0.0,0.0,0.296,0.195,0.243,0.0,2.3514,5.994,0.6931,0.6931,0.0,0.0,0.2593,0.1781,0.2175,Chennai_Manali,Growth,2019-11-15,Chennai,Manali,8000000,6666.67,4899.264999999999
PROP-27B7AF92530C,9.5,620.5,1.0,0.833,1.0,1.0,22.6,0.0,0.0,0.0,0.0,0.0,0.284,0.084,0.083,0.0,2.3514,6.4321,0.6931,0.0,0.0,0.0,0.25,0.0807,0.0797,Chennai_Besant Nagar,Declining,2018-05-15,Chennai,Besant Nagar,49600000,19983.88,19983.88
PROP-EF7C298E1125,9.5,495.0,1.5,0.833,0.5,1.0,36.7,0.0,0.0,1.36,0.0,0.0,0.414,0.909,0.179,0.0,2.3514,6.2066,0.6931,0.0,0.0,0.0,0.3464,0.6466,0.1647,Chennai_Vandalur,Declining,2019-02-15,Chennai,Vandalur,4261000,4304.04,4304.04
PROP-58715E3663F8,9.5,1740.0,3.0,0.833,0.5,1.0,36.7,0.0,0.0,1.51,0.0,0.0,0.287,0.366,1.192,0.0,2.3514,7.4622,0.6931,0.0,0.0,0.0,0.2523,0.3119,0.7848,Chennai_Red Hills,Declining,2018-11-15,Chennai,Red Hills,2200000,1264.37,3592.34
PROP-9BDEAA800858,9.5,408.0,1.5,0.833,1.0,1.0,34.5,8.0,2.26,1.95,0.0,0.0,0.204,0.731,0.294,4.0,2.3514,6.0137,0.6931,2.1972,0.0,0.0,0.1856,0.5487,0.2577,Chennai_Thiruvanmiyur,Stable,2021-05-15,Chennai,Thiruvanmiyur,5300000,6495.1,13498.35
PROP-1C67DCF741E2,9.5,372.5,1.0,0.833,0.5,1.0,8.7,0.0,6.95,1.68,0.0,0.0,0.195,0.122,0.132,0.0,2.3514,5.9229,0.6931,0.0,0.0,0.0,0.1781,0.1151,0.124,Chennai_Perungalathur,Growth,2019-11-15,Chennai,Perungalathur,3000000,4026.85,4866.18
PROP-B2A6F458C05E,9.5,362.5,1.0,0.207,0.5,1.0,13.9,0.0,2.26,1.95,0.0,0.0,0.174,0.204,0.132,0.0,2.3514,5.8958,0.6931,0.0,0.0,0.0,0.1604,0.1856,0.124,Chennai_Maraimalai Nagar,Stable,2021-05-15,Chennai,Maraimalai Nagar,3600000,4965.52,4470.59
PROP-6C45267C9C3F,9.5,466.67,1.0,0.833,0.5,1.0,3.7,0.0,12.63,3.46,0.0,0.0,0.089,0.08,0.075,0.0,2.3514,6.1478,0.6931,0.0,0.0,0.0,0.0853,0.077,0.0723,Chennai_Avadi,Growth,2022-05-15,Chennai,Avadi,6500000,4642.86,4959.014999999999
PROP-760F1D16ADEF,9.5,525.0,1.5,0.833,0.5,1.0,16.0,0.0,13.31,3.59,0.0,0.0,0.152,0.222,0.115,0.0,2.3514,6.2653,0.6931,0.0,0.0,0.0,0.1415,0.2005,0.1089,Chennai_Periyapalayam,Growth,2022-11-15,Chennai,Periyapalayam,3500000,3333.33,3333.33
PROP-3BA68CDA7D63,9.5,500.0,1.5,0.5,0.5,1.0,13.8,0.0,6.78,1.82,0.0,0.0,0.279,0.145,0.119,0.0,2.3514,6.2166,0.6931,0.0,0.0,0.0,0.2461,0.1354,0.1124,Chennai_Veerapuram,Growth,2019-08-15,Chennai,Veerapuram,2100000,2100.0,2100.0
PROP-5D5D933A554C,9.5,500.0,1.5,0.833,0.0,1.0,7.0,0.0,9.52,3.06,0.0,0.0,0.101,0.059,0.106,0.0,2.3514,6.2166,0.6931,0.0,0.0,0.0,0.0962,0.0573,0.1007,Chennai_Mylapore,Growth,2021-11-15,Chennai,Mylapore,9900000,9900.0,9693.085
PROP-CCEE3831F1D4,9.5,765.0,1.33,0.618,0.5,1.0,33.5,4.0,0.0,1.85,0.0,0.0,0.523,1.182,0.1,2.0,2.3514,6.6412,0.6931,1.6094,0.0,0.0,0.4207,0.7802,0.0953,Chennai_Muttukadu,Declining,2018-08-15,Chennai,Muttukadu,9180000,4000.0,7098.215
PROP-2463CFFB28A7,9.5,403.33,1.0,0.833,0.5,1.0,30.3,3.0,13.31,3.59,0.0,0.0,0.261,0.699,0.196,0.0,2.3514,6.0022,0.6931,1.3863,0.0,0.0,0.2319,0.53,0.179,Chennai_Thirumullaivoyal,Growth,2022-11-15,Chennai,Thirumullaivoyal,5800000,4793.39,4776.12
PROP-0CAEF3EB17DF,9.5,1500.0,3.0,0.833,0.5,1.0,15.3,0.0,0.0,1.85,0.0,0.0,0.104,0.235,0.374,0.0,2.3514,7.3139,0.6931,0.0,0.0,0.0,0.0989,0.2111,0.3177,Chennai_Chengalpattu,Declining,2018-08-15,Chennai,Chengalpattu,11000000,7333.33,4435.3
PROP-B2041CEE6128,9.5,455.0,1.5,0.833,0.5,1.0,3.3,0.0,1.77,-0.7,0.0,0.0,0.129,0.076,0.12,0.0,2.3514,6.1225,0.6931,0.0,0.0,0.0,0.1213,0.0733,0.1133,Chennai_Thiruverkkadu,Stable,2020-11-15,Chennai,Thiruverkkadu,11300000,12417.58,4927.01
PROP-2EC168604693,9.5,339.0,1.0,0.833,0.0,1.0,34.0,2.0,12.72,2.5,0.0,0.0,0.262,0.226,1.199,1.0,2.3514,5.8289,0.6931,1.0986,0.0,0.0,0.2327,0.2038,0.788,Chennai_Triplicane,Growth,2022-08-15,Chennai,Triplicane,6200000,9144.54,9487.18
PROP-C07559404574,9.5,400.0,2.5,0.188,0.5,1.0,15.3,0.0,9.52,3.06,0.0,0.0,0.104,0.235,0.374,0.0,2.3514,5.994,0.6931,0.0,0.0,0.0,0.0989,0.2111,0.3177,Chennai_Chengalpattu,Growth,2021-11-15,Chennai,Chengalpattu,3300000,4125.0,4435.3
PROP-CC84FC005F8D,9.5,375.0,0.75,0.44,0.5,1.0,19.1,2.0,0.0,0.0,0.0,0.0,0.278,0.208,0.15,1.0,2.3514,5.9296,0.6931,1.0986,0.0,0.0,0.2453,0.189,0.1398,Chennai_Purasawalkam,Declining,2018-05-15,Chennai,Purasawalkam,7500000,5000.0,8000.0
PROP-AB00038FF2A7,9.5,366.67,1.0,0.833,0.0,1.0,32.5,2.0,1.77,-0.7,0.0,0.0,0.573,0.251,0.218,1.0,2.3514,5.9072,0.6931,1.0986,0.0,0.0,0.453,0.2239,0.1972,Chennai_Ambattur,Stable,2020-11-15,Chennai,Ambattur,6300000,5727.27,5692.31
PROP-19BAD66F7DA0,9.5,425.0,1.5,0.833,0.5,1.0,40.5,0.0,7.64,2.01,0.0,0.0,0.335,0.745,0.455,0.0,2.3514,6.0544,0.6931,0.0,0.0,0.0,0.2889,0.5568,0.375,Chennai_Oragadam Ambattur,Growth,2020-02-15,Chennai,Oragadam Ambattur,5500000,6470.59,5000.0
