property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_yield_pct,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,listing_date,price_per_sqft,target_locality_median_ppsf
PROP-7327C4A1A8FA,4500000,Bengaluru,Marsur,Apartment,2,3,1,1050,11.0,13.0,,,,12.881996889886794,77.67098866676606,5.808,4.668,0.453,8.402,8.486,4.981,1.05,31.0,56584.17,35000.0,30.0,9.3333,1777.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,97.1,34.0,33.0,14,0.143,0,75,42,69,75,47.3,525.0,1.5,,0.846,6.26530121273771,,3.4339872044851463,2.335371690005382,2018-11-15,4285.71,3953.125
PROP-B69A54FA2B79,4000000,Delhi,Iradat Nagar,Independent House,2,3,1,900,,,,,,28.824545502181763,77.05689842340628,5.624,1.523,7.3,2.265,13.704,3.806,2.188,25.7,41733.14,22000.0,27.78,6.6,1758.0,104.79,2.15,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,247,139,228,247,147.7,450.0,1.5,,,6.111467339502679,,3.359680701459222,2.028148247292285,2018-11-15,4444.44,3796.295
PROP-9E2B1CC14639,4200000,Chennai,Rajakilpakkam,Apartment,2,3,1,947,2.0,2.0,,,,12.94543650573777,80.14257154171548,1.089,4.165,3.764,13.151,11.692,1.999,4.075,33.1,,,,,,104.99,1.51,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,72,39,65,72,43.0,473.5,1.5,,1.0,6.162261618049983,,,,2018-11-15,4435.06,5113.64
PROP-22F9546CB97B,12500000,Chennai,Annanagar East,Apartment,2,3,0,1200,3.0,3.0,,,,13.279950271644084,80.29089992016819,5.512,3.817,4.074,15.011,9.596,5.032,2.558,17.7,,,,,,104.99,1.51,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,81,45,74,81,50.3,600.0,1.5,0.917,1.0,6.398594934535208,0.6507614640635074,,,2018-11-15,10416.67,10458.335
PROP-EDC28E0756EB,2900000,Bengaluru,Munnekollal,Apartment,1,2,0,510,3.0,3.0,,,,13.09410548231014,77.60933839418479,3.068,5.916,1.896,6.997,4.944,1.331,1.794,32.1,20750.0,17500.0,29.16,7.2414,10.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,72,41,67,72,43.7,510.0,2.0,,1.0,6.236369590203704,,3.4065165431397557,2.1091702324021364,2018-11-15,5686.27,7785.715
PROP-AF3480DDEE4E,7000000,Bengaluru,Chikkathoguru Village,Apartment,2,3,1,1200,2.0,5.0,,,,12.87661980915022,77.57827267521147,3.45,0.635,1.661,13.188,7.257,4.525,1.911,43.9,56584.17,35000.0,30.0,6.0,1777.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Completed,100.0,37.0,38.0,13,0.769,0,75,42,69,75,47.3,600.0,1.5,,0.4,6.398594934535208,,3.4339872044851463,1.9459101490553128,2018-11-15,5833.33,4801.48
PROP-7F2DD413A38C,17200000,Bengaluru,Jp Nagar,Apartment,3,3,1,1630,12.0,14.0,,,,13.163401801134947,77.51549012783907,4.489,2.022,5.472,16.445,9.527,10.005,4.886,27.3,50566.67,38000.0,26.82,2.6512,15.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,79.3,29.0,23.0,22,0.227,0,72,41,67,72,43.7,543.333,1.0,,0.857,6.2995611919322965,,3.325755186495297,1.2950558806856194,2018-11-15,10552.15,5615.38
PROP-F5EF92554E2C,6500000,Bengaluru,Kadugodi,Apartment,2,3,1,955,3.0,8.0,,,,13.092080635895366,77.78691347059751,2.546,8.808,7.999,12.263,7.721,7.553,6.645,17.1,29272.73,25000.0,27.5,4.6154,11.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,72,41,67,72,43.7,477.5,1.5,,0.375,6.170656210893009,,3.349904087274605,1.7255128234091288,2018-11-15,6806.28,4722.22
PROP-FFBA17B38C6B,6000000,Bengaluru,Kada Agrahara,Apartment,2,3,1,926,,,,Semi-Furnished,East,12.732183449771613,77.4455755608859,12.199,6.883,4.491,15.628,5.128,15.517,15.425,14.2,20000.0,20000.0,21.03,4.0,1.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,21.6,37.0,8.0,13,0.385,0,75,42,69,75,47.3,463.0,1.5,,,6.139884552226255,,3.092405160814252,1.6094379124341005,2018-11-15,6479.48,4192.92
PROP-3E5D567DF124,2500000,Kolkata,Baguiati,Apartment,2,2,0,754,3.0,,,,,22.689828538082807,88.40802611181341,3.421,1.925,2.973,6.569,4.826,4.679,1.934,30.8,,,,,,105.4,2.08,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Completed,100.0,32.0,35.0,6,0.667,0,126,68,112,126,76.0,377.0,1.0,,,5.934894195619588,,,,2018-11-15,3315.65,3714.48
PROP-C693023D20CE,30000000,Bengaluru,Bellandur,Villa,4,4,1,2125,,,,,East,13.064678774360276,77.38065884277945,3.587,8.441,2.453,13.554,9.245,4.785,3.211,18.5,81153.85,50000.0,38.46,2.0,13.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,59.3,54.0,32.0,16,0.438,0,72,41,67,72,43.7,531.25,1.0,,,6.2771133037735884,,3.675287500594469,1.0986122886681098,2018-11-15,14117.65,6830.355
PROP-F6E7B55FCFAE,3500000,Kolkata,Rajarhat,Apartment,2,2,0,774,2.0,8.0,,,,22.566514,88.412438,0.619,3.132,3.422,8.278,1.595,2.43,2.549,47.5,,,,,,105.4,2.08,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,126,68,112,126,76.0,387.0,1.0,0.84,0.25,5.961005339623274,0.6097655716208943,,,2018-11-15,4521.96,4313.73
PROP-679AC0C9D773,42000000,Delhi,Wazirabad,Independent House,4,4,1,2520,,,,,,28.73652375882808,76.99157916141245,9.339,1.641,4.34,10.14,6.58,9.578,9.031,20.3,6625.0,5750.0,16.67,0.1643,4.0,104.79,2.15,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,247,139,228,247,147.7,630.0,1.0,,,6.447305862541213,,2.871868286331605,0.1521200480608332,2018-11-15,16666.67,4830.92
PROP-34A272FE93B7,3500000,Delhi,Dwarka Mor,Apartment,3,3,0,900,2.0,,,,,28.61707911884676,77.11928991908644,3.054,0.725,6.502,1.063,2.466,3.54,3.372,36.9,14947.57,11999.0,20.0,4.1139,21.0,104.79,2.15,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,247,139,228,247,147.7,300.0,1.0,,,5.707110264748875,,3.044522437723423,1.6319623225127726,2018-11-15,3888.89,4357.110000000001
PROP-31920B6CF1C5,7800000,Bengaluru,Sarjapur,Villa,3,3,1,1720,,,,,East,12.850485172985668,77.47419917828631,9.3,8.046,3.594,8.118,6.133,3.195,5.613,14.8,43888.89,38000.0,21.71,5.8462,9.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,24.0,25.0,6.0,7,0.286,0,75,42,69,75,47.3,573.333,1.0,,,6.353209367476599,,3.122805356117467,1.9236937538209125,2018-11-15,4534.88,5500.0
PROP-3FDB0B60065A,4200000,Bengaluru,Bommasandra,Apartment,2,2,1,642,2.0,4.0,,,,13.000195460515387,77.77527013291875,1.435,3.761,4.126,8.051,6.033,3.25,3.995,35.1,36083.33,37500.0,18.61,10.7143,6.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,75,42,69,75,47.3,321.0,1.0,,0.5,5.7745515455444085,,2.976039640208255,2.4608103177203917,2018-11-15,6542.06,4423.08
PROP-D534AC9379FC,2000000,Pune,Vadgaon Budruk,Apartment,1,2,0,450,3.0,3.0,,,North,18.400138101875648,73.95699438113189,3.355,1.614,2.456,4.346,2.013,6.797,5.033,39.5,23500.0,10500.0,18.58,6.3,3.0,104.21,1.8,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,96,50,82,96,60.7,450.0,2.0,,1.0,6.111467339502679,,2.9745086371023644,1.9878743481543453,2018-11-15,4444.44,4347.83
PROP-C03E67003C98,10000000,Kolkata,Lake Town,Apartment,3,3,1,1680,4.0,,,,,22.576953490438093,88.23801921450232,2.021,2.606,2.404,3.633,4.515,3.308,2.318,39.0,,,,,,105.4,2.08,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,114,65,107,114,69.7,560.0,1.0,,,6.329720905522696,,,,2018-11-15,5952.38,4444.44
PROP-1CA3E28E9F53,4800000,Pune,Pisoli,Apartment,2,3,0,937,6.0,8.0,,,East,18.430489847945925,73.92289825901575,2.045,0.331,1.773,5.235,5.4,3.918,2.73,45.8,12333.33,13000.0,15.31,3.25,9.0,104.21,1.8,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Completed,100.0,30.0,36.0,6,0.833,0,96,50,82,96,60.7,468.5,1.5,,0.75,6.1516682986483175,,2.7917784166329227,1.4469189829363254,2018-11-15,5122.73,4901.04
PROP-6FD7BDEA26B9,2500000,Pune,Narhe,Apartment,1,2,0,510,2.0,,,,,18.55139819901402,74.04317914397834,3.025,5.359,3.63,3.717,7.454,5.361,6.069,20.9,11958.33,8250.0,16.25,3.96,12.0,104.21,1.8,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,96,50,82,96,60.7,510.0,2.0,,,6.236369590203704,,2.847812143477369,1.601405740736836,2018-11-15,4901.96,4922.15
PROP-24202C129204,12000000,Delhi,Sector 24 Rohini,Independent House,3,3,0,1017,,,,,,28.709965164285748,77.33005656104366,4.795,9.137,4.702,10.796,10.338,1.373,1.774,23.3,21750.0,21500.0,25.0,2.15,4.0,104.79,2.15,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,308,174,285,308,179.0,339.0,1.0,,,5.828945617610208,,3.258096538021482,1.1474024528375415,2018-11-15,11799.41,9295.12
PROP-BF57C2BAF0C7,5000000,Bengaluru,Marathahalli,Apartment,2,3,1,1200,,,1.0,,East,12.956339,77.651982,0.632,0.608,4.344,2.894,5.062,3.162,0.453,48.9,54884.62,41000.0,36.41,9.84,26.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,74.2,31.0,23.0,5,0.4,0,75,42,69,75,47.3,600.0,1.5,,,6.398594934535208,,3.621938048360055,2.3832429960115,2018-11-15,4166.67,4828.57
PROP-C1F3A616BD58,2375000,Pune,Shivane,Apartment,2,2,1,792,1.0,,,,,18.406227813144675,73.81364346597759,4.816,5.295,3.899,5.952,3.437,7.86,1.538,25.4,12000.0,9750.0,16.1,4.9263,4.0,104.21,1.8,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,96,55,90,96,58.3,396.0,1.0,,,5.983936280687191,,2.8390784635086144,1.779400072237199,2018-11-15,2998.74,4504.5
PROP-AF1D972643F9,8900000,Bengaluru,Kaggadasapura,Apartment,3,3,0,1370,4.0,4.0,,,,13.016207997279212,77.57180884144196,3.751,1.09,1.741,3.589,4.92,3.474,1.053,41.9,26062.5,22500.0,24.12,3.0337,8.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,88.1,42.0,37.0,23,0.391,0,72,41,67,72,43.7,456.667,1.0,,1.0,6.126141845431715,,3.223664341599998,1.3946840688935138,2018-11-15,6496.35,4505.285
PROP-92FC0200E39D,20000000,Bengaluru,Rmv Extension Stage 2,Apartment,3,3,1,1815,2.0,,,,,12.782379908741133,77.63431662523175,6.062,2.751,7.204,17.228,5.21,0.721,3.489,27.9,121000.0,75000.0,37.5,4.5,5.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,40.9,44.0,18.0,12,0.25,0,75,42,69,75,47.3,605.0,1.0,,,6.406879986069314,,3.6506582412937383,1.7047480922384253,2018-11-15,11019.28,9460.575
PROP-868F61F39BA0,7400000,Bengaluru,Sarjapur,Apartment,2,3,0,1145,1.0,4.0,,,,12.850485172985668,77.47419917828631,9.3,8.046,3.594,8.118,6.133,3.195,5.613,14.8,43888.89,38000.0,21.71,6.1622,9.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,75,42,69,75,47.3,572.5,1.5,,0.25,6.351757936569426,,3.122805356117467,1.9688171963469103,2018-11-15,6462.88,5500.0
PROP-50DAE96FD69F,9500000,Chennai,Arumbakkam,Apartment,2,3,0,985,1.0,2.0,,,,12.86099293854999,80.47007608785347,3.799,13.612,12.077,25.997,6.779,14.512,5.999,12.7,,,,,,104.99,1.51,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,72,39,65,72,43.0,492.5,1.5,,0.5,6.2015228588735365,,,,2018-11-15,9644.67,6950.88
PROP-E030E458A81F,10000000,Delhi,Ali,Independent House,2,3,1,900,,,,,,28.562294649820583,77.29228690372109,2.704,1.044,3.48,6.518,7.215,6.15,1.8,34.3,41733.14,22000.0,27.78,2.64,1758.0,104.79,2.15,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,308,174,285,308,179.0,450.0,1.5,,,6.111467339502679,,3.359680701459222,1.2919836816486494,2018-11-15,11111.11,11111.11
PROP-9FA3DC6C1BDE,2700000,Kolkata,Garia,Apartment,2,4,1,800,2.0,,,,,22.61598378883414,88.3856038415835,3.477,2.423,1.597,5.817,0.962,1.647,0.191,43.3,,,,,,105.4,2.08,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,126,68,112,126,76.0,400.0,2.0,0.975,,5.993961427306569,0.6805683983530851,,,2018-11-15,3375.0,4815.360000000001
PROP-C325827617D3,4000000,Kolkata,Jodhpur Park,Apartment,3,3,0,1000,4.0,5.0,,,,22.765490988933053,88.23759368675886,1.757,11.456,6.261,20.717,9.953,3.837,5.822,19.2,,,,,,105.4,2.08,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,126,68,112,126,76.0,333.333,1.0,,0.8,5.812137502284356,,,,2018-11-15,4000.0,8636.36
PROP-B7B502FD4774,7000000,Pune,Khed Shivapur,Apartment,1,2,0,570,4.0,4.0,,,,18.48676687749332,73.98430330050338,4.041,4.642,1.654,5.736,7.958,4.073,1.837,25.6,32222.55,23000.0,28.39,3.9429,1762.0,104.21,1.8,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,96,50,82,96,60.7,570.0,2.0,,1.0,6.3473892096560105,,3.380654480430826,1.5979522034910076,2018-11-15,12280.7,3560.55
PROP-9A49CCD18625,4500000,Bengaluru,Attibele,Independent House,2,3,0,900,,,,,North,12.73168711109776,77.6545133435936,3.145,8.171,11.745,20.375,7.404,6.181,2.446,14.3,22400.0,22000.0,22.86,5.8667,5.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,75,42,69,75,47.3,450.0,1.5,,,6.111467339502679,,3.17220341666977,1.9266836414845756,2018-11-15,5000.0,4420.245000000001
PROP-CCDBCCEF4411,13500000,Hyderabad,Miyapur,Apartment,3,3,1,1603,8.0,10.0,,,,17.30672411660619,78.40718430517089,3.245,0.715,0.705,3.585,6.169,2.336,0.676,49.2,,,,,,104.79,0.94,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,84,48,79,84,55.0,534.333,1.0,,0.8,6.282888983173397,,,,2018-11-15,8421.71,5826.655
PROP-91B509DD234B,60000000,Delhi,Mukherjee Nagar,Independent House,10,4,1,4000,,,,,North-East,28.77095162080207,77.04939141466453,2.662,4.655,1.439,3.895,10.887,8.613,2.501,29.6,187750.0,19500.0,36.39,0.39,6.0,104.79,2.15,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,247,139,228,247,147.7,400.0,0.4,,,5.993961427306569,,3.6214032889890224,0.3293037471426004,2018-11-15,15000.0,11111.11
PROP-7B0DAF08E5C9,32500000,Bengaluru,Malleswaram,Apartment,3,3,1,2000,3.0,4.0,,,,12.830944848634983,77.67575657305792,4.855,4.122,6.14,10.266,9.373,5.282,5.704,16.4,56584.17,35000.0,30.0,1.2923,1777.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,15.3,59.0,9.0,13,0.385,0,75,42,69,75,47.3,666.667,1.0,,0.75,6.503789546248707,,3.4339872044851463,0.8295556803394937,2018-11-15,16250.0,14712.475
PROP-E93E6CAD9BE4,5500000,Bengaluru,Yelahanka,Apartment,3,3,1,1226,2.0,4.0,,,,12.994689,77.62023049999999,2.239,2.696,1.564,2.687,2.597,1.901,1.465,47.5,111916.67,45000.0,30.86,9.8182,30.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,72,41,67,72,43.7,408.667,1.0,,0.5,6.015344634567244,,3.4613513044819024,2.381229900984015,2018-11-15,4486.13,4964.79
PROP-ED01607192D5,11500000,Bengaluru,Btm Layout,Apartment,3,3,1,1899,3.0,6.0,,,,13.063171368595263,77.75069529729447,3.558,4.571,3.795,8.819,4.999,3.977,3.597,23.6,81416.67,25500.0,27.5,2.6609,6.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,50.0,24.0,12.0,7,0.429,0,72,41,67,72,43.7,633.0,1.0,,0.5,6.452048954437226,,3.349904087274605,1.2977090188237663,2018-11-15,6055.82,6578.95
PROP-7037F5BC9E65,4600000,Pune,Pimpri,Apartment,1,2,1,600,2.0,7.0,,,,18.6629467119036,73.67683047615796,5.642,0.674,5.091,9.335,17.224,6.183,5.702,25.1,24166.67,20000.0,26.67,5.2174,3.0,104.21,1.8,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,96,55,90,96,58.3,600.0,2.0,0.825,0.286,6.398594934535208,0.6015799870344548,3.3203487937988347,1.827351812931178,2018-11-15,7666.67,6852.54
PROP-BD0F4A1C22B0,18500000,Bengaluru,Kurubarahalli,Independent House,4,4,1,2200,,,,,,13.041445283875412,77.60450665568591,2.774,2.317,1.883,7.621,7.127,1.137,1.299,41.2,56584.17,35000.0,30.0,2.2703,1777.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,72,41,67,72,43.7,550.0,1.0,,,6.311734809152915,,3.4339872044851463,1.1848817238202856,2018-11-15,8409.09,8204.545
PROP-82458EDEE159,9000000,Pune,Nigdi,Apartment,2,3,1,1158,1.0,5.0,,,,18.588563551408665,73.80987779547101,0.522,2.537,0.588,1.996,0.734,2.674,2.436,60.1,18333.33,15000.0,27.27,2.0,3.0,104.21,1.8,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,36.4,55.0,20.0,7,0.571,0,96,55,90,96,58.3,579.0,1.5,1.0,0.2,6.363028103540465,0.6931471805599453,3.341801171705499,1.0986122886681098,2018-11-15,7772.02,7018.52
PROP-64453DA207AB,5000000,Chennai,Jeevan Prakash Nagar,Apartment,2,3,1,1150,1.0,,1.0,,,13.04392960679358,80.21874923999692,2.048,4.285,5.391,7.716,2.353,5.215,1.003,32.5,,,,,,104.99,1.51,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,72.1,43.0,31.0,4,0.5,0,72,39,65,72,43.0,575.0,1.5,,,6.356107660695892,,,,2018-11-15,4347.83,5331.8099999999995
PROP-3C05DF96E64E,23200000,Bengaluru,Brookefield,Apartment,4,5,1,4075,8.0,,,,,12.75423604073751,77.69276964597485,3.931,7.602,14.12,16.307,6.458,7.064,2.455,13.0,39000.0,30000.0,41.18,1.5517,3.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,81.6,49.0,40.0,7,0.286,0,75,42,69,75,47.3,1018.75,1.25,,,6.927312778197668,,3.7419461750506287,0.9367598037134952,2018-11-15,5693.25,5471.7
PROP-47CC6BA1CA37,2500000,Kolkata,Sodepur,Apartment,2,2,0,770,4.0,,,,South-East,22.488808390398138,88.16465754768186,4.022,3.991,6.308,14.097,11.364,11.02,3.042,19.8,,,,,,105.4,2.08,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,114,65,107,114,69.7,385.0,1.0,0.792,,5.955837369464831,0.5833323145527387,,,2018-11-15,3246.75,4679.25
PROP-C99EB3C8F7E2,3900000,Bengaluru,Palace Guttahalli,Apartment,2,2,0,500,1.0,2.0,,,,12.766165697996843,77.64388651590438,5.608,4.281,8.762,17.86,7.098,2.524,4.303,17.0,56584.17,35000.0,30.0,10.7692,1777.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,22.0,41.0,9.0,39,0.103,0,75,42,69,75,47.3,250.0,1.0,,0.5,5.525452939131784,,3.4339872044851463,2.465485949548396,2018-11-15,7800.0,7471.43
PROP-51C862209656,3900000,Bengaluru,Doddakammanahalli,Apartment,3,3,1,1334,4.0,4.0,,,,12.885963614316935,77.73349548880923,3.463,6.798,5.98,1.656,7.139,3.709,2.4,22.7,56584.17,35000.0,30.0,10.7692,1777.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,75,42,69,75,47.3,444.667,1.0,,1.0,6.09957203637671,,3.4339872044851463,2.465485949548396,2018-11-15,2923.54,4792.33
PROP-DF10DA21D5E5,8500000,Pune,Talegaon Dabhade,Independent House,3,3,0,1436,,,,,West,18.48085727632623,73.86992107044398,1.012,1.058,1.997,3.013,4.236,0.693,2.418,60.1,13600.0,12000.0,17.14,1.6941,5.0,104.21,1.8,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,96,50,82,96,60.7,478.667,1.0,,,6.173092113146049,,2.8981194446869907,0.9910641968241298,2018-11-15,5919.22,3919.24
PROP-06DC9FDFF72E,7500000,Pune,Thergaon,Independent House,2,2,0,780,,,,,,18.679792580804808,73.72035073088847,3.399,4.99,0.879,11.345,14.571,2.281,8.191,36.7,21500.0,16500.0,31.0,2.64,8.0,104.21,1.8,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,96,55,90,96,58.3,390.0,1.0,,,5.968707559985366,,3.4657359027997265,1.2919836816486494,2018-11-15,9615.38,6162.385
PROP-2CAD8E842F4D,5700000,Bengaluru,Choodasandra,Independent House,2,1,1,800,,,,,North-East,12.751500929003312,77.53460370130908,4.097,5.632,5.974,19.275,6.25,6.053,8.552,18.1,24750.0,25500.0,27.08,5.3684,4.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,75,42,69,75,47.3,400.0,0.5,,,5.993961427306569,,3.3350575791576103,1.8513482606397127,2018-11-15,7125.0,7009.35
PROP-824EFD6D0A7A,2600000,Kolkata,Barasat,Apartment,2,3,0,800,,,,,,22.45947743027738,88.41110031726251,2.594,2.304,1.238,5.496,5.962,3.832,1.211,38.9,,,,,,105.4,2.08,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,114,65,107,114,69.7,400.0,1.5,,,5.993961427306569,,,,2018-11-15,3250.0,2890.93
PROP-27BF8EE1221C,12500000,Bengaluru,Nagasandra,Apartment,3,3,1,1470,2.0,15.0,,,,13.12529363489416,77.71677272678517,5.096,5.168,5.726,6.162,3.661,2.527,1.226,19.2,38500.0,38500.0,37.85,3.696,2.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,30.0,60.0,18.0,24,0.292,0,72,41,67,72,43.7,490.0,1.0,,0.133,6.19644412779452,,3.659708076813657,1.5467110825257953,2018-11-15,8503.4,7782.495000000001
