property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_yield_pct,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,listing_date,price_per_sqft,target_locality_median_ppsf
PROP-F1233A76EAF0,6000000,Bengaluru,Electronic City Phase Ii,Apartment,3,3,1,990,1.0,14.0,,,,12.893519276569284,77.49948076057048,5.608,5.278,6.906,8.366,5.058,2.38,2.268,24.5,56584.17,35000.0,30.0,7.0,1777.0,126.45,3.26,8.44,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Ongoing,63.3,60.0,38.0,12,0.667,1,77,40,65,77,48.0,330.0,1.0,,0.071,5.802118375377063,,3.4339872044851463,2.079441541679836,2021-11-15,6060.61,4731.58
PROP-A4534227E91F,6900000,Bengaluru,Kengeri,Apartment,3,3,1,1390,3.0,4.0,,,,12.996427938445608,77.41716322971757,4.244,4.118,4.39,5.796,6.255,2.047,8.691,23.1,23000.0,23000.0,23.0,4.0,1.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,1,Ongoing,13.3,45.0,6.0,12,0.667,1,64,34,56,64,67.3,463.333,1.0,,0.75,6.140601967236349,,3.1780538303479458,1.6094379124341005,2022-05-15,4964.03,5272.73
PROP-192315F52713,9500000,Bengaluru,Kengeri Hobli,Apartment,2,3,1,883,5.0,,,,,13.217936065335287,77.37183442673671,14.598,12.533,12.428,28.715,18.702,13.243,9.301,1.8,56584.17,35000.0,30.0,4.4211,1777.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,1,Completed,100.0,41.0,49.0,26,0.615,0,60,34,56,60,63.0,441.5,1.5,,,6.092440464447984,,3.4339872044851463,1.690298746889098,2021-05-15,10758.78,4621.07
PROP-0D049F143D2A,39500000,Bengaluru,Hebbal,Apartment,3,2,1,3125,19.0,23.0,,,,12.948946,77.58410599999999,2.369,3.118,1.697,6.863,0.867,3.733,3.111,43.2,119857.14,75000.0,43.75,2.2785,35.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,1,Ongoing,91.7,36.0,33.0,11,0.273,0,108,57,93,108,100.3,1041.667,0.667,,0.826,6.949537132690136,,3.801091444720865,1.187386000721537,2020-02-15,12640.0,6040.27
PROP-4FE94B45EB6F,13000000,Bengaluru,Banashankari,Apartment,3,3,1,1608,12.0,14.0,,,,12.9670415,77.6311245,2.597,2.76,2.728,1.619,2.526,3.52,2.678,39.3,58690.91,66300.0,27.88,6.12,11.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,1,Completed,100.0,34.0,37.0,35,0.686,2,70,38,62,70,75.0,536.0,1.0,,0.857,6.285998094508865,,3.3631493140246254,1.9629077254238845,2022-05-15,8084.58,6550.0
PROP-8125477B66F7,5800000,Bengaluru,Kengeri,Apartment,2,3,1,1100,9.0,15.0,,,,12.996427938445608,77.41716322971757,4.244,4.118,4.39,5.796,6.255,2.047,8.691,23.1,23000.0,23000.0,23.0,4.7586,1.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Completed,100.0,27.0,37.0,21,0.333,0,72,41,67,72,43.7,550.0,1.5,,0.6,6.311734809152915,,3.1780538303479458,1.7506943896094558,2018-11-15,5272.73,5272.73
PROP-A74CB635692D,6800000,Bengaluru,Jalahalli,Apartment,2,3,0,1139,3.0,,,,,13.04695890083963,77.72199735497335,1.466,4.011,3.749,7.017,5.099,3.449,4.584,32.1,34500.0,34500.0,25.88,6.0882,2.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,1,Ongoing,17.1,41.0,7.0,8,0.625,1,99,56,91,99,98.0,569.5,1.5,,,6.34651316930213,,3.2913825156549485,1.958431429608985,2021-02-15,5970.15,7774.54
PROP-53236E04FB44,8600000,Bengaluru,Muddanahalli,Apartment,2,3,0,1267,1.0,16.0,,,,12.773214377739508,77.34531498536343,15.13,5.392,14.645,11.937,16.917,14.981,11.596,6.1,56584.17,35000.0,30.0,4.8837,1777.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,59.4,32.0,19.0,16,0.125,0,75,42,69,75,47.3,633.5,1.5,0.796,0.062,6.452837287154442,0.5855619698800079,3.4339872044851463,1.7721858157153776,2018-11-15,6787.69,6392.96
PROP-85F0F6B022DB,7300000,Bengaluru,Muddanahalli,Apartment,2,3,0,1305,0.0,,,,,12.773214377739508,77.34531498536343,15.13,5.392,14.645,11.937,16.917,14.981,11.596,6.1,56584.17,35000.0,30.0,5.7534,1777.0,128.96,1.94,8.78,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,1,Completed,100.0,32.0,58.0,26,0.538,0,107,55,91,107,108.7,652.5,1.5,,,6.482342533064276,,3.4339872044851463,1.910046081772015,2022-02-15,5593.87,6392.96
PROP-B0A1BC33321E,8800000,Bengaluru,Lingadheeranahalli,Apartment,3,3,1,1200,6.0,14.0,,,,13.15547935235022,77.75653192463894,4.363,10.614,10.921,11.617,8.297,6.296,3.548,9.8,56584.17,35000.0,30.0,4.7727,1777.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,400.0,1.0,,0.429,5.993961427306569,,3.4339872044851463,1.7531399086796666,2020-05-15,7333.33,6486.49
PROP-4B7F50B895A1,6000000,Bengaluru,Yelahanka,Apartment,1,2,0,595,1.0,7.0,,Semi-Furnished,East,12.994689,77.62023049999999,2.239,2.696,1.564,2.687,2.597,1.901,1.465,47.5,111916.67,45000.0,30.86,9.0,30.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,1,Ongoing,25.0,56.0,14.0,15,0.8,0,64,34,56,64,67.3,595.0,2.0,,0.143,6.39024066706535,,3.4613513044819024,2.302585092994046,2022-05-15,10084.03,5372.135
PROP-8EA6055473E8,37200000,Bengaluru,Binnipete,Apartment,4,4,1,2570,2.0,27.0,,,East,13.158622379571192,77.38850803461466,8.412,7.209,6.855,22.621,12.348,6.969,9.167,7.2,56584.17,35000.0,30.0,1.129,1777.0,128.96,1.94,8.78,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,1,Ongoing,65.1,43.0,28.0,26,0.538,0,90,49,81,90,97.0,642.5,1.0,,0.074,6.466922027036182,,3.4339872044851463,0.7556523859113424,2022-02-15,14474.71,12875.54
PROP-3D775AF605F4,7000000,Bengaluru,Bagalur,Apartment,2,3,0,999,10.0,16.0,,,,13.027590642764867,77.64976348231917,1.405,3.539,4.054,5.495,7.413,1.449,1.883,36.9,56584.17,35000.0,30.0,6.0,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,99,56,91,99,98.0,499.5,1.5,,0.625,6.215607598755275,,3.4339872044851463,1.9459101490553128,2021-02-15,7007.01,5088.9400000000005
PROP-EF207DFEBEE4,4900000,Bengaluru,Kogilu,Apartment,2,3,0,1080,3.0,,,,,12.911264266728942,77.813557250695,2.477,3.602,3.171,6.1,11.655,5.321,2.668,31.3,48250.0,51500.0,29.91,12.6122,4.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,1,Ongoing,60.0,30.0,18.0,4,0.25,0,33,17,28,33,52.0,540.0,1.5,,,6.293419278846481,,3.431079756144025,2.610966449448733,2018-08-15,4537.04,5988.5
PROP-5B76091F4FAD,17200000,Bengaluru,Bagalakunte,Apartment,4,4,1,2171,8.0,28.0,,,,13.160786858263297,77.61250174081619,4.264,6.223,6.553,10.373,9.315,3.82,3.342,14.7,56584.17,35000.0,30.0,2.4419,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,99,56,91,99,98.0,542.75,1.0,,0.286,6.298489582402894,,3.4339872044851463,1.23602364449107,2021-02-15,7922.62,7647.49
PROP-4FC7BFD46805,11500000,Bengaluru,Hampapura,Apartment,3,3,1,1735,8.0,31.0,,,,12.939138892483465,77.73480630385878,3.098,4.846,7.153,2.982,2.575,3.047,4.604,28.7,56584.17,35000.0,30.0,3.6522,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,1,Ongoing,61.5,26.0,16.0,4,0.5,0,114,60,98,114,112.7,578.333,1.0,,0.258,6.361877441783069,,3.4339872044851463,1.5373402259936704,2021-02-15,6628.24,6018.72
PROP-82ADB9FF75F8,38500000,Bengaluru,Chikkasanne,Villa,4,1,1,3800,,,,Semi-Furnished,,13.074172766119014,77.53127264213227,2.538,4.728,7.088,6.381,4.025,7.414,2.545,25.6,56584.17,35000.0,30.0,1.0909,1777.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,1,Completed,100.0,28.0,31.0,11,0.545,0,58,31,51,58,60.3,950.0,0.25,0.818,,6.85751406254539,0.597736995755287,3.4339872044851463,0.7375945952952404,2019-05-15,10131.58,9166.67
PROP-C4FDA0DD03FC,6500000,Bengaluru,Electronic City,Apartment,2,3,1,1060,9.0,14.0,,,East,12.943694,77.66531950000001,1.558,1.73,6.281,4.855,5.111,2.738,0.501,38.2,36560.0,30000.0,23.64,5.5385,25.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,1,Ongoing,30.2,53.0,16.0,14,0.5,0,35,19,31,35,59.0,530.0,1.5,,0.643,6.274762021241939,,3.204371138665319,1.87770778136442,2020-08-15,6132.08,4375.0
PROP-54B74DFEDAB6,6500000,Bengaluru,Judicial Layout,Apartment,2,3,1,900,11.0,,,,,13.069551605424792,77.45855666645717,2.706,4.394,5.764,10.449,1.045,1.168,1.251,34.8,131000.0,72000.0,38.19,13.2923,4.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,86,48,79,86,96.0,450.0,1.5,,,6.111467339502679,,3.66842161221154,2.6597209307049243,2020-02-15,7222.22,8409.79
PROP-2EC4909BFB4E,10500000,Bengaluru,Mattanahalli,Apartment,3,3,0,1554,17.0,23.0,,,,13.197117628944854,77.75185082470752,4.028,13.792,14.568,14.695,12.288,8.35,7.316,8.2,56584.17,35000.0,30.0,4.0,1777.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,1,Completed,100.0,40.0,53.0,35,0.686,1,60,34,56,60,63.0,518.0,1.0,,0.739,6.251903883165888,,3.4339872044851463,1.6094379124341005,2021-05-15,6756.76,6064.065
PROP-17F011DCC9FE,4500000,Bengaluru,Byadralli,Apartment,2,3,0,883,9.0,,,,,13.157615705269688,77.44323754957236,5.41,2.597,5.567,18.722,9.337,4.597,5.504,20.4,56584.17,35000.0,30.0,9.3333,1777.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,1,Ongoing,82.9,41.0,34.0,20,0.3,0,31,17,28,31,49.0,441.5,1.5,,,6.092440464447984,,3.4339872044851463,2.335371690005382,2018-08-15,5096.26,22471.91
PROP-2EB25993D9E8,6000000,Bengaluru,Tejaswini Nagar,Apartment,2,3,1,1200,1.0,5.0,,,,13.18820643788392,77.69491365697341,8.337,10.644,10.661,11.262,10.888,5.245,2.262,4.8,56584.17,35000.0,30.0,7.0,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,1,Completed,100.0,33.0,42.0,10,0.7,0,99,56,91,99,98.0,600.0,1.5,,0.2,6.398594934535208,,3.4339872044851463,2.079441541679836,2021-02-15,5000.0,5503.535
PROP-ECC3BEFB674B,2950000,Bengaluru,Chandapura,Apartment,1,2,0,590,1.0,14.0,,,,12.951167596895775,77.75388582814793,1.783,4.169,6.757,2.536,4.524,4.912,5.382,29.4,19125.0,20500.0,21.25,8.339,8.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,1,Completed,100.0,34.0,40.0,15,0.6,0,68,37,61,68,70.7,590.0,2.0,,0.071,6.3818160174060985,,3.1023420086122493,2.2341991801275807,2019-05-15,5000.0,4500.0
PROP-D7067BEE2FFD,8000000,Bengaluru,Chokkanahalli,Apartment,3,3,1,1241,5.0,,,,,12.95010007498857,77.70107380792493,2.467,1.865,6.717,6.833,1.28,0.844,2.903,46.0,20000.0,20000.0,13.61,3.0,1.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,1,Ongoing,55.3,38.0,21.0,20,0.3,0,33,17,28,33,52.0,413.667,1.0,,,6.0274757884892125,,2.681706225762608,1.3862943611198906,2018-08-15,6446.41,6563.57
PROP-9318CA6CB4AE,6500000,Bengaluru,Krishnarajapura,Apartment,2,3,1,1100,3.0,4.0,,,,12.922354681579932,77.37931126725316,6.03,0.586,1.186,3.891,7.943,2.109,4.96,37.9,56584.17,35000.0,30.0,6.4615,1777.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,37.5,40.0,15.0,7,0.714,0,59,33,54,59,71.3,550.0,1.5,,0.75,6.311734809152915,,3.4339872044851463,2.0097564663893857,2020-05-15,5909.09,5328.045
PROP-639E6D69D5AA,5000000,Bengaluru,Kengeri Hobli,Apartment,3,3,0,1082,4.0,12.0,,,,13.217936065335287,77.37183442673671,14.598,12.533,12.428,28.715,18.702,13.243,9.301,1.8,56584.17,35000.0,30.0,8.4,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,1,Completed,100.0,41.0,46.0,26,0.615,0,99,56,91,99,98.0,360.667,1.0,,0.333,5.890723898965011,,3.4339872044851463,2.2407096892759584,2021-02-15,4621.07,4621.07
PROP-C39D2D927F3A,6800000,Bengaluru,Gunjur Palya,Apartment,2,3,0,1109,3.0,,,,West,12.824244476180642,77.50991165124343,5.419,4.358,7.137,12.682,2.217,5.803,3.561,20.3,56584.17,35000.0,30.0,6.1765,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,1,Ongoing,43.2,37.0,16.0,8,0.75,0,114,60,98,114,112.7,554.5,1.5,0.703,,6.319868609079685,0.5323914016805512,3.4339872044851463,1.970811799029298,2021-02-15,6131.65,5861.14
PROP-D32CE1339EB1,8500000,Bengaluru,Konadasapura,Apartment,2,3,1,1157,6.0,17.0,,,,12.779476417904633,77.53526286045992,1.204,2.659,4.228,17.44,6.058,7.428,5.871,34.3,56584.17,35000.0,30.0,4.9412,1777.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Completed,100.0,36.0,51.0,14,0.786,0,59,33,54,59,71.3,578.5,1.5,0.671,0.353,6.362165662779806,0.5134222496132567,3.4339872044851463,1.781911133173241,2020-05-15,7346.59,7438.85
PROP-282E9B9466CB,6000000,Bengaluru,Panathur,Apartment,1,2,1,700,3.0,14.0,,,,13.147815269857794,77.72865927988202,7.167,7.88,8.542,8.836,6.323,3.162,1.561,10.3,44800.0,40000.0,49.18,8.0,5.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,1,Ongoing,53.6,56.0,30.0,29,0.448,0,32,17,29,32,50.0,700.0,2.0,,0.214,6.55250788703459,,3.915616540938277,2.19722457733622,2020-08-15,8571.43,5574.535
PROP-9CAAFF66FB6E,5500000,Bengaluru,Parappana Agrahara,Apartment,1,2,1,598,,,,,,12.730874113539182,77.69582917332345,6.549,7.991,15.55,18.644,7.094,8.959,4.898,8.2,14000.0,14000.0,23.33,3.0545,1.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,1,Completed,100.0,26.0,33.0,26,0.462,0,68,37,61,68,70.7,598.0,2.0,,,6.395261598115449,,3.191710156795432,1.399827375402475,2019-05-15,9197.32,4583.335
PROP-EDF8432FE4FB,7000000,Bengaluru,Kengeri Hobli,Apartment,2,3,0,883,1.0,13.0,,,,13.217936065335287,77.37183442673671,14.598,12.533,12.428,28.715,18.702,13.243,9.301,1.8,56584.17,35000.0,30.0,6.0,1777.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Completed,100.0,41.0,64.0,27,0.852,2,29,15,25,29,50.7,441.5,1.5,,0.077,6.092440464447984,,3.4339872044851463,1.9459101490553128,2022-08-15,7927.52,4621.07
PROP-469159691155,10500000,Bengaluru,Bagalakunte,Apartment,3,3,0,1373,14.0,28.0,,,,13.160786858263297,77.61250174081619,4.264,6.223,6.553,10.373,9.315,3.82,3.342,14.7,56584.17,35000.0,30.0,4.0,1777.0,126.45,3.26,8.44,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Ongoing,18.6,43.0,8.0,26,0.538,0,74,41,67,74,44.3,457.667,1.0,,0.5,6.128324456569101,,3.4339872044851463,1.6094379124341005,2021-11-15,7647.49,7647.49
PROP-1F06060C5E03,19800000,Bengaluru,Dodda Banaswadi,Apartment,2,3,1,1405,,,,,,12.77861251590747,77.7628865926545,1.184,6.117,7.64,12.561,2.0,10.065,3.86,29.0,56584.17,35000.0,30.0,2.1212,1777.0,122.51,1.83,4.24,Stable,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,29,16,26,29,51.3,702.5,1.5,,,6.556067876554444,,3.4339872044851463,1.138217543260469,2021-08-15,14092.53,8510.64
PROP-C1BCE5118114,10300000,Bengaluru,Kadubeesanahalli,Apartment,3,3,1,1700,0.0,,,,,13.16475746629263,77.79978799176118,2.475,15.012,14.983,16.038,12.158,11.09,8.076,12.7,57400.0,25000.0,33.64,2.9126,5.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,39.6,48.0,19.0,6,0.667,0,61,32,53,61,63.0,566.667,1.0,,,6.341534979193467,,3.5450090836942345,1.3642021146450745,2020-05-15,6058.82,6428.42
PROP-C04725EAD432,6500000,Bengaluru,Thanisandra,Apartment,2,3,0,1202,2.0,4.0,,,,13.1529947033429,77.62327195010114,5.247,7.484,5.541,8.968,9.376,3.78,3.867,12.2,90519.05,37000.0,40.0,6.8308,21.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,75,42,69,75,43.7,601.0,1.5,,0.5,6.400257445308821,,3.713572066704308,2.0580646759202503,2022-11-15,5407.65,6710.53
PROP-66EEDE198CCB,6500000,Bengaluru,Hallehalli,Apartment,2,3,1,1195,10.0,10.0,,,,13.022215621877384,77.68973114181108,3.118,2.771,1.599,7.26,4.201,4.805,2.214,34.1,56584.17,35000.0,30.0,6.4615,1777.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,1,Ongoing,71.1,38.0,27.0,15,0.933,4,75,42,69,75,43.7,597.5,1.5,,1.0,6.394426524998027,,3.4339872044851463,2.0097564663893857,2022-11-15,5439.33,5097.285
PROP-D2598DCA7AC5,10000000,Bengaluru,Kamala Nagar,Apartment,2,3,1,1275,2.0,,,,,12.817804640535131,77.59612425736387,3.37,2.232,2.988,18.55,1.312,3.865,2.305,36.2,56584.17,35000.0,30.0,4.2,1777.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,35,19,31,35,59.0,637.5,1.5,0.863,,6.459121675472594,0.6221880916194514,3.4339872044851463,1.6486586255873816,2020-08-15,7843.14,6198.26
PROP-BA7E08E6CC86,8000000,Bengaluru,Sarjapur,Villa,3,3,1,1720,,,1.0,,,12.850485172985668,77.47419917828631,9.3,8.046,3.594,8.118,6.133,3.195,5.613,14.8,43888.89,38000.0,21.71,5.7,9.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,70,38,62,70,75.0,573.333,1.0,,,6.353209367476599,,3.122805356117467,1.9021075263969205,2022-05-15,4651.16,5711.61
PROP-7921E5D36894,7500000,Bengaluru,Hebbal,Apartment,2,3,1,1033,3.0,4.0,,,,12.948946,77.58410599999999,2.369,3.118,1.697,6.863,0.867,3.733,3.111,43.2,119857.14,75000.0,43.75,12.0,35.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,75,42,69,75,47.3,516.5,1.5,,0.75,6.249009525139524,,3.801091444720865,2.5649493574615367,2018-11-15,7260.41,6040.27
PROP-96AE64E0AE51,4800000,Bengaluru,Kaval Bairasandra,Apartment,2,3,0,1000,3.0,3.0,,,,12.723345542916986,77.39034001248714,18.0,5.148,10.311,15.886,10.827,20.052,15.716,8.2,56584.17,35000.0,30.0,8.75,1777.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,32,16,27,32,52.7,500.0,1.5,,1.0,6.2166061010848646,,3.4339872044851463,2.277267285009756,2022-08-15,4800.0,5090.91
PROP-FDBECD1023D5,8600000,Bengaluru,Sarjapur,Villa,3,3,1,1720,,,,,,12.850485172985668,77.47419917828631,9.3,8.046,3.594,8.118,6.133,3.195,5.613,14.8,43888.89,38000.0,21.71,5.3023,9.0,106.95,1.83,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,106,58,96,106,105.7,573.333,1.0,,,6.353209367476599,,3.122805356117467,1.84091464613731,2019-02-15,5000.0,5711.61
PROP-ABB411B9FC44,5500000,Bengaluru,Whitefield,Apartment,2,3,1,1270,2.0,3.0,,,East,13.014315,77.638229,1.96,2.64,2.586,3.902,5.484,2.706,1.659,38.1,90523.26,63500.0,40.76,13.8545,86.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,1,Completed,100.0,24.0,25.0,4,0.5,0,32,17,29,32,50.0,635.0,1.5,,0.667,6.455198563340122,,3.731938943574383,2.69830284964733,2020-08-15,4330.71,5580.610000000001
PROP-8F34916ECF33,28500000,Bengaluru,Rajajinagar,Apartment,3,4,1,2030,4.0,4.0,,,,12.91913898056588,77.58510770404324,1.97,0.491,0.258,8.895,3.208,3.168,3.82,58.5,56584.17,35000.0,30.0,1.4737,1777.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,93.8,32.0,30.0,30,0.433,0,73,40,65,73,45.7,676.667,1.333,,1.0,6.518656016844031,,3.4339872044851463,0.9057150055019704,2020-11-15,14039.41,10149.25
PROP-410FF3431C74,5800000,Bengaluru,Lingadheeranahalli,Apartment,2,3,0,950,3.0,4.0,,,,13.15547935235022,77.75653192463894,4.363,10.614,10.921,11.617,8.297,6.296,3.548,9.8,56584.17,35000.0,30.0,7.2414,1777.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,23.8,42.0,10.0,31,0.484,0,61,32,53,61,63.0,475.0,1.5,,0.75,6.16541785423142,,3.4339872044851463,2.1091702324021364,2020-05-15,6105.26,6486.49
PROP-61E222FFFFAA,3200000,Bengaluru,Rayasandra,Apartment,2,2,0,600,1.0,5.0,,,,12.81694610341444,77.78447462799811,5.988,7.526,3.391,9.099,6.842,8.613,6.2,14.4,19150.0,19150.0,23.55,7.1812,2.0,126.45,3.26,8.44,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Ongoing,61.8,34.0,21.0,17,0.706,1,77,40,65,77,48.0,300.0,1.0,,0.2,5.707110264748875,,3.200711854240529,2.101838839121874,2021-11-15,5333.33,4902.43
PROP-6F9315E57409,5500000,Bengaluru,Kumaraswamy Layout,Apartment,2,3,0,1100,4.0,4.0,,,,13.081602128524818,77.73775232519675,5.301,5.853,4.888,6.983,2.68,2.28,2.442,20.9,12000.0,12000.0,20.0,2.6182,2.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,64,34,56,64,67.3,550.0,1.5,,1.0,6.311734809152915,,3.044522437723423,1.2859766646050237,2022-05-15,5000.0,5290.405
PROP-062395C5EF08,4000000,Bengaluru,Rajapura,Apartment,2,3,0,920,12.0,12.0,,,,12.812416293895636,77.78685158789703,5.657,7.986,3.329,9.664,6.566,9.099,6.559,14.5,56584.17,35000.0,30.0,10.5,1777.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,59,33,54,59,71.3,460.0,1.5,,1.0,6.133398042996649,,3.4339872044851463,2.4423470353692043,2020-05-15,4347.83,4347.83
