rera_id,developer,project_name,city,locality,project_status,project_start_date,project_completion_date,total_units,sold_units,unsold_units
RERA-MHA-H1396826,Profound,Legacy Heights Phase 6,Mumbai,Multiple Localities,Completed,2014-03-01,2016-05-01,292,178,114
RERA-TEL-H3516971,Profound,Legacy Heights Phase 7,Hyderabad,Multiple Localities,Completed,2015-04-01,2017-07-01,246,179,67
RERA-DEL-H1166732,Profound,Legacy Heights Phase 8,Delhi,Multiple Localities,Completed,2016-01-01,2019-01-01,95,65,30
RERA-MHA-H6864977,Profound,Legacy Heights Phase 9,Mumbai,Multiple Localities,Completed,2013-10-01,2016-07-01,220,173,47
RERA-WBR-H7417412,Profound,Legacy Heights Phase 10,Kolkata,Multiple Localities,Completed,2016-09-01,2020-05-01,251,193,58
RERA-KAR-H3504867,Profound,Legacy Heights Phase 11,Bengaluru,Multiple Localities,Completed,2015-08-01,2019-03-01,53,38,15
RERA-WBR-H1515921,Profound,Legacy Heights Phase 12,Kolkata,Multiple Localities,Completed,2013-06-01,2016-11-01,54,36,18
RERA-DEL-H0228476,Confident,Legacy Heights Phase 1,Delhi,Multiple Localities,Completed,2016-05-01,2018-09-01,190,157,33
RERA-KAR-H2396348,Confident,Legacy Heights Phase 2,Bengaluru,Multiple Localities,Completed,2016-05-01,2018-09-01,328,288,40
RERA-TEL-H8106465,Confident,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Completed,2013-10-01,2016-07-01,248,178,70
RERA-DEL-H3457314,Confident,Legacy Heights Phase 4,Delhi,Multiple Localities,Completed,2014-11-01,2017-09-01,68,53,15
RERA-TNR-H5074794,Confident,Legacy Heights Phase 5,Chennai,Multiple Localities,Completed,2014-03-01,2016-05-01,212,163,49
RERA-TEL-H8042468,Confident,Legacy Heights Phase 6,Hyderabad,Multiple Localities,Completed,2016-01-01,2019-01-01,274,238,36
RERA-MHA-H8254106,Confident,Legacy Heights Phase 7,Pune,Multiple Localities,Completed,2014-03-01,2016-05-01,303,236,67
RERA-TNR-H3961417,Confident,Legacy Heights Phase 8,Chennai,Multiple Localities,Completed,2013-02-01,2015-03-01,237,168,69
RERA-TNR-H6876712,Confident,Legacy Heights Phase 9,Chennai,Multiple Localities,Completed,2012-01-01,2014-01-01,314,276,38
RERA-MHA-H9207028,Confident,Legacy Heights Phase 10,Pune,Multiple Localities,Completed,2016-05-01,2018-09-01,118,80,38
RERA-DEL-H0339686,Confident,Legacy Heights Phase 11,Delhi,Multiple Localities,Ongoing,2018-11-01,2022-09-01,42,33,9
RERA-MHA-H5100279,SLS,Legacy Heights Phase 1,Pune,Multiple Localities,Ongoing,2019-08-01,2022-03-01,227,183,44
RERA-MHA-H2964414,SLS,Legacy Heights Phase 2,Pune,Multiple Localities,Ongoing,2018-07-01,2021-01-01,304,264,40
RERA-MHA-H3268081,SLS,Legacy Heights Phase 3,Pune,Multiple Localities,Completed,2013-06-01,2016-11-01,116,88,28
RERA-MHA-H1029052,SLS,Legacy Heights Phase 4,Mumbai,Multiple Localities,Completed,2016-05-01,2018-09-01,297,222,75
RERA-TNR-H6406512,SLS,Legacy Heights Phase 5,Chennai,Multiple Localities,Completed,2012-05-01,2015-09-01,56,37,19
RERA-TNR-H5117909,SLS,Legacy Heights Phase 6,Chennai,Multiple Localities,Ongoing,2017-10-01,2021-07-01,118,89,29
RERA-TNR-H1086723,SLS,Legacy Heights Phase 7,Chennai,Multiple Localities,Completed,2015-12-01,2018-11-01,136,108,28
RERA-WBR-H2501599,SLS,Legacy Heights Phase 8,Kolkata,Multiple Localities,Ongoing,2019-04-01,2022-07-01,49,30,19
RERA-WBR-H7279380,SLS,Legacy Heights Phase 9,Kolkata,Multiple Localities,Completed,2016-01-01,2019-01-01,114,72,42
RERA-KAR-H9489556,SLS,Legacy Heights Phase 10,Bengaluru,Multiple Localities,Completed,2016-05-01,2018-09-01,326,267,59
RERA-MHA-H1945427,SLS,Legacy Heights Phase 11,Pune,Multiple Localities,Completed,2015-12-01,2018-11-01,297,258,39
RERA-TEL-H3757162,SLS,Legacy Heights Phase 12,Hyderabad,Multiple Localities,Completed,2014-11-01,2017-09-01,120,81,39
RERA-MHA-H5744885,MJR,Legacy Heights Phase 1,Mumbai,Multiple Localities,Completed,2017-06-01,2019-11-01,168,151,17
RERA-WBR-H9759448,MJR,Legacy Heights Phase 2,Kolkata,Multiple Localities,Completed,2012-01-01,2014-01-01,168,137,31
RERA-KAR-H7169872,MJR,Legacy Heights Phase 3,Bengaluru,Multiple Localities,Completed,2012-09-01,2015-05-01,144,90,54
RERA-DEL-H2894791,MJR,Legacy Heights Phase 4,Delhi,Multiple Localities,Ongoing,2019-08-01,2022-03-01,257,203,54
RERA-WBR-H1365537,MJR,Legacy Heights Phase 5,Kolkata,Multiple Localities,Completed,2013-02-01,2015-03-01,273,166,107
RERA-TEL-H5474215,MJR,Legacy Heights Phase 6,Hyderabad,Multiple Localities,Ongoing,2019-12-01,2023-11-01,154,127,27
RERA-WBR-H8578335,MJR,Legacy Heights Phase 7,Kolkata,Multiple Localities,Ongoing,2019-04-01,2022-07-01,306,208,98
RERA-WBR-H9352709,MJR,Legacy Heights Phase 8,Kolkata,Multiple Localities,Ongoing,2017-10-01,2021-07-01,67,44,23
RERA-TEL-H8349718,MJR,Legacy Heights Phase 9,Hyderabad,Multiple Localities,Ongoing,2018-11-01,2022-09-01,95,70,25
RERA-WBR-H5159828,MJR,Legacy Heights Phase 10,Kolkata,Multiple Localities,Completed,2016-09-01,2020-05-01,158,96,62
RERA-DEL-H0702113,MJR,Legacy Heights Phase 11,Delhi,Multiple Localities,Completed,2013-10-01,2016-07-01,199,177,22
RERA-DEL-H7118691,MJR,Legacy Heights Phase 12,Delhi,Multiple Localities,Completed,2015-12-01,2018-11-01,93,74,19
RERA-DEL-H7210917,Homes,Legacy Heights Phase 1,Delhi,Multiple Localities,Ongoing,2017-10-01,2021-07-01,197,118,79
RERA-TEL-H4219074,Homes,Legacy Heights Phase 2,Hyderabad,Multiple Localities,Completed,2014-11-01,2017-09-01,185,123,62
RERA-TNR-H0851682,Homes,Legacy Heights Phase 3,Chennai,Multiple Localities,Completed,2014-03-01,2016-05-01,223,187,36
RERA-KAR-H2448436,Habulus,Legacy Heights Phase 1,Bengaluru,Multiple Localities,Completed,2016-05-01,2018-09-01,171,150,21
RERA-WBR-H4578163,Habulus,Legacy Heights Phase 2,Kolkata,Multiple Localities,Completed,2015-12-01,2018-11-01,316,208,108
RERA-MHA-H4977184,Habulus,Legacy Heights Phase 3,Pune,Multiple Localities,Completed,2012-05-01,2015-09-01,144,93,51
RERA-MHA-H4081291,Habulus,Legacy Heights Phase 4,Pune,Multiple Localities,Completed,2015-08-01,2019-03-01,100,69,31
RERA-TEL-H1704433,SS,Legacy Heights Phase 1,Hyderabad,Multiple Localities,Completed,2013-02-01,2015-03-01,121,107,14
RERA-WBR-H9762939,SS,Legacy Heights Phase 2,Kolkata,Multiple Localities,Completed,2015-08-01,2019-03-01,60,39,21
RERA-WBR-H2261823,SS,Legacy Heights Phase 3,Kolkata,Multiple Localities,Ongoing,2019-04-01,2022-07-01,267,240,27
RERA-KAR-H9856056,SS,Legacy Heights Phase 4,Bengaluru,Multiple Localities,Completed,2012-01-01,2014-01-01,263,236,27
RERA-DEL-H8206439,Apoorva,Legacy Heights Phase 1,Delhi,Multiple Localities,Ongoing,2019-12-01,2023-11-01,69,56,13
RERA-WBR-H1878816,Apoorva,Legacy Heights Phase 2,Kolkata,Multiple Localities,Completed,2012-05-01,2015-09-01,250,152,98
RERA-WBR-H5603211,Apoorva,Legacy Heights Phase 3,Kolkata,Multiple Localities,Completed,2015-12-01,2018-11-01,276,218,58
RERA-DEL-H8255274,Apoorva,Legacy Heights Phase 4,Delhi,Multiple Localities,Completed,2014-03-01,2016-05-01,292,245,47
RERA-MHA-H6914714,SVS,Legacy Heights Phase 1,Mumbai,Multiple Localities,Completed,2014-11-01,2017-09-01,47,41,6
RERA-KAR-H3368275,SVS,Legacy Heights Phase 2,Bengaluru,Multiple Localities,Completed,2015-08-01,2019-03-01,289,199,90
RERA-WBR-H7788162,SVS,Legacy Heights Phase 3,Kolkata,Multiple Localities,Completed,2014-11-01,2017-09-01,191,162,29
RERA-WBR-H9975839,SVS,Legacy Heights Phase 4,Kolkata,Multiple Localities,Ongoing,2019-12-01,2023-11-01,61,45,16
RERA-DEL-H4407197,SVS,Legacy Heights Phase 5,Delhi,Multiple Localities,Completed,2017-02-01,2020-03-01,110,82,28
RERA-MHA-H8134699,SVS,Legacy Heights Phase 6,Mumbai,Multiple Localities,Completed,2015-08-01,2019-03-01,102,63,39
RERA-MHA-H3854476,SVS,Legacy Heights Phase 7,Mumbai,Multiple Localities,Completed,2016-09-01,2020-05-01,297,196,101
RERA-KAR-H2689263,SVS,Legacy Heights Phase 8,Bengaluru,Multiple Localities,Ongoing,2019-12-01,2023-11-01,46,39,7
RERA-TNR-H4715235,SVS,Legacy Heights Phase 9,Chennai,Multiple Localities,Completed,2015-08-01,2019-03-01,69,46,23
RERA-DEL-H5650905,Aravind,Legacy Heights Phase 1,Delhi,Multiple Localities,Completed,2013-02-01,2015-03-01,129,108,21
RERA-DEL-H0487787,Aravind,Legacy Heights Phase 2,Delhi,Multiple Localities,Completed,2015-08-01,2019-03-01,194,133,61
RERA-TEL-H9207621,Aravind,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Completed,2017-06-01,2019-11-01,120,106,14
RERA-TEL-H4785773,Aravind,Legacy Heights Phase 4,Hyderabad,Multiple Localities,Completed,2017-02-01,2020-03-01,40,24,16
RERA-TNR-H5124669,Aravind,Legacy Heights Phase 5,Chennai,Multiple Localities,Completed,2017-06-01,2019-11-01,40,28,12
RERA-MHA-H2110920,Aravind,Legacy Heights Phase 6,Mumbai,Multiple Localities,Completed,2012-09-01,2015-05-01,214,171,43
RERA-WBR-H6349345,Aravind,Legacy Heights Phase 7,Kolkata,Multiple Localities,Completed,2013-06-01,2016-11-01,339,250,89
RERA-TNR-H8340900,Aravind,Legacy Heights Phase 8,Chennai,Multiple Localities,Completed,2016-01-01,2019-01-01,256,163,93
RERA-KAR-H3953950,Aravind,Legacy Heights Phase 9,Bengaluru,Multiple Localities,Ongoing,2018-03-01,2021-05-01,334,253,81
RERA-DEL-H1932055,Aravind,Legacy Heights Phase 10,Delhi,Multiple Localities,Ongoing,2019-08-01,2022-03-01,202,129,73
RERA-TEL-H2184255,Aravind,Legacy Heights Phase 11,Hyderabad,Multiple Localities,Ongoing,2019-12-01,2023-11-01,53,33,20
RERA-KAR-H3187793,Capita,Legacy Heights Phase 1,Bengaluru,Multiple Localities,Completed,2013-10-01,2016-07-01,159,122,37
RERA-TEL-H4391867,Capita,Legacy Heights Phase 2,Hyderabad,Multiple Localities,Completed,2015-12-01,2018-11-01,265,206,59
RERA-DEL-H2132809,Capita,Legacy Heights Phase 3,Delhi,Multiple Localities,Completed,2013-06-01,2016-11-01,178,110,68
RERA-KAR-H4367004,Capita,Legacy Heights Phase 4,Bengaluru,Multiple Localities,Completed,2016-09-01,2020-05-01,155,108,47
RERA-DEL-H5728222,Capita,Legacy Heights Phase 5,Delhi,Multiple Localities,Ongoing,2018-07-01,2021-01-01,175,134,41
RERA-DEL-H9700122,Capita,Legacy Heights Phase 6,Delhi,Multiple Localities,Completed,2014-07-01,2018-01-01,250,157,93
RERA-TNR-H1678138,Capita,Legacy Heights Phase 7,Chennai,Multiple Localities,Completed,2014-03-01,2016-05-01,255,198,57
RERA-KAR-H2167749,Tata,Legacy Heights Phase 1,Bengaluru,Multiple Localities,Completed,2017-02-01,2020-03-01,296,239,57
RERA-TEL-H7428846,Tata,Legacy Heights Phase 2,Hyderabad,Multiple Localities,Ongoing,2018-11-01,2022-09-01,333,286,47
RERA-TEL-H8822356,Tata,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Completed,2016-05-01,2018-09-01,302,190,112
RERA-MHA-H4885338,Tata,Legacy Heights Phase 4,Pune,Multiple Localities,Completed,2014-11-01,2017-09-01,140,120,20
RERA-DEL-H0077069,Tata,Legacy Heights Phase 5,Delhi,Multiple Localities,Completed,2017-02-01,2020-03-01,307,202,105
RERA-DEL-H6650671,Tata,Legacy Heights Phase 6,Delhi,Multiple Localities,Ongoing,2019-08-01,2022-03-01,152,112,40
RERA-KAR-H3357396,Tata,Legacy Heights Phase 7,Bengaluru,Multiple Localities,Completed,2016-09-01,2020-05-01,219,188,31
RERA-WBR-H5474113,Tata,Legacy Heights Phase 8,Kolkata,Multiple Localities,Completed,2013-10-01,2016-07-01,191,124,67
RERA-WBR-H1872299,Tata,Legacy Heights Phase 9,Kolkata,Multiple Localities,Completed,2015-12-01,2018-11-01,226,201,25
RERA-MHA-H6107733,Tata,Legacy Heights Phase 10,Mumbai,Multiple Localities,Ongoing,2017-10-01,2021-07-01,185,138,47
RERA-MHA-H7028302,Koolz,Legacy Heights Phase 1,Pune,Multiple Localities,Ongoing,2018-11-01,2022-09-01,339,213,126
RERA-TNR-H3461045,Koolz,Legacy Heights Phase 2,Chennai,Multiple Localities,Completed,2017-06-01,2019-11-01,307,227,80
RERA-TNR-H3241495,Koolz,Legacy Heights Phase 3,Chennai,Multiple Localities,Ongoing,2019-08-01,2022-03-01,158,139,19
RERA-MHA-H4123844,Koolz,Legacy Heights Phase 4,Mumbai,Multiple Localities,Completed,2016-01-01,2019-01-01,165,146,19
RERA-MHA-H1025039,Koolz,Legacy Heights Phase 5,Pune,Multiple Localities,Ongoing,2019-04-01,2022-07-01,109,91,18
RERA-WBR-H2492745,Koolz,Legacy Heights Phase 6,Kolkata,Multiple Localities,Completed,2013-02-01,2015-03-01,144,106,38
RERA-WBR-H0578111,Koolz,Legacy Heights Phase 7,Kolkata,Multiple Localities,Ongoing,2019-04-01,2022-07-01,284,204,80
RERA-DEL-H5948733,Koolz,Legacy Heights Phase 8,Delhi,Multiple Localities,Completed,2017-02-01,2020-03-01,130,84,46
RERA-MHA-H1047741,Koolz,Legacy Heights Phase 9,Pune,Multiple Localities,Ongoing,2017-10-01,2021-07-01,101,87,14
RERA-TNR-H5055703,Koolz,Legacy Heights Phase 10,Chennai,Multiple Localities,Ongoing,2019-12-01,2023-11-01,62,55,7
RERA-MHA-H3075039,Koolz,Legacy Heights Phase 11,Pune,Multiple Localities,Ongoing,2019-04-01,2022-07-01,101,70,31
RERA-TEL-H7209224,Koolz,Legacy Heights Phase 12,Hyderabad,Multiple Localities,Completed,2012-09-01,2015-05-01,112,82,30
RERA-TNR-H8817441,Ajmera,Legacy Heights Phase 1,Chennai,Multiple Localities,Completed,2013-10-01,2016-07-01,75,55,20
RERA-KAR-H8618523,Ajmera,Legacy Heights Phase 2,Bengaluru,Multiple Localities,Completed,2015-04-01,2017-07-01,302,250,52
RERA-TEL-H0857234,Ajmera,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Completed,2014-03-01,2016-05-01,97,66,31
RERA-DEL-H3365330,Ajmera,Legacy Heights Phase 4,Delhi,Multiple Localities,Completed,2014-03-01,2016-05-01,162,144,18
RERA-KAR-H4460483,Ajmera,Legacy Heights Phase 5,Bengaluru,Multiple Localities,Completed,2015-12-01,2018-11-01,166,149,17
RERA-MHA-H8367309,Ajmera,Legacy Heights Phase 6,Mumbai,Multiple Localities,Completed,2017-02-01,2020-03-01,209,150,59
RERA-TNR-H0803807,Ajmera,Legacy Heights Phase 7,Chennai,Multiple Localities,Ongoing,2019-04-01,2022-07-01,276,173,103
RERA-DEL-H2453373,Ajmera,Legacy Heights Phase 8,Delhi,Multiple Localities,Completed,2017-06-01,2019-11-01,308,190,118
RERA-WBR-H5515826,Ajmera,Legacy Heights Phase 9,Kolkata,Multiple Localities,Completed,2014-07-01,2018-01-01,287,226,61
RERA-TNR-H0222671,Arge,Legacy Heights Phase 1,Chennai,Multiple Localities,Ongoing,2019-08-01,2022-03-01,165,148,17
RERA-TEL-H9726524,Arge,Legacy Heights Phase 2,Hyderabad,Multiple Localities,Completed,2016-05-01,2018-09-01,299,266,33
RERA-MHA-H8776306,Arge,Legacy Heights Phase 3,Pune,Multiple Localities,Completed,2014-11-01,2017-09-01,104,74,30
RERA-MHA-H8766023,Bansuri,Legacy Heights Phase 1,Pune,Multiple Localities,Ongoing,2019-08-01,2022-03-01,337,229,108
RERA-TNR-H8963240,Bansuri,Legacy Heights Phase 2,Chennai,Multiple Localities,Completed,2012-09-01,2015-05-01,301,198,103
RERA-MHA-H2768201,Bansuri,Legacy Heights Phase 3,Pune,Multiple Localities,Completed,2013-10-01,2016-07-01,140,100,40
RERA-KAR-H8842550,Bansuri,Legacy Heights Phase 4,Bengaluru,Multiple Localities,Ongoing,2018-03-01,2021-05-01,132,80,52
RERA-WBR-H9723416,Mars,Legacy Heights Phase 1,Kolkata,Multiple Localities,Completed,2012-09-01,2015-05-01,73,56,17
RERA-MHA-H0733256,Mars,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2012-05-01,2015-09-01,252,201,51
RERA-DEL-H9771725,Mars,Legacy Heights Phase 3,Delhi,Multiple Localities,Completed,2017-06-01,2019-11-01,275,165,110
RERA-TEL-H4662763,Mars,Legacy Heights Phase 4,Hyderabad,Multiple Localities,Completed,2015-04-01,2017-07-01,199,131,68
RERA-MHA-H3424214,Mars,Legacy Heights Phase 5,Pune,Multiple Localities,Ongoing,2018-11-01,2022-09-01,170,152,18
RERA-KAR-H2550063,Mars,Legacy Heights Phase 6,Bengaluru,Multiple Localities,Ongoing,2019-04-01,2022-07-01,272,176,96
RERA-WBR-H4585969,Aditya,Legacy Heights Phase 1,Kolkata,Multiple Localities,Completed,2013-02-01,2015-03-01,44,35,9
RERA-MHA-H6781460,Aditya,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2016-05-01,2018-09-01,234,152,82
RERA-TNR-H4177956,Aditya,Legacy Heights Phase 3,Chennai,Multiple Localities,Completed,2016-05-01,2018-09-01,138,114,24
RERA-MHA-H1854910,Aditya,Legacy Heights Phase 4,Mumbai,Multiple Localities,Ongoing,2018-07-01,2021-01-01,128,111,17
RERA-DEL-H2437152,Aditya,Legacy Heights Phase 5,Delhi,Multiple Localities,Completed,2012-01-01,2014-01-01,288,181,107
RERA-DEL-H2129322,Aditya,Legacy Heights Phase 6,Delhi,Multiple Localities,Completed,2014-03-01,2016-05-01,186,119,67
RERA-KAR-H6723330,Aditya,Legacy Heights Phase 7,Bengaluru,Multiple Localities,Completed,2014-03-01,2016-05-01,168,110,58
RERA-KAR-H8156643,Aditya,Legacy Heights Phase 8,Bengaluru,Multiple Localities,Completed,2015-08-01,2019-03-01,327,199,128
RERA-WBR-H8947040,Aditya,Legacy Heights Phase 9,Kolkata,Multiple Localities,Completed,2012-09-01,2015-05-01,194,162,32
RERA-KAR-H5250804,Aditya,Legacy Heights Phase 10,Bengaluru,Multiple Localities,Completed,2016-09-01,2020-05-01,335,298,37
RERA-WBR-H2940699,Aditya,Legacy Heights Phase 11,Kolkata,Multiple Localities,Completed,2015-12-01,2018-11-01,220,176,44
RERA-WBR-H7149582,Aditya,Legacy Heights Phase 12,Kolkata,Multiple Localities,Ongoing,2018-07-01,2021-01-01,118,93,25
RERA-MHA-H3875250,Aditya,Legacy Heights Phase 13,Pune,Multiple Localities,Completed,2014-11-01,2017-09-01,82,73,9
RERA-WBR-H8011786,Aditya,Legacy Heights Phase 14,Kolkata,Multiple Localities,Completed,2014-03-01,2016-05-01,66,47,19
RERA-MHA-H3238283,Definer,Legacy Heights Phase 1,Pune,Multiple Localities,Completed,2015-12-01,2018-11-01,278,197,81
RERA-WBR-H0265210,Definer,Legacy Heights Phase 2,Kolkata,Multiple Localities,Completed,2014-03-01,2016-05-01,192,147,45
RERA-TEL-H2180382,Definer,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Ongoing,2018-11-01,2022-09-01,221,152,69
RERA-TNR-H7367979,Definer,Legacy Heights Phase 4,Chennai,Multiple Localities,Completed,2015-08-01,2019-03-01,275,220,55
RERA-TNR-H0599931,Definer,Legacy Heights Phase 5,Chennai,Multiple Localities,Completed,2015-04-01,2017-07-01,113,81,32
RERA-MHA-H4102923,Definer,Legacy Heights Phase 6,Mumbai,Multiple Localities,Completed,2015-12-01,2018-11-01,71,49,22
RERA-TNR-H4657844,Definer,Legacy Heights Phase 7,Chennai,Multiple Localities,Completed,2016-09-01,2020-05-01,190,140,50
RERA-KAR-H2878464,Definer,Legacy Heights Phase 8,Bengaluru,Multiple Localities,Completed,2012-05-01,2015-09-01,134,109,25
RERA-MHA-H9290383,Definer,Legacy Heights Phase 9,Mumbai,Multiple Localities,Ongoing,2019-04-01,2022-07-01,120,75,45
RERA-DEL-H5526075,Definer,Legacy Heights Phase 10,Delhi,Multiple Localities,Completed,2015-12-01,2018-11-01,131,106,25
RERA-KAR-H8611614,Definer,Legacy Heights Phase 11,Bengaluru,Multiple Localities,Ongoing,2018-03-01,2021-05-01,234,149,85
RERA-TNR-H6166461,Definer,Legacy Heights Phase 12,Chennai,Multiple Localities,Completed,2017-02-01,2020-03-01,244,200,44
RERA-MHA-H1075094,Definer,Legacy Heights Phase 13,Pune,Multiple Localities,Ongoing,2018-07-01,2021-01-01,42,33,9
RERA-DEL-H8463173,Celebrity,Legacy Heights Phase 1,Delhi,Multiple Localities,Completed,2017-06-01,2019-11-01,296,254,42
RERA-KAR-H5685745,Celebrity,Legacy Heights Phase 2,Bengaluru,Multiple Localities,Completed,2013-06-01,2016-11-01,70,49,21
RERA-KAR-H7686146,Celebrity,Legacy Heights Phase 3,Bengaluru,Multiple Localities,Completed,2014-03-01,2016-05-01,166,106,60
RERA-TNR-H6701523,Celebrity,Legacy Heights Phase 4,Chennai,Multiple Localities,Completed,2015-12-01,2018-11-01,306,235,71
RERA-MHA-H1897570,Celebrity,Legacy Heights Phase 5,Mumbai,Multiple Localities,Completed,2014-03-01,2016-05-01,244,168,76
RERA-WBR-H9747869,Celebrity,Legacy Heights Phase 6,Kolkata,Multiple Localities,Completed,2017-06-01,2019-11-01,46,34,12
RERA-MHA-H4466374,Celebrity,Legacy Heights Phase 7,Pune,Multiple Localities,Ongoing,2018-11-01,2022-09-01,214,139,75
RERA-MHA-H4308083,Celebrity,Legacy Heights Phase 8,Mumbai,Multiple Localities,Completed,2015-04-01,2017-07-01,213,168,45
RERA-KAR-H0311202,Celebrity,Legacy Heights Phase 9,Bengaluru,Multiple Localities,Completed,2014-11-01,2017-09-01,154,117,37
RERA-MHA-H8321543,Celebrity,Legacy Heights Phase 10,Mumbai,Multiple Localities,Ongoing,2019-08-01,2022-03-01,81,63,18
RERA-TNR-H7582658,Celebrity,Legacy Heights Phase 11,Chennai,Multiple Localities,Completed,2014-03-01,2016-05-01,187,114,73
RERA-TNR-H4315825,Celebrity,Legacy Heights Phase 12,Chennai,Multiple Localities,Completed,2013-02-01,2015-03-01,79,47,32
RERA-DEL-H8139507,Total,Legacy Heights Phase 1,Delhi,Multiple Localities,Completed,2015-12-01,2018-11-01,58,45,13
RERA-MHA-H9308044,Total,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2016-01-01,2019-01-01,78,48,30
RERA-DEL-H6004242,Total,Legacy Heights Phase 3,Delhi,Multiple Localities,Completed,2014-03-01,2016-05-01,283,254,29
RERA-TNR-H6309807,Total,Legacy Heights Phase 4,Chennai,Multiple Localities,Ongoing,2019-08-01,2022-03-01,282,188,94
RERA-WBR-H3393868,Total,Legacy Heights Phase 5,Kolkata,Multiple Localities,Completed,2016-01-01,2019-01-01,237,142,95
RERA-DEL-H8185961,Total,Legacy Heights Phase 6,Delhi,Multiple Localities,Completed,2013-02-01,2015-03-01,232,153,79
RERA-MHA-H6942651,Total,Legacy Heights Phase 7,Pune,Multiple Localities,Completed,2015-04-01,2017-07-01,260,208,52
RERA-TEL-H8647209,Total,Legacy Heights Phase 8,Hyderabad,Multiple Localities,Completed,2013-10-01,2016-07-01,258,221,37
RERA-DEL-H6264176,Legacy,Legacy Heights Phase 1,Delhi,Multiple Localities,Completed,2012-01-01,2014-01-01,159,111,48
RERA-TNR-H5287387,Legacy,Legacy Heights Phase 2,Chennai,Multiple Localities,Completed,2015-04-01,2017-07-01,285,182,103
RERA-TNR-H5780976,Legacy,Legacy Heights Phase 3,Chennai,Multiple Localities,Completed,2012-09-01,2015-05-01,131,85,46
RERA-DEL-H9707833,Legacy,Legacy Heights Phase 4,Delhi,Multiple Localities,Completed,2013-10-01,2016-07-01,278,186,92
RERA-MHA-H9579579,Legacy,Legacy Heights Phase 5,Mumbai,Multiple Localities,Completed,2015-04-01,2017-07-01,110,75,35
RERA-KAR-H0519419,Legacy,Legacy Heights Phase 6,Bengaluru,Multiple Localities,Completed,2015-08-01,2019-03-01,127,80,47
RERA-MHA-H3940368,Legacy,Legacy Heights Phase 7,Mumbai,Multiple Localities,Completed,2012-09-01,2015-05-01,171,112,59
RERA-TEL-H4338561,Legacy,Legacy Heights Phase 8,Hyderabad,Multiple Localities,Completed,2013-02-01,2015-03-01,99,61,38
RERA-KAR-H0511669,Legacy,Legacy Heights Phase 9,Bengaluru,Multiple Localities,Completed,2017-02-01,2020-03-01,334,223,111
RERA-KAR-H8804670,Legacy,Legacy Heights Phase 10,Bengaluru,Multiple Localities,Ongoing,2018-03-01,2021-05-01,179,137,42
RERA-MHA-H6221104,Legacy,Legacy Heights Phase 11,Pune,Multiple Localities,Completed,2012-05-01,2015-09-01,46,30,16
RERA-KAR-H6036700,Legacy,Legacy Heights Phase 12,Bengaluru,Multiple Localities,Completed,2016-09-01,2020-05-01,288,190,98
RERA-DEL-H6750125,Radiant,Legacy Heights Phase 1,Delhi,Multiple Localities,Ongoing,2017-10-01,2021-07-01,119,95,24
RERA-KAR-H4307269,Radiant,Legacy Heights Phase 2,Bengaluru,Multiple Localities,Completed,2017-06-01,2019-11-01,141,121,20
RERA-KAR-H3916338,Radiant,Legacy Heights Phase 3,Bengaluru,Multiple Localities,Completed,2014-03-01,2016-05-01,251,160,91
RERA-MHA-H3402840,Radiant,Legacy Heights Phase 4,Mumbai,Multiple Localities,Completed,2012-05-01,2015-09-01,264,184,80
RERA-TNR-H4620020,Radiant,Legacy Heights Phase 5,Chennai,Multiple Localities,Completed,2016-05-01,2018-09-01,160,107,53
RERA-TNR-H3269851,Radiant,Legacy Heights Phase 6,Chennai,Multiple Localities,Completed,2015-12-01,2018-11-01,59,42,17
RERA-DEL-H8376822,Radiant,Legacy Heights Phase 7,Delhi,Multiple Localities,Ongoing,2018-11-01,2022-09-01,330,267,63
RERA-DEL-H2404329,Radiant,Legacy Heights Phase 8,Delhi,Multiple Localities,Completed,2013-02-01,2015-03-01,276,207,69
RERA-DEL-H4242201,Radiant,Legacy Heights Phase 9,Delhi,Multiple Localities,Completed,2013-10-01,2016-07-01,151,134,17
RERA-TNR-H6252529,Radiant,Legacy Heights Phase 10,Chennai,Multiple Localities,Completed,2013-06-01,2016-11-01,176,126,50
RERA-KAR-H7834663,Radiant,Legacy Heights Phase 11,Bengaluru,Multiple Localities,Ongoing,2019-12-01,2023-11-01,86,71,15
RERA-KAR-H3882831,Radiant,Legacy Heights Phase 12,Bengaluru,Multiple Localities,Ongoing,2019-08-01,2022-03-01,50,39,11
RERA-TNR-H7609542,Radiant,Legacy Heights Phase 13,Chennai,Multiple Localities,Ongoing,2018-07-01,2021-01-01,105,66,39
RERA-DEL-H3051550,Radiant,Legacy Heights Phase 14,Delhi,Multiple Localities,Ongoing,2018-11-01,2022-09-01,176,114,62
RERA-MHA-H1750320,MJ,Legacy Heights Phase 1,Pune,Multiple Localities,Completed,2012-09-01,2015-05-01,310,229,81
RERA-DEL-H2267908,MJ,Legacy Heights Phase 2,Delhi,Multiple Localities,Completed,2016-01-01,2019-01-01,137,119,18
